PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR,Cost_Per_Conversion,Brand_Score,Rank
KraveBeauty,Laura Geller,,,711,0,0.0,0.0,0.0,14.97,0.0,10.0
KraveBeauty,Dr. Squatch,25.0,0.0,222,0,0.0,0.0,0.0,8.93,0.0,11.0
KraveBeauty,BlendJet,,,159,0,0.0,0.0,0.0,7.25,0.0,12.0
KraveBeauty,M.M.LaFleur,,,991,0,0.0,0.0,0.0,75.96,0.0,13.0
KraveBeauty,Character Home,150.0,50.0,263,0,0.0,0.0,0.0,126.67,0.0,14.0
Create,Lunya,150.0,75.0,616,1,75.0,121.75,0.001623,75.0,1.0,1.0
Create,Tula Skincare,,,101,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Create,Caraway,,,112,1,70.0,625.0,0.008929,70.0,0.9342348572705317,3.0
Create,Vegamour,50.0,0.0,717,1,0.0,0.0,0.001395,0.0,0.723829384289651,4.0
Create,Caden Lane,,,157,4,80.0,509.55,0.025478,20.0,0.6987094234431689,5.0
Create,Sol de Janeiro,20.0,10.0,372,1,10.0,26.88,0.002688,10.0,0.5315090063730863,6.0
Create,Wolf & Shepherd,,,400,2,100.0,250.0,0.005,50.0,0.42639670599751034,7.0
Create,Liquid I.V.,,,811,1,35.0,43.16,0.001233,35.0,0.32183978976263183,8.0
Create,Dollar Shave Club,30.0,0.0,156,0,0.0,0.0,0.0,9.24,0.06667588760386854,9.0
Create,Bad Birdie,,,165,0,0.0,0.0,0.0,25.0,0.04833969932651694,10.0
Create,Laura Geller,,,823,1,15.0,18.23,0.001215,15.0,0.0,11.0
Create,MANSCAPED,,,3041,3,0.03,0.01,0.000987,0.01,0.0,12.0
Create,Dr. Squatch,25.0,0.0,2180,5,53.0,24.31,0.002294,10.6,0.0,13.0
Create,True Classic,45.0,0.0,3716,7,315.0,84.77,0.001884,45.0,0.0,14.0
Create,M.M.LaFleur,,,206,0,0.0,0.0,0.0,75.96,0.0,15.0
Create,NOMAD Grills,,,258,0,0.0,0.0,0.0,150.0,0.0,16.0
Create,BlendJet,,,403,0,0.0,0.0,0.0,7.25,0.0,17.0
MAXPRO Fitness,Tula Skincare,,,268,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
MAXPRO Fitness,Divi,,,130,0,0.0,0.0,0.0,50.0,0.9555969315558205,2.0
MAXPRO Fitness,Dreamland Baby,,,180,0,0.0,0.0,0.0,40.0,0.9139005628318209,3.0
MAXPRO Fitness,Caden Lane,,,418,0,0.0,0.0,0.0,24.17,0.6987094234431689,4.0
MAXPRO Fitness,Dagne Dover,,,156,0,0.0,0.0,0.0,25.65,0.6813158986689933,5.0
MAXPRO Fitness,Morphe,,,163,0,0.0,0.0,0.0,38.24,0.6606326272223345,6.0
MAXPRO Fitness,Sol de Janeiro,20.0,10.0,502,0,0.0,0.0,0.0,13.41,0.5315090063730863,7.0
MAXPRO Fitness,Monica & Andy Inc.,,,136,0,0.0,0.0,0.0,21.45,0.4449031269616658,8.0
MAXPRO Fitness,Liquid I.V.,,,995,0,0.0,0.0,0.0,41.9,0.32183978976263183,9.0
MAXPRO Fitness,SolaWave,,,166,0,0.0,0.0,0.0,28.75,0.23671706263498926,10.0
MAXPRO Fitness,Volcom,15.0,8.0,181,0,0.0,0.0,0.0,10.33,0.1942184723744268,11.0
MAXPRO Fitness,Dollar Shave Club,30.0,0.0,696,0,0.0,0.0,0.0,9.24,0.06667588760386854,12.0
MAXPRO Fitness,Glamnetic,,,182,0,0.0,0.0,0.0,15.52,0.0,13.0
MAXPRO Fitness,NOMAD Grills,,,1167,0,0.0,0.0,0.0,150.0,0.0,14.0
MAXPRO Fitness,Dr. Squatch,25.0,0.0,1555,0,0.0,0.0,0.0,8.93,0.0,15.0
MAXPRO Fitness,Laura Geller,,,1295,0,0.0,0.0,0.0,14.97,0.0,16.0
MAXPRO Fitness,ARMRA Colostrum™,,,376,0,0.0,0.0,0.0,50.0,0.0,17.0
MAXPRO Fitness,MANSCAPED,,,1955,2,0.02,0.01,0.001023,0.01,0.0,18.0
Serenity Kids,Lunya,150.0,75.0,645,0,0.0,0.0,0.0,99.56,1.0,1.0
Serenity Kids,Tula Skincare,,,141,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Serenity Kids,Divi,,,113,5,250.0,2212.39,0.044248,50.0,0.9555969315558205,3.0
Serenity Kids,Dreamland Baby,,,430,0,0.0,0.0,0.0,40.0,0.9139005628318209,4.0
Serenity Kids,Nanit,,,511,1,25.0,48.92,0.001957,25.0,0.8477885710029898,5.0
Serenity Kids,Posh Peanut,35.0,0.0,489,0,0.0,0.0,0.0,27.5,0.7663449978188939,6.0
Serenity Kids,Vegamour,50.0,0.0,141,0,0.0,0.0,0.0,25.6,0.723829384289651,7.0
Serenity Kids,Caden Lane,,,3537,17,388.0,109.7,0.004806,22.82,0.6987094234431689,8.0
Serenity Kids,Dagne Dover,,,197,0,0.0,0.0,0.0,25.65,0.6813158986689933,9.0
Serenity Kids,Gathre,,,133,0,0.0,0.0,0.0,20.0,0.6383108661651895,10.0
Serenity Kids,Bodily,,,549,2,47.0,85.61,0.003643,23.5,0.5926991456447032,11.0
Serenity Kids,Lalo,,,358,5,40.0,111.73,0.013966,8.0,0.5734288054985158,12.0
Serenity Kids,HATCH,40.0,10.0,149,0,0.0,0.0,0.0,18.46,0.5511730096075073,13.0
Serenity Kids,Coterie,,,583,0,0.0,0.0,0.0,16.69,0.5080466863143559,14.0
Serenity Kids,Snuggle Me Organic,,,715,1,20.0,27.97,0.001399,20.0,0.49174903446147955,15.0
Serenity Kids,Tushbaby,,,436,0,0.0,0.0,0.0,14.89,0.47037419272468056,16.0
Serenity Kids,Monica & Andy Inc.,,,259,3,65.0,250.97,0.011583,21.67,0.4449031269616658,17.0
Serenity Kids,Liquid I.V.,,,337,1,35.0,103.86,0.002967,35.0,0.32183978976263183,18.0
Serenity Kids,woolino,,,270,2,17.0,62.96,0.007407,8.5,0.1731628169253849,19.0
Serenity Kids,Newton Baby,,,1054,1,3.0,2.85,0.000949,3.0,0.003594037600144698,20.0
Serenity Kids,Character Home,150.0,50.0,198,0,0.0,0.0,0.0,126.67,0.0,21.0
Serenity Kids,ezpz,,,151,0,0.0,0.0,0.0,10.0,0.0,22.0
Serenity Kids,Motherhood,40.0,7.0,138,0,0.0,0.0,0.0,29.0,0.0,23.0
Serenity Kids,M.M.LaFleur,,,439,0,0.0,0.0,0.0,75.96,0.0,24.0
Serenity Kids,NOMAD Grills,,,315,0,0.0,0.0,0.0,150.0,0.0,25.0
Serenity Kids,Dr. Squatch,25.0,0.0,213,0,0.0,0.0,0.0,8.93,0.0,26.0
Ursa Major,Lunya,150.0,75.0,829,0,0.0,0.0,0.0,99.56,1.0,1.0
Ursa Major,Caraway,,,210,1,40.0,190.48,0.004762,40.0,0.9342348572705317,2.0
Ursa Major,Blueland,33.0,0.0,523,1,33.0,63.1,0.001912,33.0,0.829948185425954,3.0
Ursa Major,Vegamour,50.0,0.0,1843,2,10.0,5.43,0.001085,5.0,0.723829384289651,4.0
Ursa Major,Caden Lane,,,353,1,20.0,56.66,0.002833,20.0,0.6987094234431689,5.0
Ursa Major,Dagne Dover,,,150,1,30.0,200.0,0.006667,30.0,0.6813158986689933,6.0
Ursa Major,For Days,30.0,15.0,160,4,75.0,468.75,0.025,18.75,0.6080413665428933,7.0
Ursa Major,Dropps,25.0,0.0,145,0,0.0,0.0,0.0,7.56,0.36330421645086136,8.0
Ursa Major,Liquid I.V.,,,473,0,0.0,0.0,0.0,41.9,0.32183978976263183,9.0
Ursa Major,Carve Designs,,,552,3,80.0,144.93,0.005435,26.67,0.21442509229803483,10.0
Ursa Major,SeaVees,10.0,10.0,137,0,0.0,0.0,0.0,10.0,0.0,11.0
Ursa Major,NOMAD Grills,,,411,0,0.0,0.0,0.0,150.0,0.0,12.0
Ursa Major,True Classic,45.0,0.0,1249,1,45.0,36.03,0.000801,45.0,0.0,13.0
Ursa Major,ARMRA Colostrum™,,,278,0,0.0,0.0,0.0,50.0,0.0,14.0
Ursa Major,BlendJet,,,336,0,0.0,0.0,0.0,7.25,0.0,15.0
Ursa Major,M.M.LaFleur,,,492,3,350.0,711.38,0.006098,116.67,0.0,16.0
Ursa Major,Laura Geller,,,4013,15,225.0,56.07,0.003738,15.0,0.0,17.0
eyebobs,Lunya,150.0,75.0,311,0,0.0,0.0,0.0,99.56,1.0,1.0
eyebobs,Caraway,,,129,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
eyebobs,Vegamour,50.0,0.0,197,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
eyebobs,Caden Lane,,,489,1,32.0,65.44,0.002045,32.0,0.6987094234431689,4.0
eyebobs,Wolf & Shepherd,,,1058,5,145.0,137.05,0.004726,29.0,0.42639670599751034,5.0
eyebobs,Liquid I.V.,,,271,0,0.0,0.0,0.0,41.9,0.32183978976263183,6.0
eyebobs,Carve Designs,,,480,1,60.0,125.0,0.002083,60.0,0.21442509229803483,7.0
eyebobs,jane iredale,20.0,5.0,158,3,15.0,94.94,0.018987,5.0,0.10589749864345828,8.0
eyebobs,Dollar Shave Club,30.0,0.0,123,0,0.0,0.0,0.0,9.24,0.06667588760386854,9.0
eyebobs,Licorice,,,176,2,50.0,284.09,0.011364,25.0,0.0,10.0
eyebobs,Character Home,150.0,50.0,1068,0,0.0,0.0,0.0,126.67,0.0,11.0
eyebobs,True Classic,45.0,0.0,2204,2,90.0,40.83,0.000907,45.0,0.0,12.0
eyebobs,BlendJet,,,600,0,0.0,0.0,0.0,7.25,0.0,13.0
eyebobs,Laura Geller,,,3842,7,105.0,27.33,0.001822,15.0,0.0,14.0
eyebobs,Dr. Squatch,25.0,0.0,198,0,0.0,0.0,0.0,8.93,0.0,15.0
eyebobs,MANSCAPED,,,1037,0,0.0,0.0,0.0,0.01,0.0,16.0
eyebobs,Hedley & Bennett,,,141,0,0.0,0.0,0.0,29.72,0.0,17.0
eyebobs,SeaVees,10.0,10.0,155,0,0.0,0.0,0.0,10.0,0.0,18.0
Muslin Comfort,Lunya,150.0,75.0,1040,4,300.0,288.46,0.003846,75.0,1.0,1.0
Muslin Comfort,Tula Skincare,,,518,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Muslin Comfort,Vegamour,50.0,0.0,667,1,50.0,74.96,0.001499,50.0,0.723829384289651,3.0
Muslin Comfort,Caden Lane,,,750,2,40.0,53.33,0.002667,20.0,0.6987094234431689,4.0
Muslin Comfort,Dagne Dover,,,193,0,0.0,0.0,0.0,25.65,0.6813158986689933,5.0
Muslin Comfort,Sol de Janeiro,20.0,10.0,101,0,0.0,0.0,0.0,13.41,0.5315090063730863,6.0
Muslin Comfort,Snuggle Me Organic,,,117,0,0.0,0.0,0.0,17.11,0.49174903446147955,7.0
Muslin Comfort,Liquid I.V.,,,1298,0,0.0,0.0,0.0,41.9,0.32183978976263183,8.0
Muslin Comfort,SolaWave,,,153,0,0.0,0.0,0.0,28.75,0.23671706263498926,9.0
Muslin Comfort,Carve Designs,,,233,0,0.0,0.0,0.0,26.36,0.21442509229803483,10.0
Muslin Comfort,True Botanicals,,,269,0,0.0,0.0,0.0,6.25,0.08904233474129952,11.0
Muslin Comfort,ARMRA Colostrum™,,,337,0,0.0,0.0,0.0,50.0,0.0,12.0
Muslin Comfort,True Classic,45.0,0.0,215,0,0.0,0.0,0.0,44.79,0.0,13.0
Muslin Comfort,Laura Geller,,,3433,3,45.0,13.11,0.000874,15.0,0.0,14.0
Muslin Comfort,M.M.LaFleur,,,467,0,0.0,0.0,0.0,75.96,0.0,15.0
Muslin Comfort,NOMAD Grills,,,1535,0,0.0,0.0,0.0,150.0,0.0,16.0
Muslin Comfort,Character Home,150.0,50.0,280,0,0.0,0.0,0.0,126.67,0.0,17.0
Muslin Comfort,Hedley & Bennett,,,165,0,0.0,0.0,0.0,29.72,0.0,18.0
Muslin Comfort,Glamnetic,,,115,0,0.0,0.0,0.0,15.52,0.0,19.0
SPONGELLE,Lunya,150.0,75.0,422,0,0.0,0.0,0.0,99.56,1.0,1.0
SPONGELLE,Tula Skincare,,,508,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
SPONGELLE,Caraway,,,141,0,0.0,0.0,0.0,52.72,0.9342348572705317,3.0
SPONGELLE,Blueland,33.0,0.0,122,0,0.0,0.0,0.0,33.0,0.829948185425954,4.0
SPONGELLE,Kopari,,,293,0,0.0,0.0,0.0,31.71,0.7869495366479055,5.0
SPONGELLE,Vegamour,50.0,0.0,486,2,55.0,113.17,0.004115,27.5,0.723829384289651,6.0
SPONGELLE,Caden Lane,,,862,3,60.0,69.61,0.00348,20.0,0.6987094234431689,7.0
SPONGELLE,Dagne Dover,,,163,0,0.0,0.0,0.0,25.65,0.6813158986689933,8.0
SPONGELLE,Morphe,,,190,0,0.0,0.0,0.0,38.24,0.6606326272223345,9.0
SPONGELLE,Sol de Janeiro,20.0,10.0,964,12,150.0,155.6,0.012448,12.5,0.5315090063730863,10.0
SPONGELLE,Monica & Andy Inc.,,,127,1,10.0,78.74,0.007874,10.0,0.4449031269616658,11.0
SPONGELLE,Little Words Project,,,191,0,0.0,0.0,0.0,10.84,0.3836385108895722,12.0
SPONGELLE,Liquid I.V.,,,1288,0,0.0,0.0,0.0,41.9,0.32183978976263183,13.0
SPONGELLE,SolaWave,,,102,0,0.0,0.0,0.0,28.75,0.23671706263498926,14.0
SPONGELLE,Carve Designs,,,100,0,0.0,0.0,0.0,26.36,0.21442509229803483,15.0
SPONGELLE,Dollar Shave Club,30.0,0.0,158,1,5.0,31.65,0.006329,5.0,0.06667588760386854,16.0
SPONGELLE,M.M.LaFleur,,,358,1,50.0,139.66,0.002793,50.0,0.0,17.0
SPONGELLE,BlendJet,,,1144,1,5.0,4.37,0.000874,5.0,0.0,18.0
SPONGELLE,Dr. Squatch,25.0,0.0,630,1,1.0,1.59,0.001587,1.0,0.0,19.0
SPONGELLE,Glamnetic,,,149,3,50.0,335.57,0.020134,16.67,0.0,20.0
SPONGELLE,Laura Geller,,,2992,10,150.0,50.13,0.003342,15.0,0.0,21.0
SPONGELLE,NOMAD Grills,,,196,0,0.0,0.0,0.0,150.0,0.0,22.0
SPONGELLE,MANSCAPED,,,917,0,0.0,0.0,0.0,0.01,0.0,23.0
SPONGELLE,Character Home,150.0,50.0,178,0,0.0,0.0,0.0,126.67,0.0,24.0
SPONGELLE,Licorice,,,207,0,0.0,0.0,0.0,27.78,0.0,25.0
Billy Reid,Tula Skincare,,,172,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Billy Reid,Caraway,,,1052,1,70.0,66.54,0.000951,70.0,0.9342348572705317,2.0
Billy Reid,Blueland,33.0,0.0,205,0,0.0,0.0,0.0,33.0,0.829948185425954,3.0
Billy Reid,Vegamour,50.0,0.0,400,0,0.0,0.0,0.0,25.6,0.723829384289651,4.0
Billy Reid,Caden Lane,,,323,1,32.0,99.07,0.003096,32.0,0.6987094234431689,5.0
Billy Reid,Liquid I.V.,,,808,0,0.0,0.0,0.0,41.9,0.32183978976263183,6.0
Billy Reid,Dollar Shave Club,30.0,0.0,359,0,0.0,0.0,0.0,9.24,0.06667588760386854,7.0
Billy Reid,NOMAD Grills,,,662,0,0.0,0.0,0.0,150.0,0.0,8.0
Billy Reid,Hedley & Bennett,,,540,0,0.0,0.0,0.0,29.72,0.0,9.0
Billy Reid,Licorice,,,193,0,0.0,0.0,0.0,27.78,0.0,10.0
Billy Reid,BlendJet,,,352,0,0.0,0.0,0.0,7.25,0.0,11.0
Billy Reid,Muslin Comfort,,,112,0,0.0,0.0,0.0,47.0,0.0,12.0
Billy Reid,Character Home,150.0,50.0,359,0,0.0,0.0,0.0,126.67,0.0,13.0
Billy Reid,Moonglow,,,105,0,0.0,0.0,0.0,22.841173952230736,0.0,14.0
Billy Reid,MANSCAPED,,,2338,0,0.0,0.0,0.0,0.01,0.0,15.0
Billy Reid,Laura Geller,,,1181,0,0.0,0.0,0.0,14.97,0.0,16.0
Billy Reid,Dr. Squatch,25.0,0.0,1057,0,0.0,0.0,0.0,8.93,0.0,17.0
Cadence,Lunya,150.0,75.0,2311,11,1200.0,519.26,0.00476,109.09,1.0,1.0
Cadence,Tula Skincare,,,418,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Cadence,Vegamour,50.0,0.0,549,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
Cadence,Caden Lane,,,277,1,20.0,72.2,0.00361,20.0,0.6987094234431689,4.0
Cadence,Dagne Dover,,,766,6,170.0,221.93,0.007833,28.33,0.6813158986689933,5.0
Cadence,Morphe,,,166,0,0.0,0.0,0.0,38.24,0.6606326272223345,6.0
Cadence,For Days,30.0,15.0,312,4,90.0,288.46,0.012821,22.5,0.6080413665428933,7.0
Cadence,HATCH,40.0,10.0,114,0,0.0,0.0,0.0,18.46,0.5511730096075073,8.0
Cadence,Wolf & Shepherd,,,154,0,0.0,0.0,0.0,30.69,0.42639670599751034,9.0
Cadence,Little Words Project,,,193,1,10.0,51.81,0.005181,10.0,0.3836385108895722,10.0
Cadence,Liquid I.V.,,,1145,1,35.0,30.57,0.000873,35.0,0.32183978976263183,11.0
Cadence,SolaWave,,,265,1,50.0,188.68,0.003774,50.0,0.23671706263498926,12.0
Cadence,Carve Designs,,,230,2,20.0,86.96,0.008696,10.0,0.21442509229803483,13.0
Cadence,jane iredale,20.0,5.0,102,4,35.0,343.14,0.039216,8.75,0.10589749864345828,14.0
Cadence,True Botanicals,,,171,3,15.0,87.72,0.017544,5.0,0.08904233474129952,15.0
Cadence,M.M.LaFleur,,,1129,4,200.0,177.15,0.003543,50.0,0.0,16.0
Cadence,Glamnetic,,,280,1,10.0,35.71,0.003571,10.0,0.0,17.0
Cadence,Laura Geller,,,2129,6,90.0,42.27,0.002818,15.0,0.0,18.0
Shinesty,Tula Skincare,,,120,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Shinesty,Caraway,,,152,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
Shinesty,Vegamour,50.0,0.0,234,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
Shinesty,Caden Lane,,,325,0,0.0,0.0,0.0,24.17,0.6987094234431689,4.0
Shinesty,Liquid I.V.,,,755,2,70.0,92.72,0.002649,35.0,0.32183978976263183,5.0
Shinesty,Dollar Shave Club,30.0,0.0,218,0,0.0,0.0,0.0,9.24,0.06667588760386854,6.0
Shinesty,Buffbunny Collection,,,801,0,0.0,0.0,0.0,4.68,0.021855749077019655,7.0
Shinesty,Character Home,150.0,50.0,247,0,0.0,0.0,0.0,126.67,0.0,8.0
Shinesty,Dr. Squatch,25.0,0.0,1912,2,26.0,13.6,0.001046,13.0,0.0,9.0
Shinesty,MANSCAPED,,,3192,1,0.01,0.0,0.000313,0.01,0.0,10.0
Shinesty,True Classic,45.0,0.0,3594,6,270.0,75.13,0.001669,45.0,0.0,11.0
Shinesty,BlendJet,,,459,0,0.0,0.0,0.0,7.25,0.0,12.0
Shinesty,NOMAD Grills,,,1109,0,0.0,0.0,0.0,150.0,0.0,13.0
Gathre,Caraway,,,209,1,70.0,334.93,0.004785,70.0,0.9342348572705317,1.0
Gathre,Dreamland Baby,,,204,1,40.0,196.08,0.004902,40.0,0.9139005628318209,2.0
Gathre,Nanit,,,562,3,75.0,133.45,0.005338,25.0,0.8477885710029898,3.0
Gathre,Blueland,33.0,0.0,161,1,33.0,204.97,0.006211,33.0,0.829948185425954,4.0
Gathre,Kate Quinn,,,138,0,0.0,0.0,0.0,30.0,0.8089201927885177,5.0
Gathre,Posh Peanut,35.0,0.0,221,0,0.0,0.0,0.0,27.5,0.7663449978188939,6.0
Gathre,Storq,,,148,2,50.0,337.84,0.013514,25.0,0.7415016650884678,7.0
Gathre,Caden Lane,,,2958,35,796.0,269.1,0.011832,22.74,0.6987094234431689,8.0
Gathre,Dagne Dover,,,823,5,120.0,145.81,0.006075,24.0,0.6813158986689933,9.0
Gathre,Bodily,,,756,3,82.0,108.47,0.003968,27.33,0.5926991456447032,10.0
Gathre,Coterie,,,490,1,16.5,33.67,0.002041,16.5,0.5080466863143559,11.0
Gathre,Snuggle Me Organic,,,1906,4,60.0,31.48,0.002099,15.0,0.49174903446147955,12.0
Gathre,Monica & Andy Inc.,,,760,2,20.0,26.32,0.002632,10.0,0.4449031269616658,13.0
Gathre,Solly Baby,,,896,1,12.0,13.39,0.001116,12.0,0.40566874847056567,14.0
Gathre,Saranoni Luxury Blankets,,,659,0,0.0,0.0,0.0,11.3,0.33949930310993837,15.0
Gathre,Liquid I.V.,,,295,0,0.0,0.0,0.0,41.9,0.32183978976263183,16.0
Gathre,woolino,,,215,0,0.0,0.0,0.0,8.11,0.1731628169253849,17.0
Gathre,Character Home,150.0,50.0,248,0,0.0,0.0,0.0,126.67,0.0,18.0
Gathre,BlendJet,,,121,0,0.0,0.0,0.0,7.25,0.0,19.0
Gathre,NOMAD Grills,,,170,0,0.0,0.0,0.0,150.0,0.0,20.0
Bad Birdie,Tula Skincare,,,133,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Bad Birdie,Caraway,,,184,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
Bad Birdie,Vegamour,50.0,0.0,208,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
Bad Birdie,Caden Lane,,,756,0,0.0,0.0,0.0,24.17,0.6987094234431689,4.0
Bad Birdie,Sol de Janeiro,20.0,10.0,650,3,30.0,46.15,0.004615,10.0,0.5315090063730863,5.0
Bad Birdie,Wolf & Shepherd,,,347,1,50.0,144.09,0.002882,50.0,0.42639670599751034,6.0
Bad Birdie,Liquid I.V.,,,1249,1,35.0,28.02,0.000801,35.0,0.32183978976263183,7.0
Bad Birdie,Dollar Shave Club,30.0,0.0,185,0,0.0,0.0,0.0,9.24,0.06667588760386854,8.0
Bad Birdie,NOMAD Grills,,,1164,0,0.0,0.0,0.0,150.0,0.0,9.0
Bad Birdie,Dr. Squatch,25.0,0.0,1062,0,0.0,0.0,0.0,8.93,0.0,10.0
Bad Birdie,Laura Geller,,,108,0,0.0,0.0,0.0,14.97,0.0,11.0
Bad Birdie,True Classic,45.0,0.0,4056,0,0.0,0.0,0.0,44.79,0.0,12.0
Bad Birdie,Character Home,150.0,50.0,147,0,0.0,0.0,0.0,126.67,0.0,13.0
Bad Birdie,BlendJet,,,142,0,0.0,0.0,0.0,7.25,0.0,14.0
Bad Birdie,MANSCAPED,,,3120,1,0.01,0.0,0.000321,0.01,0.0,15.0
Nuudii System,Tula Skincare,,,276,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Nuudii System,Kopari,,,290,0,0.0,0.0,0.0,31.71,0.7869495366479055,2.0
Nuudii System,Vegamour,50.0,0.0,1163,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
Nuudii System,Caden Lane,,,290,0,0.0,0.0,0.0,24.17,0.6987094234431689,4.0
Nuudii System,Dagne Dover,,,380,0,0.0,0.0,0.0,25.65,0.6813158986689933,5.0
Nuudii System,Morphe,,,210,0,0.0,0.0,0.0,38.24,0.6606326272223345,6.0
Nuudii System,For Days,30.0,15.0,508,3,45.0,88.58,0.005906,15.0,0.6080413665428933,7.0
Nuudii System,Sol de Janeiro,20.0,10.0,882,0,0.0,0.0,0.0,13.41,0.5315090063730863,8.0
Nuudii System,Liquid I.V.,,,1055,0,0.0,0.0,0.0,41.9,0.32183978976263183,9.0
Nuudii System,SolaWave,,,140,0,0.0,0.0,0.0,28.75,0.23671706263498926,10.0
Nuudii System,Carve Designs,,,102,0,0.0,0.0,0.0,26.36,0.21442509229803483,11.0
Nuudii System,Dollar Shave Club,30.0,0.0,265,0,0.0,0.0,0.0,9.24,0.06667588760386854,12.0
Nuudii System,Buffbunny Collection,,,186,0,0.0,0.0,0.0,4.68,0.021855749077019655,13.0
Nuudii System,Laura Geller,,,1259,2,30.0,23.83,0.001589,15.0,0.0,14.0
Nuudii System,M.M.LaFleur,,,388,0,0.0,0.0,0.0,75.96,0.0,15.0
Nuudii System,Glamnetic,,,1019,0,0.0,0.0,0.0,15.52,0.0,16.0
Nuudii System,True Classic,45.0,0.0,122,0,0.0,0.0,0.0,44.79,0.0,17.0
Nuudii System,NOMAD Grills,,,139,0,0.0,0.0,0.0,150.0,0.0,18.0
Sunday Citizen,Divi,,,106,0,0.0,0.0,0.0,50.0,0.9555969315558205,1.0
Sunday Citizen,Caraway,,,760,1,70.0,92.11,0.001316,70.0,0.9342348572705317,2.0
Sunday Citizen,Kopari,,,504,0,0.0,0.0,0.0,31.71,0.7869495366479055,3.0
Sunday Citizen,Caden Lane,,,369,3,84.0,227.64,0.00813,28.0,0.6987094234431689,4.0
Sunday Citizen,Dagne Dover,,,2051,5,130.0,63.38,0.002438,26.0,0.6813158986689933,5.0
Sunday Citizen,HATCH,40.0,10.0,298,0,0.0,0.0,0.0,18.46,0.5511730096075073,6.0
Sunday Citizen,Sol de Janeiro,20.0,10.0,1533,2,20.0,13.05,0.001305,10.0,0.5315090063730863,7.0
Sunday Citizen,Wolf & Shepherd,,,156,0,0.0,0.0,0.0,30.69,0.42639670599751034,8.0
Sunday Citizen,Little Words Project,,,253,0,0.0,0.0,0.0,10.84,0.3836385108895722,9.0
Sunday Citizen,NOMAD Grills,,,2645,0,0.0,0.0,0.0,150.0,0.0,10.0
Sunday Citizen,Laura Geller,,,2116,2,30.0,14.18,0.000945,15.0,0.0,11.0
Sunday Citizen,Character Home,150.0,50.0,486,0,0.0,0.0,0.0,126.67,0.0,12.0
Wondery,Willow Pumps,,,103,0,0.0,0.0,0.0,40.0,0.872785113151539,1.0
Wondery,Vegamour,50.0,0.0,1679,0,0.0,0.0,0.0,25.6,0.723829384289651,2.0
Wondery,Caden Lane,,,849,1,20.0,23.56,0.001178,20.0,0.6987094234431689,3.0
Wondery,Wolf & Shepherd,,,194,0,0.0,0.0,0.0,30.69,0.42639670599751034,4.0
Wondery,Little Words Project,,,787,0,0.0,0.0,0.0,10.84,0.3836385108895722,5.0
Wondery,Liquid I.V.,,,2249,0,0.0,0.0,0.0,41.9,0.32183978976263183,6.0
Wondery,Moonglow,,,119,0,0.0,0.0,0.0,22.841173952230736,0.0,7.0
Wondery,NOMAD Grills,,,326,0,0.0,0.0,0.0,150.0,0.0,8.0
Wondery,SeaVees,10.0,10.0,137,1,10.0,72.99,0.007299,10.0,0.0,9.0
Wondery,ARMRA Colostrum™,,,125,0,0.0,0.0,0.0,50.0,0.0,10.0
Fable Home,Caraway,,,978,6,330.0,337.42,0.006135,55.0,0.9342348572705317,1.0
Fable Home,Blueland,33.0,0.0,1348,3,99.0,73.44,0.002226,33.0,0.829948185425954,2.0
Fable Home,Dropps,25.0,0.0,158,0,0.0,0.0,0.0,7.56,0.36330421645086136,3.0
Fable Home,Liquid I.V.,,,1144,0,0.0,0.0,0.0,41.9,0.32183978976263183,4.0
Fable Home,Hedley & Bennett,,,584,0,0.0,0.0,0.0,29.72,0.0,5.0
Fable Home,Licorice,,,110,0,0.0,0.0,0.0,27.78,0.0,6.0
Fable Home,ARMRA Colostrum™,,,286,0,0.0,0.0,0.0,50.0,0.0,7.0
Fable Home,Character Home,150.0,50.0,975,0,0.0,0.0,0.0,126.67,0.0,8.0
Fable Home,NOMAD Grills,,,3010,0,0.0,0.0,0.0,150.0,0.0,9.0
Fuse Lenses,Dreamland Baby,,,188,0,0.0,0.0,0.0,40.0,0.9139005628318209,1.0
Fuse Lenses,Caden Lane,,,211,33,792.0,3753.55,0.156398,24.0,0.6987094234431689,2.0
