PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR,Cost_Per_Conversion,Brand_Score,Rank
Once Upon a Farm,Coterie,,,707,1,16.5,23.34,0.001414,16.5,0.5080466863143559,11.0
Once Upon a Farm,Snuggle Me Organic,,,1172,1,10.0,8.53,0.000853,10.0,0.49174903446147955,12.0
Once Upon a Farm,Tushbaby,,,773,0,0.0,0.0,0.0,14.89,0.47037419272468056,13.0
Once Upon a Farm,Monica & Andy Inc.,,,1145,2,55.0,48.03,0.001747,27.5,0.4449031269616658,14.0
Once Upon a Farm,Solly Baby,,,325,0,0.0,0.0,0.0,15.3,0.40566874847056567,15.0
Once Upon a Farm,Saranoni Luxury Blankets,,,152,1,10.0,65.79,0.006579,10.0,0.33949930310993837,16.0
Once Upon a Farm,ByHeart,30.0,20.0,147,2,40.0,272.11,0.013605,20.0,0.29678366617370117,17.0
Once Upon a Farm,woolino,,,270,2,17.0,62.96,0.007407,8.5,0.1731628169253849,18.0
Once Upon a Farm,Lalabu,,,239,0,0.0,0.0,0.0,5.5,0.15167945185074852,19.0
Once Upon a Farm,Newton Baby,,,1306,2,6.0,4.59,0.001531,3.0,0.003594037600144698,20.0
Once Upon a Farm,NOMAD Grills,,,204,0,0.0,0.0,0.0,150.0,0.0,21.0
Once Upon a Farm,Otteroo,,,143,0,0.0,0.0,0.0,3.75,0.0,22.0
Once Upon a Farm,ezpz,,,371,0,0.0,0.0,0.0,10.0,0.0,23.0
Once Upon a Farm,Motherhood,40.0,7.0,181,0,0.0,0.0,0.0,29.0,0.0,24.0
Once Upon a Farm,Petunia Pickle Bottom,,,109,0,0.0,0.0,0.0,16.67,0.0,25.0
Caraway,Lunya,150.0,75.0,976,3,375.0,384.22,0.003074,125.0,1.0,1.0
Caraway,Tula Skincare,,,387,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Caraway,Vegamour,50.0,0.0,1294,4,65.0,50.23,0.003091,16.25,0.723829384289651,3.0
Caraway,Caden Lane,,,2664,15,348.0,130.63,0.005631,23.2,0.6987094234431689,4.0
Caraway,Dagne Dover,,,715,0,0.0,0.0,0.0,25.65,0.6813158986689933,5.0
Caraway,Morphe,,,101,0,0.0,0.0,0.0,38.24,0.6606326272223345,6.0
Caraway,For Days,30.0,15.0,161,3,45.0,279.5,0.018634,15.0,0.6080413665428933,7.0
Caraway,Lalo,,,134,0,0.0,0.0,0.0,16.3,0.5734288054985158,8.0
Caraway,Sol de Janeiro,20.0,10.0,111,0,0.0,0.0,0.0,13.41,0.5315090063730863,9.0
Caraway,Snuggle Me Organic,,,196,0,0.0,0.0,0.0,17.11,0.49174903446147955,10.0
Caraway,Monica & Andy Inc.,,,160,2,90.0,562.5,0.0125,45.0,0.4449031269616658,11.0
Caraway,Wolf & Shepherd,,,211,0,0.0,0.0,0.0,30.69,0.42639670599751034,12.0
Caraway,Liquid I.V.,,,1469,1,35.0,23.83,0.000681,35.0,0.32183978976263183,13.0
Caraway,Carve Designs,,,122,2,70.0,573.77,0.016393,35.0,0.21442509229803483,14.0
Caraway,Newton Baby,,,134,0,0.0,0.0,0.0,3.0,0.003594037600144698,15.0
Caraway,NOMAD Grills,,,2135,0,0.0,0.0,0.0,150.0,0.0,16.0
Caraway,M.M.LaFleur,,,329,0,0.0,0.0,0.0,75.96,0.0,17.0
Caraway,Laura Geller,,,2902,5,75.0,25.84,0.001723,15.0,0.0,18.0
Caraway,Glamnetic,,,137,0,0.0,0.0,0.0,15.52,0.0,19.0
Caraway,ARMRA Colostrum™,,,183,1,50.0,273.22,0.005464,50.0,0.0,20.0
Carve Designs,Tula Skincare,,,388,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
Carve Designs,Caraway,,,446,1,40.0,89.69,0.002242,40.0,0.9342348572705317,2.0
Carve Designs,Dreamland Baby,,,357,0,0.0,0.0,0.0,40.0,0.9139005628318209,3.0
Carve Designs,Blueland,33.0,0.0,751,2,66.0,87.88,0.002663,33.0,0.829948185425954,4.0
Carve Designs,Kopari,,,108,2,65.0,601.85,0.018519,32.5,0.7869495366479055,5.0
Carve Designs,Vegamour,50.0,0.0,860,2,55.0,63.95,0.002326,27.5,0.723829384289651,6.0
Carve Designs,Caden Lane,,,929,2,40.0,43.06,0.002153,20.0,0.6987094234431689,7.0
Carve Designs,Dagne Dover,,,194,0,0.0,0.0,0.0,25.65,0.6813158986689933,8.0
Carve Designs,Sol de Janeiro,20.0,10.0,1846,0,0.0,0.0,0.0,13.41,0.5315090063730863,9.0
Carve Designs,Monica & Andy Inc.,,,102,0,0.0,0.0,0.0,21.45,0.4449031269616658,10.0
Carve Designs,Dropps,25.0,0.0,185,0,0.0,0.0,0.0,7.56,0.36330421645086136,11.0
Carve Designs,Liquid I.V.,,,1081,0,0.0,0.0,0.0,41.9,0.32183978976263183,12.0
Carve Designs,SolaWave,,,108,1,10.0,92.59,0.009259,10.0,0.23671706263498926,13.0
Carve Designs,jane iredale,20.0,5.0,125,1,5.0,40.0,0.008,5.0,0.10589749864345828,14.0
Carve Designs,Dollar Shave Club,30.0,0.0,154,0,0.0,0.0,0.0,9.24,0.06667588760386854,15.0
Carve Designs,SeaVees,10.0,10.0,220,0,0.0,0.0,0.0,10.0,0.0,16.0
Carve Designs,True Classic,45.0,0.0,178,0,0.0,0.0,0.0,44.79,0.0,17.0
Carve Designs,Laura Geller,,,5304,4,60.0,11.31,0.000754,15.0,0.0,18.0
Carve Designs,NOMAD Grills,,,529,0,0.0,0.0,0.0,150.0,0.0,19.0
Carve Designs,Character Home,150.0,50.0,1264,0,0.0,0.0,0.0,126.67,0.0,20.0
Carve Designs,BlendJet,,,564,0,0.0,0.0,0.0,7.25,0.0,21.0
Carve Designs,ARMRA Colostrum™,,,105,0,0.0,0.0,0.0,50.0,0.0,22.0
Carve Designs,Moonglow,,,905,0,0.0,0.0,0.0,22.841173952230736,0.0,23.0
Dame,Lunya,150.0,75.0,2954,5,425.0,143.87,0.001693,85.0,1.0,1.0
Dame,Tula Skincare,,,139,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Dame,Willow Pumps,,,222,0,0.0,0.0,0.0,40.0,0.872785113151539,3.0
Dame,Kopari,,,611,1,30.0,49.1,0.001637,30.0,0.7869495366479055,4.0
Dame,Storq,,,216,1,30.0,138.89,0.00463,30.0,0.7415016650884678,5.0
Dame,Vegamour,50.0,0.0,221,0,0.0,0.0,0.0,25.6,0.723829384289651,6.0
Dame,Dagne Dover,,,233,0,0.0,0.0,0.0,25.65,0.6813158986689933,7.0
Dame,Morphe,,,697,3,140.0,200.86,0.004304,46.67,0.6606326272223345,8.0
Dame,Bodily,,,330,1,35.0,106.06,0.00303,35.0,0.5926991456447032,9.0
Dame,HATCH,40.0,10.0,121,0,0.0,0.0,0.0,18.46,0.5511730096075073,10.0
Dame,Sol de Janeiro,20.0,10.0,206,0,0.0,0.0,0.0,13.41,0.5315090063730863,11.0
Dame,Dollar Shave Club,30.0,0.0,105,1,5.0,47.62,0.009524,5.0,0.06667588760386854,12.0
Dame,Buffbunny Collection,,,330,3,12.0,36.36,0.009091,4.0,0.021855749077019655,13.0
Dame,M.M.LaFleur,,,1500,0,0.0,0.0,0.0,75.96,0.0,14.0
Dame,Gibsonlook,,,210,0,0.0,0.0,0.0,21.33,0.0,15.0
Dame,Canopy,,,244,0,0.0,0.0,0.0,15.0,0.0,16.0
Raskol Apparel,Volcom,15.0,8.0,1840,0,0.0,0.0,0.0,10.33,0.1942184723744268,1.0
Raskol Apparel,Buffbunny Collection,,,1125,1,12.0,10.67,0.000889,12.0,0.021855749077019655,2.0
Raskol Apparel,ARMRA Colostrum™,,,1439,0,0.0,0.0,0.0,50.0,0.0,3.0
INTO THE AM,Caden Lane,,,469,0,0.0,0.0,0.0,24.17,0.6987094234431689,1.0
INTO THE AM,Dollar Shave Club,30.0,0.0,1302,0,0.0,0.0,0.0,9.24,0.06667588760386854,2.0
INTO THE AM,NOMAD Grills,,,3081,0,0.0,0.0,0.0,150.0,0.0,3.0
INTO THE AM,BlendJet,,,1032,1,5.0,4.84,0.000969,5.0,0.0,4.0
INTO THE AM,Dr. Squatch,25.0,0.0,4313,2,50.0,11.59,0.000464,25.0,0.0,5.0
INTO THE AM,MANSCAPED,,,4628,1,0.01,0.0,0.000216,0.01,0.0,6.0
M.M.LaFleur,Dagne Dover,,,5808,7,180.0,30.99,0.001205,25.71,0.6813158986689933,1.0
M.M.LaFleur,HATCH,40.0,10.0,1268,1,10.0,7.89,0.000789,10.0,0.5511730096075073,2.0
Moonglow,Blueland,33.0,0.0,661,0,0.0,0.0,0.0,33.0,0.829948185425954,1.0
Moonglow,Caden Lane,,,2564,1,32.0,12.48,0.00039,32.0,0.6987094234431689,2.0
Moonglow,Tushbaby,,,533,0,0.0,0.0,0.0,14.89,0.47037419272468056,3.0
Moonglow,Little Words Project,,,1151,0,0.0,0.0,0.0,10.84,0.3836385108895722,4.0
Moonglow,Volcom,15.0,8.0,147,0,0.0,0.0,0.0,10.33,0.1942184723744268,5.0
Moonglow,Newton Baby,,,186,0,0.0,0.0,0.0,3.0,0.003594037600144698,6.0
Moonglow,BlendJet,,,4690,1,10.0,2.13,0.000213,10.0,0.0,7.0
Moonglow,Character Home,150.0,50.0,1073,0,0.0,0.0,0.0,126.67,0.0,8.0
Moonglow,NOMAD Grills,,,563,0,0.0,0.0,0.0,150.0,0.0,9.0
Moonglow,M.M.LaFleur,,,2383,0,0.0,0.0,0.0,75.96,0.0,10.0
My Medic,Liquid I.V.,,,6076,1,35.0,5.76,0.000165,35.0,0.32183978976263183,1.0
My Medic,Volcom,15.0,8.0,2857,0,0.0,0.0,0.0,10.33,0.1942184723744268,2.0
My Medic,Buffbunny Collection,,,1103,0,0.0,0.0,0.0,4.68,0.021855749077019655,3.0
My Medic,Dr. Squatch,25.0,0.0,438,1,25.0,57.08,0.002283,25.0,0.0,4.0
My Medic,True Classic,45.0,0.0,455,0,0.0,0.0,0.0,44.79,0.0,5.0
My Medic,SeaVees,10.0,10.0,800,1,10.0,12.5,0.00125,10.0,0.0,6.0
My Medic,Canopy,,,278,0,0.0,0.0,0.0,15.0,0.0,7.0
My Medic,MANSCAPED,,,465,0,0.0,0.0,0.0,0.01,0.0,8.0
My Medic,Motherhood,40.0,7.0,783,0,0.0,0.0,0.0,29.0,0.0,9.0
Thorlos,Lunya,150.0,75.0,145,0,0.0,0.0,0.0,99.56,1.0,1.0
Thorlos,Caraway,,,204,4,220.0,1078.43,0.019608,55.0,0.9342348572705317,2.0
Thorlos,Vegamour,50.0,0.0,254,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
Thorlos,Caden Lane,,,675,0,0.0,0.0,0.0,24.17,0.6987094234431689,4.0
Thorlos,Dagne Dover,,,104,0,0.0,0.0,0.0,25.65,0.6813158986689933,5.0
Thorlos,Sol de Janeiro,20.0,10.0,189,0,0.0,0.0,0.0,13.41,0.5315090063730863,6.0
Thorlos,Monica & Andy Inc.,,,109,0,0.0,0.0,0.0,21.45,0.4449031269616658,7.0
Thorlos,Wolf & Shepherd,,,452,2,30.0,66.37,0.004425,15.0,0.42639670599751034,8.0
Thorlos,Liquid I.V.,,,909,0,0.0,0.0,0.0,41.9,0.32183978976263183,9.0
Thorlos,jane iredale,20.0,5.0,108,1,5.0,46.3,0.009259,5.0,0.10589749864345828,10.0
Thorlos,Dollar Shave Club,30.0,0.0,239,0,0.0,0.0,0.0,9.24,0.06667588760386854,11.0
Thorlos,NOMAD Grills,,,1583,0,0.0,0.0,0.0,150.0,0.0,12.0
Thorlos,MANSCAPED,,,1921,1,0.01,0.01,0.000521,0.01,0.0,13.0
Thorlos,Dr. Squatch,25.0,0.0,924,0,0.0,0.0,0.0,8.93,0.0,14.0
Thorlos,Licorice,,,228,0,0.0,0.0,0.0,27.78,0.0,15.0
Thorlos,BlendJet,,,870,0,0.0,0.0,0.0,7.25,0.0,16.0
Thorlos,Laura Geller,,,2668,2,30.0,11.24,0.00075,15.0,0.0,17.0
Thorlos,Character Home,150.0,50.0,281,0,0.0,0.0,0.0,126.67,0.0,18.0
Thorlos,M.M.LaFleur,,,550,0,0.0,0.0,0.0,75.96,0.0,19.0
Thorlos,True Classic,45.0,0.0,3217,3,135.0,41.96,0.000933,45.0,0.0,20.0
Thorlos,Hedley & Bennett,,,133,0,0.0,0.0,0.0,29.72,0.0,21.0
Lunya,Tula Skincare,,,136,1,50.0,367.65,0.007353,50.0,0.9787336816010386,1.0
Lunya,Caraway,,,881,12,660.0,749.15,0.013621,55.0,0.9342348572705317,2.0
Lunya,Blueland,33.0,0.0,344,1,33.0,95.93,0.002907,33.0,0.829948185425954,3.0
Lunya,Kopari,,,307,1,30.0,97.72,0.003257,30.0,0.7869495366479055,4.0
Lunya,Vegamour,50.0,0.0,2172,2,100.0,46.04,0.000921,50.0,0.723829384289651,5.0
Lunya,Caden Lane,,,441,2,52.0,117.91,0.004535,26.0,0.6987094234431689,6.0
Lunya,Dagne Dover,,,2340,6,170.0,72.65,0.002564,28.33,0.6813158986689933,7.0
Lunya,Bodily,,,102,1,35.0,343.14,0.009804,35.0,0.5926991456447032,8.0
Lunya,Lalo,,,124,1,20.0,161.29,0.008065,20.0,0.5734288054985158,9.0
Lunya,HATCH,40.0,10.0,574,1,10.0,17.42,0.001742,10.0,0.5511730096075073,10.0
Lunya,Sol de Janeiro,20.0,10.0,253,1,20.0,79.05,0.003953,20.0,0.5315090063730863,11.0
Lunya,Monica & Andy Inc.,,,214,2,55.0,257.01,0.009346,27.5,0.4449031269616658,12.0
Lunya,SolaWave,,,142,1,10.0,70.42,0.007042,10.0,0.23671706263498926,13.0
Lunya,True Botanicals,,,229,2,10.0,43.67,0.008734,5.0,0.08904233474129952,14.0
Lunya,Dollar Shave Club,30.0,0.0,276,2,35.0,126.81,0.007246,17.5,0.06667588760386854,15.0
Lunya,Laura Geller,,,1338,3,45.0,33.63,0.002242,15.0,0.0,16.0
Lunya,Character Home,150.0,50.0,810,0,0.0,0.0,0.0,126.67,0.0,17.0
Lunya,Glamnetic,,,132,0,0.0,0.0,0.0,15.52,0.0,18.0
Lunya,ARMRA Colostrum™,,,176,0,0.0,0.0,0.0,50.0,0.0,19.0
Dakine,Vegamour,50.0,0.0,409,0,0.0,0.0,0.0,25.6,0.723829384289651,1.0
Dakine,Sol de Janeiro,20.0,10.0,469,0,0.0,0.0,0.0,13.41,0.5315090063730863,2.0
Dakine,Liquid I.V.,,,1257,0,0.0,0.0,0.0,41.9,0.32183978976263183,3.0
Dakine,Carve Designs,,,351,0,0.0,0.0,0.0,26.36,0.21442509229803483,4.0
Dakine,Dollar Shave Club,30.0,0.0,111,0,0.0,0.0,0.0,9.24,0.06667588760386854,5.0
Dakine,M.M.LaFleur,,,662,0,0.0,0.0,0.0,75.96,0.0,6.0
Dakine,MANSCAPED,,,4117,1,0.01,0.0,0.000243,0.01,0.0,7.0
Dakine,BlendJet,,,257,0,0.0,0.0,0.0,7.25,0.0,8.0
Dakine,Dr. Squatch,25.0,0.0,3395,1,1.0,0.29,0.000295,1.0,0.0,9.0
Dakine,True Classic,45.0,0.0,4852,1,45.0,9.27,0.000206,45.0,0.0,10.0
Dakine,Laura Geller,,,627,0,0.0,0.0,0.0,14.97,0.0,11.0
SolaWave,Lunya,150.0,75.0,969,1,75.0,77.4,0.001032,75.0,1.0,1.0
SolaWave,Vegamour,50.0,0.0,3399,5,115.0,33.83,0.001471,23.0,0.723829384289651,2.0
SolaWave,Caden Lane,,,363,0,0.0,0.0,0.0,24.17,0.6987094234431689,3.0
SolaWave,Dagne Dover,,,275,0,0.0,0.0,0.0,25.65,0.6813158986689933,4.0
SolaWave,Morphe,,,128,0,0.0,0.0,0.0,38.24,0.6606326272223345,5.0
SolaWave,For Days,30.0,15.0,107,1,15.0,140.19,0.009346,15.0,0.6080413665428933,6.0
SolaWave,Sol de Janeiro,20.0,10.0,795,8,110.0,138.36,0.010063,13.75,0.5315090063730863,7.0
SolaWave,Liquid I.V.,,,720,0,0.0,0.0,0.0,41.9,0.32183978976263183,8.0
SolaWave,MANSCAPED,,,1345,0,0.0,0.0,0.0,0.01,0.0,9.0
SolaWave,M.M.LaFleur,,,501,0,0.0,0.0,0.0,75.96,0.0,10.0
SolaWave,Laura Geller,,,4568,6,90.0,19.7,0.001313,15.0,0.0,11.0
SolaWave,ARMRA Colostrum™,,,340,1,50.0,147.06,0.002941,50.0,0.0,12.0
SolaWave,Glamnetic,,,262,1,30.0,114.5,0.003817,30.0,0.0,13.0
SolaWave,BlendJet,,,859,0,0.0,0.0,0.0,7.25,0.0,14.0
SolaWave,Dr. Squatch,25.0,0.0,200,2,2.0,10.0,0.01,1.0,0.0,15.0
SolaWave,True Classic,45.0,0.0,329,0,0.0,0.0,0.0,44.79,0.0,16.0
SolaWave,NOMAD Grills,,,381,0,0.0,0.0,0.0,150.0,0.0,17.0
SeaVees,Lunya,150.0,75.0,144,1,150.0,1041.67,0.006944,150.0,1.0,1.0
SeaVees,Tula Skincare,,,135,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
SeaVees,Caraway,,,192,0,0.0,0.0,0.0,52.72,0.9342348572705317,3.0
SeaVees,Blueland,33.0,0.0,199,0,0.0,0.0,0.0,33.0,0.829948185425954,4.0
SeaVees,Vegamour,50.0,0.0,294,0,0.0,0.0,0.0,25.6,0.723829384289651,5.0
SeaVees,Caden Lane,,,380,0,0.0,0.0,0.0,24.17,0.6987094234431689,6.0
SeaVees,Dagne Dover,,,277,0,0.0,0.0,0.0,25.65,0.6813158986689933,7.0
SeaVees,For Days,30.0,15.0,133,1,15.0,112.78,0.007519,15.0,0.6080413665428933,8.0
SeaVees,Sol de Janeiro,20.0,10.0,145,1,10.0,68.97,0.006897,10.0,0.5315090063730863,9.0
SeaVees,Monica & Andy Inc.,,,109,0,0.0,0.0,0.0,21.45,0.4449031269616658,10.0
SeaVees,Liquid I.V.,,,615,0,0.0,0.0,0.0,41.9,0.32183978976263183,11.0
SeaVees,Carve Designs,,,303,0,0.0,0.0,0.0,26.36,0.21442509229803483,12.0
SeaVees,Dollar Shave Club,30.0,0.0,264,0,0.0,0.0,0.0,9.24,0.06667588760386854,13.0
SeaVees,Bad Birdie,,,195,0,0.0,0.0,0.0,25.0,0.04833969932651694,14.0
SeaVees,Character Home,150.0,50.0,405,0,0.0,0.0,0.0,126.67,0.0,15.0
SeaVees,ARMRA Colostrum™,,,106,0,0.0,0.0,0.0,50.0,0.0,16.0
SeaVees,Dr. Squatch,25.0,0.0,794,1,1.0,1.26,0.001259,1.0,0.0,17.0
SeaVees,True Classic,45.0,0.0,2436,1,45.0,18.47,0.000411,45.0,0.0,18.0
SeaVees,BlendJet,,,263,0,0.0,0.0,0.0,7.25,0.0,19.0
SeaVees,Laura Geller,,,1329,0,0.0,0.0,0.0,14.97,0.0,20.0
SeaVees,Hedley & Bennett,,,510,3,89.94,176.35,0.005882,29.98,0.0,21.0
SeaVees,NOMAD Grills,,,1285,0,0.0,0.0,0.0,150.0,0.0,22.0
SeaVees,MANSCAPED,,,1291,0,0.0,0.0,0.0,0.01,0.0,23.0
SeaVees,Licorice,,,121,0,0.0,0.0,0.0,27.78,0.0,24.0
Dirty Labs,Lunya,150.0,75.0,889,2,225.0,253.09,0.00225,112.5,1.0,1.0
Dirty Labs,Tula Skincare,,,337,1,50.0,148.37,0.002967,50.0,0.9787336816010386,2.0
Dirty Labs,Caraway,,,402,0,0.0,0.0,0.0,52.72,0.9342348572705317,3.0
Dirty Labs,Vegamour,50.0,0.0,949,2,100.0,105.37,0.002107,50.0,0.723829384289651,4.0
Dirty Labs,Caden Lane,,,473,0,0.0,0.0,0.0,24.17,0.6987094234431689,5.0
Dirty Labs,Dagne Dover,,,221,0,0.0,0.0,0.0,25.65,0.6813158986689933,6.0
Dirty Labs,Morphe,,,102,0,0.0,0.0,0.0,38.24,0.6606326272223345,7.0
Dirty Labs,For Days,30.0,15.0,485,1,15.0,30.93,0.002062,15.0,0.6080413665428933,8.0
Dirty Labs,Lalo,,,119,0,0.0,0.0,0.0,16.3,0.5734288054985158,9.0
Dirty Labs,Liquid I.V.,,,1064,1,35.0,32.89,0.00094,35.0,0.32183978976263183,10.0
Dirty Labs,SolaWave,,,235,1,50.0,212.77,0.004255,50.0,0.23671706263498926,11.0
Dirty Labs,Carve Designs,,,181,0,0.0,0.0,0.0,26.36,0.21442509229803483,12.0
Dirty Labs,True Botanicals,,,110,1,5.0,45.45,0.009091,5.0,0.08904233474129952,13.0
Dirty Labs,Muslin Comfort,,,224,0,0.0,0.0,0.0,47.0,0.0,14.0
Dirty Labs,Character Home,150.0,50.0,291,1,150.0,515.46,0.003436,150.0,0.0,15.0
Dirty Labs,True Classic,45.0,0.0,112,0,0.0,0.0,0.0,44.79,0.0,16.0
Dirty Labs,Laura Geller,,,2068,1,15.0,7.25,0.000484,15.0,0.0,17.0
Dirty Labs,M.M.LaFleur,,,558,2,200.0,358.42,0.003584,100.0,0.0,18.0
Dirty Labs,NOMAD Grills,,,1599,0,0.0,0.0,0.0,150.0,0.0,19.0
Dirty Labs,ARMRA Colostrum™,,,371,1,50.0,134.77,0.002695,50.0,0.0,20.0
Dirty Labs,Glamnetic,,,163,0,0.0,0.0,0.0,15.52,0.0,21.0
Dirty Labs,Hedley & Bennett,,,189,2,49.94,264.23,0.010582,24.97,0.0,22.0
LIVELY,Tula Skincare,,,781,0,0.0,0.0,0.0,50.0,0.9787336816010386,1.0
LIVELY,Caraway,,,270,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
LIVELY,Blueland,33.0,0.0,391,0,0.0,0.0,0.0,33.0,0.829948185425954,3.0
LIVELY,Kopari,,,143,0,0.0,0.0,0.0,31.71,0.7869495366479055,4.0
LIVELY,Vegamour,50.0,0.0,2289,1,5.0,2.18,0.000437,5.0,0.723829384289651,5.0
LIVELY,Dagne Dover,,,619,2,60.0,96.93,0.003231,30.0,0.6813158986689933,6.0
LIVELY,HATCH,40.0,10.0,100,0,0.0,0.0,0.0,18.46,0.5511730096075073,7.0
LIVELY,Sol de Janeiro,20.0,10.0,1248,5,60.0,48.08,0.004006,12.0,0.5315090063730863,8.0
LIVELY,Little Words Project,,,135,0,0.0,0.0,0.0,10.84,0.3836385108895722,9.0
LIVELY,Dropps,25.0,0.0,139,0,0.0,0.0,0.0,7.56,0.36330421645086136,10.0
LIVELY,Liquid I.V.,,,1804,0,0.0,0.0,0.0,41.9,0.32183978976263183,11.0
LIVELY,SolaWave,,,140,0,0.0,0.0,0.0,28.75,0.23671706263498926,12.0
LIVELY,Dollar Shave Club,30.0,0.0,319,0,0.0,0.0,0.0,9.24,0.06667588760386854,13.0
LIVELY,NOMAD Grills,,,379,0,0.0,0.0,0.0,150.0,0.0,14.0
LIVELY,Laura Geller,,,4321,5,75.0,17.36,0.001157,15.0,0.0,15.0
LIVELY,ARMRA Colostrum™,,,120,0,0.0,0.0,0.0,50.0,0.0,16.0
LIVELY,Character Home,150.0,50.0,467,0,0.0,0.0,0.0,126.67,0.0,17.0
LIVELY,BlendJet,,,733,0,0.0,0.0,0.0,7.25,0.0,18.0
LIVELY,Glamnetic,,,300,2,20.0,66.67,0.006667,10.0,0.0,19.0
Rains,Lunya,150.0,75.0,189,0,0.0,0.0,0.0,99.56,1.0,1.0
Rains,Caraway,,,484,0,0.0,0.0,0.0,52.72,0.9342348572705317,2.0
Rains,Blueland,33.0,0.0,461,0,0.0,0.0,0.0,33.0,0.829948185425954,3.0
Rains,Caden Lane,,,178,1,32.0,179.78,0.005618,32.0,0.6987094234431689,4.0
Rains,Morphe,,,234,1,45.0,192.31,0.004274,45.0,0.6606326272223345,5.0
Rains,For Days,30.0,15.0,233,0,0.0,0.0,0.0,18.63,0.6080413665428933,6.0
Rains,Wolf & Shepherd,,,558,0,0.0,0.0,0.0,30.69,0.42639670599751034,7.0
Rains,SolaWave,,,127,0,0.0,0.0,0.0,28.75,0.23671706263498926,8.0
Rains,Dollar Shave Club,30.0,0.0,194,1,5.0,25.77,0.005155,5.0,0.06667588760386854,9.0
Rains,Glamnetic,,,160,0,0.0,0.0,0.0,15.52,0.0,10.0
Rains,True Classic,45.0,0.0,1492,1,45.0,30.16,0.00067,45.0,0.0,11.0
Rains,Dr. Squatch,25.0,0.0,312,0,0.0,0.0,0.0,8.93,0.0,12.0
Rains,MANSCAPED,,,1720,0,0.0,0.0,0.0,0.01,0.0,13.0
Rains,SeaVees,10.0,10.0,394,1,10.0,25.38,0.002538,10.0,0.0,14.0
Rains,Character Home,150.0,50.0,544,0,0.0,0.0,0.0,126.67,0.0,15.0
Rains,NOMAD Grills,,,154,0,0.0,0.0,0.0,150.0,0.0,16.0
Rains,ARMRA Colostrum™,,,286,0,0.0,0.0,0.0,50.0,0.0,17.0
Rains,BlendJet,,,378,0,0.0,0.0,0.0,7.25,0.0,18.0
Rains,Hedley & Bennett,,,486,0,0.0,0.0,0.0,29.72,0.0,19.0
Baby Tula,Lunya,150.0,75.0,690,0,0.0,0.0,0.0,99.56,1.0,1.0
Baby Tula,Tula Skincare,,,564,0,0.0,0.0,0.0,50.0,0.9787336816010386,2.0
Baby Tula,Divi,,,240,0,0.0,0.0,0.0,50.0,0.9555969315558205,3.0
Baby Tula,Willow Pumps,,,691,1,40.0,57.89,0.001447,40.0,0.872785113151539,4.0
Baby Tula,Posh Peanut,35.0,0.0,670,1,35.0,52.24,0.001493,35.0,0.7663449978188939,5.0
Baby Tula,Vegamour,50.0,0.0,414,0,0.0,0.0,0.0,25.6,0.723829384289651,6.0
Baby Tula,Caden Lane,,,3351,11,304.0,90.72,0.003283,27.64,0.6987094234431689,7.0
Baby Tula,Morphe,,,217,0,0.0,0.0,0.0,38.24,0.6606326272223345,8.0
Baby Tula,Gathre,,,186,0,0.0,0.0,0.0,20.0,0.6383108661651895,9.0
Baby Tula,Bodily,,,752,3,59.0,78.46,0.003989,19.67,0.5926991456447032,10.0
Baby Tula,Coterie,,,257,1,16.5,64.2,0.003891,16.5,0.5080466863143559,11.0
Baby Tula,Little Words Project,,,217,0,0.0,0.0,0.0,10.84,0.3836385108895722,12.0
Baby Tula,Liquid I.V.,,,1072,0,0.0,0.0,0.0,41.9,0.32183978976263183,13.0
Baby Tula,Newton Baby,,,1074,0,0.0,0.0,0.0,3.0,0.003594037600144698,14.0
Baby Tula,Canopy,,,398,0,0.0,0.0,0.0,15.0,0.0,15.0
Baby Tula,ezpz,,,228,0,0.0,0.0,0.0,10.0,0.0,16.0
Baby Tula,Petunia Pickle Bottom,,,278,0,0.0,0.0,0.0,16.67,0.0,17.0
Baby Tula,Otteroo,,,317,0,0.0,0.0,0.0,3.75,0.0,18.0
KraveBeauty,Lunya,150.0,75.0,1449,0,0.0,0.0,0.0,99.56,1.0,1.0
KraveBeauty,Blueland,33.0,0.0,382,0,0.0,0.0,0.0,33.0,0.829948185425954,2.0
KraveBeauty,Vegamour,50.0,0.0,2400,0,0.0,0.0,0.0,25.6,0.723829384289651,3.0
KraveBeauty,Dagne Dover,,,404,1,20.0,49.5,0.002475,20.0,0.6813158986689933,4.0
KraveBeauty,For Days,30.0,15.0,148,1,30.0,202.7,0.006757,30.0,0.6080413665428933,5.0
KraveBeauty,Liquid I.V.,,,1319,0,0.0,0.0,0.0,41.9,0.32183978976263183,6.0
KraveBeauty,Buffbunny Collection,,,141,0,0.0,0.0,0.0,4.68,0.021855749077019655,7.0
KraveBeauty,NOMAD Grills,,,438,0,0.0,0.0,0.0,150.0,0.0,8.0
KraveBeauty,Glamnetic,,,653,0,0.0,0.0,0.0,15.52,0.0,9.0
