PUBLISHER_NAME,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND
Beyond Polish,Raw Botanics,1,,,0,0.00
Birthdate Co.,Divya's,1,,,0,0.00
Motherhood,Dropps,2,,,0,0.00
NOTO Botanics,Bad Birdie,3,,,0,0.00
Dirty Labs,Snowyskin,4,,,0,0.00
Ruggish Co.,HATCH,16,,,0,0.00
Nood,Boie USA,17,,,0,0.00
Bloomscape,Spyder,2,,,0,0.00
Beekman 1802,Luca Faloni,8,,,0,0.00
LightWater Skin,Clover by CLOVE + HALLOW,2,,,0,0.00
Ancient Nutrition,iota,4,,,0,0.00
Winky Lux,LINHART NYC,3,,,0,0.00
Agni,Character Home,17,,,0,0.00
Degs & Sal,Branch,5,,,0,0.00
Leafwell Botanicals,Sparq Life,1,,,0,0.00
Dame,Haus of Brilliance,27,,,0,0.00
Seoul Ceuticals,Liquid I.V.,110,,,0,0.00
Dryft Sleep,Morphe,1,,,0,0.00
Cali's Books,The Secure Mat,7,,,0,0.00
Hally Hair,Koio,1,,,0,0.00
INTO THE AM,ARMRA Colostrum™,63,,,0,0.00
Haand Inc,Morphe,5,,,0,0.00
Hummii: Healthy+Yummii Snacks,Sijo,12,,,0,0.00
Revolution Cooking,Firebelly Tea,3,,,0,0.00
Renewal Mill,Milton & Goose,1,,,0,0.00
Famus Energy,Primally Pure,1,,,0,0.00
Arber,LuminAID,2,,,0,0.00
Birthdate Co.,Airsign,1,,,0,0.00
WP Standard,Kopari,3,,,0,0.00
Beginning Boutique,LOOPS,145,,,0,0.00
Tubby Todd Bath Co.,Oradina,71,,,0,0.00
Waterboy,Koio,12,,,0,0.00
sproos!,good light,4,,,0,0.00
Veil,LuminAID,1,,,0,0.00
Beginning Boutique,ieró Beauty™,19,,,0,0.00
Sparq Life,True Classic,93,,,0,0.00
Baby K'tan,Elegant Baby,1,,,0,0.00
120/Life,eyebobs,11,,,0,0.00
Le Monde Gourmand,Bloomscape,10,,,0,0.00
Trace Minerals,Las Jaras Wines,5,,,0,0.00
SolaWave,NOT!CE Hair Co,1,,,0,0.00
NOTO Botanics,Native Pet,1,,,0,0.00
Revolution Cooking,Anyday,56,,,0,0.00
World Wide Stereo,Posh Peanut,1,,,0,0.00
Bellway,Waterboy,4,,,0,0.00
Wondery,Uncharted Coffee Supply,4,,,0,0.00
Pulp Pantry,Siblings,3,,,0,0.00
Body Meal,My Girl Wellness,1,,,0,0.00
Dagne Dover,jot,12,,,0,0.00
Hummii: Healthy+Yummii Snacks,Inamorata,4,,,0,0.00
Blueland,Petaluma,7,,,0,0.00
Dame,Mario Badescu Skin Care,44,,,0,0.00
Inamorata,ARMRA Colostrum™,13,,,0,0.00
woolino,Fresh Peaches,1,,,0,0.00
The Plug Drink,Licorice,260,,,0,0.00
Hedley & Bennett,cbdMD,1,,,0,0.00
Birthdate Co.,Electric Picks Jewelry,3,,,0,0.00
esmi Skin Minerals,Alkavida,1,,,0,0.00
Newton Baby,August Uncommon Tea,2,,,0,0.00
Dakine,CanDo,1,,,0,0.00
Thorlos,True Botanicals,11,,,0,0.00
Hally Hair,August Uncommon Tea,1,,,0,0.00
good light,Caden Lane,36,,,0,0.00
LuminAID,Karma Nuts,2,,,0,0.00
biom,Tushbaby,3,,,0,0.00
Carve Designs,Branch,165,,,0,0.00
Zensah,Glamnetic,19,,,0,0.00
Motherhood,Gathre,2,,,0,0.00
Lily Jade,Primally Pure,16,,,0,0.00
Blume,Dame,19,,,0,0.00
iota,Spyder,12,,,0,0.00
Nutshell Coolers,ettitude,1,,,0,0.00
Las Jaras Wines,Bloomscape,2,,,0,0.00
Wondery,eyebobs,134,,,0,0.00
Electric Picks Jewelry,Vegamour,399,,,0,0.00
Blueland,Verdant Lyfe,3,,,0,0.00
Fuse Lenses,Caraway,7,,,0,0.00
Kortni Jeane,For Days,35,,,0,0.00
Sani,Canopy,4,,,0,0.00
Afloral,Dropps,97,,,0,0.00
Bare Babe,Tula Skincare,10,,,0,0.00
Thorlos,Newton Baby,27,,,0,0.00
SACHEU Beauty,Maverick & Co.,1,,,0,0.00
Common Heir,Little Words Project,4,,,0,0.00
Aura Bora,Morphe,4,,,0,0.00
Birthdate Co.,Anyday,3,,,0,0.00
Spärkel Beverage Systems,Muslin Comfort,24,,,0,0.00
Tower 28 Beauty,Foria,29,,,0,0.00
Marea,ARMRA Colostrum™,28,,,0,0.00
The Secure Mat,Wildfang,1,,,0,0.00
Out of the Woods,Tushbaby,4,,,0,0.00
Sensory Joy,Kopari,10,,,0,0.00
Blossom,Outer Aisle,1,,,0,0.00
Casa de Sante,Sijo,5,,,0,0.00
TriLASTIN,Evereden,4,,,0,0.00
IVL Collective,M.M.LaFleur,17,,,0,0.00
Glimmer Wish,My Girl Wellness,2,,,0,0.00
Pretzels.com,Hedley & Bennett,61,,,0,0.00
Consciously Baby,Needed,31,,,0,0.00
Leafwell Botanicals,Tia Lupita,1,,,0,0.00
Pretzels.com,Siete Foods,4,,,0,0.00
Amberjack,Airo Collective,275,,,0,0.00
Lasso,Create,10,,,0,0.00
Billion Dollar Beauty,KraveBeauty,8,,,0,0.00
Foria,Carve Designs,3,,,0,0.00
Lauren B. Beauty,KraveBeauty,1,,,0,0.00
Bodily,Lily Jade,4,,,0,0.00
Dirty Labs,Myles,1,,,0,0.00
Marea,Tubby Todd Bath Co.,23,,,0,0.00
Bad Birdie,Kortni Jeane,1,,,0,0.00
Carve Designs,LOOPS,1,,,0,0.00
Amberjack,cbdMD,97,,,0,0.00
woolino,Natalist Co.,5,,,0,0.00
Wondery,Winged Wellness,1,,,0,0.00
ByHeart,Primally Pure,40,,,0,0.00
Coromega,True Made Foods,1,,,0,0.00
Bloomscape,Tubby Todd Bath Co.,23,,,0,0.00
WP Standard,Branch,6,,,0,0.00
Sanzo,BlendJet,66,,,0,0.00
Baby Delight,Dr. Squatch,22,,,0,0.00
Baby Delight,Covey Skincare,1,,,0,0.00
Winky Lux,Ancient Nutrition,26,,,0,0.00
Le Mini Macaron,Maverick & Co.,4,,,0,0.00
Beginning Boutique,Primally Pure,2496,,,0,0.00
Salio,Felix Gray,1,,,0,0.00
Rains,QALO,1,,,0,0.00
The CrunchCup,Posh Peanut,8,,,0,0.00
AAVRANI,MAXPRO Fitness,28,,,0,0.00
Billion Dollar Beauty,Dakine,4,,,0,0.00
Dame,Nala Care,42,,,0,0.00
Kortni Jeane,Yana Sleep,43,,,0,0.00
Ancient Nutrition,Tower 28 Beauty,69,,,0,0.00
BelliWelli,Character Home,272,,,0,0.00
Snuggle Me Organic,Tower 28 Beauty,26,,,0,0.00
Liquid I.V.,Las Jaras Wines,16,,,0,0.00
Tubby Todd Bath Co.,Doré,6,,,0,0.00
Covey Skincare,Lalo,9,,,0,0.00
Wondery,doublesoul,61,,,0,0.00
WP Standard,BelliWelli,1,,,0,0.00
ETOILE,Bask Suncare,1,,,0,0.00
Tubby Todd Bath Co.,Clover by CLOVE + HALLOW,4,,,0,0.00
The CrunchCup,Dr. Squatch,92,,,0,0.00
Amberjack,INTO THE AM,157,,,0,0.00
Covey Skincare,MantraBand,7,,,0,0.00
Nutshell Coolers,Siblings,2,,,0,0.00
Laura Geller,Yana Sleep,78,,,0,0.00
mate,Canopy,13,,,0,0.00
Inamorata,ETOILE,1,,,0,0.00
Halfdays,JACK HENRY,2,,,0,0.00
SeaVees,Winky Lux,1,,,0,0.00
SENREVE,Siete Foods,1,,,0,0.00
TriLASTIN,Lunya,23,,,0,0.00
My Medic,Nanit,9,,,0,0.00
True Classic,Posh Peanut,6,,,0,0.00
Dirty Labs,Vacation®,4,,,0,0.00
Las Jaras Wines,Siete Foods,1,,,0,0.00
Pearl Street Swim,Glimmer Wish,1,,,0,0.00
woolino,Clover by CLOVE + HALLOW,1,,,0,0.00
Spärkel Beverage Systems,Popadelics,1,,,0,0.00
Blueland,Kinflyte,3,,,0,0.00
Haus of Brilliance,Wondery,3,,,0,0.00
Whimsy and Row,Snuggle Me Organic,1,,,0,0.00
California Arts,ettitude,14,,,0,0.00
Electric Picks Jewelry,Year & Day,11,,,0,0.00
Electric Picks Jewelry,Bala,21,,,0,0.00
woolino,Cadence,5,,,0,0.00
Hint,D.S. & Durga,1,,,0,0.00
SolaWave,Corpus Naturals,8,,,0,0.00
Baby K'tan,ByHeart,1,,,0,0.00
LIVELY,KraveBeauty,24,,,0,0.00
Bellway,Som Sleep,1,,,0,0.00
Rains,SENREVE,134,,,0,0.00
Le Mini Macaron,Character Home,265,,,0,0.00
Newton Baby,Otteroo,20,,,0,0.00
Pretzels.com,Tiege Hanley,2,,,0,0.00
Motherhood,Oradina,2,,,0,0.00
ETOILE,Wren + Glory,1,,,0,0.00
Glimmer Wish,Spyder,4,,,0,0.00
Dirty Labs,Snuggle Me Organic,103,,,0,0.00
Hally Hair,Mario Badescu Skin Care,4,,,0,0.00
Corpus Naturals,Billion Dollar Beauty,7,,,0,0.00
Joanna Vargas Skincare,Airsign,2,,,0,0.00
Laura Geller,Petaluma,4,,,0,0.00
Thorlos,woolino,3,,,0,0.00
Electric Picks Jewelry,Highline Wellness,47,,,0,0.00
Opopop,ZOA Energy,3,,,0,0.00
good light,My Girl Wellness,1,,,0,0.00
Nuudii System,Thorlos,9,,,0,0.00
Kortni Jeane,Serenity Kids,14,,,0,0.00
Motherhood,Newton Baby,34,,,0,0.00
Mario Badescu Skin Care,RiotSociety.com,6,,,0,0.00
Canopy,Little Words Project,6,,,0,0.00
Lalabu,Buffbunny Collection,9,,,0,0.00
Better & Better,Pretzels.com,1,,,0,0.00
Birthdate Co.,Wolf & Shepherd,7,,,0,0.00
Trace Minerals,Why and Whale,1,,,0,0.00
Newton Baby,M.M.LaFleur,177,,,0,0.00
Botanical Bones,Manduka,10,,,0,0.00
Trace Minerals,Canary,3,,,0,0.00
Covey Skincare,Wildfang,6,,,0,0.00
Tower 28 Beauty,Better & Better,18,,,0,0.00
Trace Minerals,DEUX,34,,,0,0.00
Munk Pack,Dirty Labs,2,,,0,0.00
Spärkel Beverage Systems,Character Home,98,,,0,0.00
Afloral,KraveBeauty,41,,,0,0.00
Laura Geller,Character Home,20209,,,0,0.00
Divi,Newton Baby,663,,,0,0.00
Once Upon a Farm,True Botanicals,4,,,0,0.00
Newton Baby,esmi Skin Minerals,1,,,0,0.00
Karma Nuts,Manduka,1,,,0,0.00
Storied Hats,Oars + Alps,1,,,0,0.00
good light,Modern Fuel,1,,,0,0.00
OrnamentallyYou,Tini Lux,16,,,0,0.00
Cleverman,120/Life,1,,,0,0.00
Molekule,Elegant Baby,2,,,0,0.00
Solly Baby,Cali's Books,30,,,0,0.00
iota,LIVELY,518,,,0,0.00
Saranoni Luxury Blankets,BlendJet,1,,,0,0.00
Les Belles,Common Era Jewelry,8,,,0,0.00
Agni,Muslin Comfort,3,,,0,0.00
Banza,ZOA Energy,1,,,0,0.00
Otteroo,Petunia Pickle Bottom,65,,,0,0.00
Branch,Seafolly Australia,4,,,0,0.00
GoNanas,Dirty Labs,2,,,0,0.00
Spärkel Beverage Systems,Golde,7,,,0,0.00
iloveplum,jane iredale,4,,,0,0.00
Lasso,Ponto Footwear,8,,,0,0.00
Koio,Wildfang,15,,,0,0.00
Beginning Boutique,happy being,152,,,0,0.00
Snibbs,GRIP6,2,,,0,0.00
Giften Market,Birthdate Co.,50,,,0,0.00
Spice Tribe,Bellway,43,,,0,0.00
Dryft Sleep,Dieux Skin,3,,,0,0.00
iota,Bokksu Market,9,,,0,0.00
Karma Nuts,Character Home,25,,,0,0.00
Dropps,Petaluma,5,,,0,0.00
Sensory Joy,Lalo,6,,,0,0.00
Kortni Jeane,Airsign,37,,,0,0.00
KraveBeauty,LIVELY,115,,,0,0.00
Tubby Todd Bath Co.,Compass Coffee,1,,,0,0.00
Que,ettitude,1,,,0,0.00
Houseplant,Avocado Green Mattress,3,,,0,0.00
Halfdays,Twillory,4,,,0,0.00
The HoneyPot,KraveBeauty,3,,,0,0.00
Create,Tubby Todd Bath Co.,30,,,0,0.00
Halfdays,Dr Sari's Lunar Sync,45,,,0,0.00
Tower 28 Beauty,Newton Baby,11,,,0,0.00
Foria,ZOA Energy,1,,,0,0.00
Create,Saranoni Luxury Blankets,8,,,0,0.00
Thorlos,Evereden,6,,,0,0.00
Agni,AAVRANI,1,,,0,0.00
Le Mini Macaron,Hello Cake,16,,,0,0.00
120/Life,SENREVE,1,,,0,0.00
Kortni Jeane,Softies,2,,,0,0.00
Snuggle Me Organic,SENREVE,5,,,0,0.00
Spritz Society,Muslin Comfort,2,,,0,0.00
Tower 28 Beauty,Koio,95,,,0,0.00
Oradina,Thousand Fell,4,,,0,0.00
Aria Beauty,Manduka,8,,,0,0.00
BLQK Coffee,Blueland,4,,,0,0.00
Casa de Sante,Nood,2,,,0,0.00
INTO THE AM,My Medic,165,,,0,0.00
woolino,Divi,254,,,0,0.00
Tower 28 Beauty,QALO,24,,,0,0.00
Zensah,Bask Suncare,3,,,0,0.00
good light,Dame,66,,,0,0.00
My Medic,Bodily,5,,,0,0.00
Bodily,12|12,9,,,0,0.00
Pretzels.com,Verdant Lyfe,2,,,0,0.00
Laura Geller,Dryft Sleep,1445,,,0,0.00
Trace Minerals,JOI,19,,,0,0.00
Firebelly Tea,vitruvi,3,,,0,0.00
Kortni Jeane,Hedley & Bennett,8,,,0,0.00
Dame,Dr Sari's Lunar Sync,41,,,0,0.00
Character Home,ARMRA Colostrum™,1,,,0,0.00
Evergreen,Lalo,13,,,0,0.00
The Plug Drink,Tiege Hanley,28,,,0,0.00
Ritual Zero Proof,Canary,1,,,0,0.00
My Girl Wellness,Felix Gray,7,,,0,0.00
Corpus Naturals,Waterboy,24,,,0,0.00
Quitch,Le Mini Macaron,3,,,0,0.00
EVER Skincare,Tubby Todd Bath Co.,39,,,0,0.00
Fuse Lenses,Vegamour,39,,,0,0.00
Ritual Zero Proof,MANSCAPED,3604,,,0,0.00
Joanna Vargas Skincare,Manduka,8,,,0,0.00
Oradina,Tower 28 Beauty,116,,,0,0.00
ETOILE,Juna,1,,,0,0.00
Trace Minerals,Nanit,20,,,0,0.00
Thorlos,Cardon,3,,,0,0.00
SACHEU Beauty,Foria,6,,,0,0.00
Le Mini Macaron,Avocado Green Mattress,3,,,0,0.00
Mario Badescu Skin Care,Calin,2,,,0,0.00
Snowyskin,Carve Designs,4,,,0,0.00
Molekule,Sunfood Superfoods,3,,,0,0.00
Zensah,Softies,5,,,0,0.00
Dr. Squatch,Coterie,8,,,0,0.00
Spyder,21Seeds Tequila,3,,,0,0.00
SeaVees,Afloral,9,,,0,0.00
Bloomscape,BelliWelli,1,,,0,0.00
SolaWave,GRIP6,2,,,0,0.00
Serenity Kids,August Uncommon Tea,7,,,0,0.00
SolaWave,Juna,9,,,0,0.00
Dakine,BlendJet,302,,,0,0.00
Haand Inc,Mario Badescu Skin Care,4,,,0,0.00
Rif Care,Ursa Major,2,,,0,0.00
NOLEO,iloveplum,1,,,0,0.00
Beginning Boutique,Kortni Jeane,21,,,0,0.00
Le Monde Gourmand,Kindra,2,,,0,0.00
Myles,NOMAD Grills,5,,,0,0.00
Beyond Polish,cbdMD,6,,,0,0.00
Ritual Zero Proof,Caraway,432,,,0,0.00
gold + ivy,SPONGELLE,2,,,0,0.00
ByHeart,Doggy Do Good,1,,,0,0.00
Coterie,Sensory Joy,3,,,0,0.00
Solly Baby,Beyond Polish,176,,,0,0.00
Nuudii System,Gathre,5,,,0,0.00
Joanna Vargas Skincare,Aura Bora,1,,,0,0.00
Motherhood,AAVRANI,2,,,0,0.00
Pearl Street Swim,Once Upon a Farm,6,,,0,0.00
Sanzo,True Classic,35,,,0,0.00
Munk Pack,Morphe,3,,,0,0.00
Sparq Life,Hedley & Bennett,2,,,0,0.00
good light,SENREVE,9,,,0,0.00
MantraBand,Gibsonlook,444,,,0,0.00
Volcom,Tiege Hanley,10,,,0,0.00
Famus Energy,Volcom,1,,,0,0.00
Once Upon a Farm,Amberjack,3,,,0,0.00
Otteroo,My Medic,1,,,0,0.00
Boie USA,Bask Suncare,8,,,0,0.00
Olivo Amigo Olive Oil,Character Home,2,,,0,0.00
Hally Hair,Sol de Janeiro,16,,,0,0.00
Character Home,M.M.LaFleur,10,,,0,0.00
120/Life,happy being,1,,,0,0.00
Beginning Boutique,BelliWelli,206,,,0,0.00
Kortni Jeane,"Dermaclara, LLC",87,,,0,0.00
Lalabu,Bad Birdie,23,,,0,0.00
Ritual Zero Proof,True Made Foods,5,,,0,0.00
Trace Minerals,Spice Tribe,3,,,0,0.00
Bodily,SPONGELLE,8,,,0,0.00
Firebelly Tea,Avocado Green Mattress,2,,,0,0.00
Sanzo,Bokksu Market,4,,,0,0.00
Common Heir,Billy Reid,2,,,0,0.00
Spice Tribe,Kindra,5,,,0,0.00
Primally Pure,Year & Day,31,,,0,0.00
good light,Flying Embers,1,,,0,0.00
Covey Skincare,Muslin Comfort,5,,,0,0.00
Snuggle Me Organic,Glamnetic,21,,,0,0.00
Spice Tribe,MAXPRO Fitness,2,,,0,0.00
Nood,Sunday Citizen,43,,,0,0.00
RIND Snacks,Newton Baby,2,,,0,0.00
SolaWave,Common Era Jewelry,8,,,0,0.00
Dagne Dover,Las Jaras Wines,2,,,0,0.00
Branch,Shinesty,4,,,0,0.00
Curie,Better & Better,2,,,0,0.00
Aria Beauty,Ancient Nutrition,3,,,0,0.00
Nuudii System,Caraway,12,,,0,0.00
Goldmine,FRANC,1,,,0,0.00
Bad Birdie,Petaluma,2,,,0,0.00
Nuudii System,KraveBeauty,199,,,0,0.00
Foria,Common Era Jewelry,365,,,0,0.00
Girlfriend Collective,Moon Pals,6,,,0,0.00
Nood,KraveBeauty,17,,,0,0.00
Nuudii System,Sunfood Superfoods,3,,,0,0.00
Veil,Just Date,1,,,0,0.00
Lollipetals,Kate Quinn,1,,,0,0.00
Kosas Cosmetics,Hydrant,12,,,0,0.00
Lollipetals,Ancient Nutrition,1,,,0,0.00
Mixlab,Common Era Jewelry,1,,,0,0.00
MantraBand,Esker,34,,,0,0.00
Halfdays,Baby Delight,33,,,0,0.00
Las Jaras Wines,Dagne Dover,29,,,0,0.00
Nood,Distil Union,1,,,0,0.00
Beginning Boutique,Alpha-H,18,,,0,0.00
Birthdate Co.,Bellway,74,,,0,0.00
Salio,Twillory,2,,,0,0.00
120/Life,August Uncommon Tea,3,,,0,0.00
ELVY Lab,Vacation®,1,,,0,0.00
eyebobs,ARMRA Colostrum™,52,,,0,0.00
Birthdate Co.,Canopy,3,,,0,0.00
Cali's Books,ARMRA Colostrum™,4,,,0,0.00
Doré,Solly Baby,2,,,0,0.00
Kortni Jeane,eyebobs,7,,,0,0.00
Tower 28 Beauty,Nuudii System,121,,,0,0.00
Waterboy,Toad&Co,6,,,0,0.00
Brooklyn Biltong,Canopy,1,,,0,0.00
AAVRANI,Snuggle Me Organic,2,,,0,0.00
ELVY Lab,BlendJet,1,,,0,0.00
Nood,Raw Botanics,2,,,0,0.00
Ancient Nutrition,LOOPS,2,,,0,0.00
Red Racer Books,Lunya,2,,,0,0.00
Character Home,Billy Reid,1,,,0,0.00
Amberjack,Food Huggers,7,,,0,0.00
esmi Skin Minerals,Toad&Co,1,,,0,0.00
Waterboy,MantraBand,13,,,0,0.00
sproos!,wildwonder,1,,,0,0.00
Tiege Hanley,Softies,2,,,0,0.00
Aura Bora,Licorice,21,,,0,0.00
True Classic,Airsign,8,,,0,0.00
Once Upon a Farm,Dropps,7,,,0,0.00
Cali's Books,Ruggish Co.,1,,,0,0.00
Lollipetals,Gooselings,1,,,0,0.00
Pretzels.com,CanDo,1,,,0,0.00
Trace Minerals,zing bars,5,,,0,0.00
Branch,Anyday,8,,,0,0.00
Primally Pure,Surely Wines,3,,,0,0.00
Casa de Sante,Tula Skincare,26,,,0,0.00
Coterie,Coffee Bros.,1,,,0,0.00
Birthdate Co.,Wildfang,1,,,0,0.00
Fuse Lenses,Evereden,3,,,0,0.00
MantraBand,iloveplum,4,,,0,0.00
Cleverman,Winged Wellness,1,,,0,0.00
Opopop,World Wide Stereo,1,,,0,0.00
Lily Jade,Bad Birdie,1,,,0,0.00
Blueland,Snuggle Me Organic,243,,,0,0.00
Coco Moon,"Dermaclara, LLC",21,,,0,0.00
KraveBeauty,TriLASTIN,1,,,0,0.00
Gngr Labs,My Medic,8,,,0,0.00
Snuggle Me Organic,Natalist Co.,7,,,0,0.00
NOTO Botanics,Vacation®,2,,,0,0.00
Hummii: Healthy+Yummii Snacks,Dropps,1,,,0,0.00
SeaVees,Covey Skincare,2,,,0,0.00
Crown Affair,WP Standard,27,,,0,0.00
Binto,Vegamour,1,,,0,0.00
Coterie,eeBoo,1,,,0,0.00
The Plug Drink,Sonrei Skin,7,,,0,0.00
WP Standard,Crown Affair,2,,,0,0.00
Le Monde Gourmand,Fresh Peaches,5,,,0,0.00
Ancient Nutrition,Solly Baby,5,,,0,0.00
Willa's,Waterboy,1,,,0,0.00
Nood,Volcom,88,,,0,0.00
The HoneyPot,SeaVees,8,,,0,0.00
Dagne Dover,Corpus Naturals,34,,,0,0.00
Dirty Labs,esmi Skin Minerals,6,,,0,0.00
Electric Picks Jewelry,Create,2,,,0,0.00
Hey Nice Shoes,Dollar Shave Club,1,,,0,0.00
jane iredale,Le Monde Gourmand,4,,,0,0.00
Giften Market,Snowyskin,3,,,0,0.00
Bodily,BlendJet,15,,,0,0.00
NOTO Botanics,vitruvi,6,,,0,0.00
The CrunchCup,Ancient Nutrition,2,,,0,0.00
Safari Ltd,Baby Tula,82,,,0,0.00
Covey Skincare,ezpz,1,,,0,0.00
Bodily,Houseplant,1,,,0,0.00
Oradina,Wren + Glory,2,,,0,0.00
Thousand Fell,Dame,5,,,0,0.00
Pretzels.com,Moon Pals,1,,,0,0.00
Bala,Opopop,3,,,0,0.00
Opopop,Manduka,15,,,0,0.00
jane iredale,Brightech,3,,,0,0.00
Beekman 1802,Las Jaras Wines,6,,,0,0.00
Food Huggers,Pretzels.com,1,,,0,0.00
Coromega,Primally Pure,1,,,0,0.00
Pulp Pantry,Flying Embers,8,,,0,0.00
FullWell,FRANC,3,,,0,0.00
Olivo Amigo Olive Oil,Dropps,1,,,0,0.00
Bad Birdie,Billion Dollar Beauty,2,,,0,0.00
Faherty Brand,Juna,21,,,0,0.00
Dr. Squatch,Goodlife Clothing,155,,,0,0.00
Faherty Brand,Quitch,1,,,0,0.00
Billion Dollar Beauty,iota,31,,,0,0.00
Houseplant,Sunday Citizen,109,,,0,0.00
Electric Picks Jewelry,Pretzels.com,11,,,0,0.00
Licorice,Buffbunny Collection,28,,,0,0.00
Beyond Polish,Nuudii System,20,,,0,0.00
Doré,Sunday Citizen,1,,,0,0.00
ARMRA Colostrum™,Calin,1,,,0,0.00
Covey Skincare,Fresh Peaches,1,,,0,0.00
True Made Foods,Crown Affair,1,,,0,0.00
Marea,Ellie & Becks,1,,,0,0.00
Branch,BlendJet,130,,,0,0.00
Waterboy,doublesoul,1,,,0,0.00
The HoneyPot,Crown Affair,2,,,0,0.00
Spärkel Beverage Systems,sproos!,2,,,0,0.00
AAVRANI,Luca Faloni,4,,,0,0.00
Electric Picks Jewelry,SPONGELLE,21,,,0,0.00
vitruvi,Aura Bora,3,,,0,0.00
Lalabu,Tushbaby,223,,,0,0.00
Better & Better,Dr. Squatch,23,,,0,0.00
EVER Skincare,M.M.LaFleur,1334,,,0,0.00
eeBoo,Dropps,1,,,0,0.00
Bloomscape,Lunya,156,,,0,0.00
QALO,Buffbunny Collection,4,,,0,0.00
ETICA Denim,Thousand Fell,4,,,0,0.00
Boie USA,LIVELY,168,,,0,0.00
Ponto Footwear,LIVELY,1,,,0,0.00
jane iredale,Lalabu,13,,,0,0.00
woolino,Bloomscape,31,,,0,0.00
Winky Lux,Canary,4,,,0,0.00
Tubby Todd Bath Co.,Year & Day,48,,,0,0.00
World Wide Stereo,eyebobs,5,,,0,0.00
Beekman 1802,Kosterina,21,,,0,0.00
Once Upon a Farm,Ellie & Becks,63,,,0,0.00
Koio,Felix Gray,38,,,0,0.00
esmi Skin Minerals,Wildfang,2,,,0,0.00
Degs & Sal,Dropps,1,,,0,0.00
Create,iloveplum,2,,,0,0.00
Seafolly Australia,Caden Lane,102,,,0,0.00
Snuggle Me Organic,Ritual Zero Proof,13,,,0,0.00
Kortni Jeane,M.M.LaFleur,42,,,0,0.00
Seoul Ceuticals,Vacation®,5,,,0,0.00
Myles,WP Standard,1,,,0,0.00
Houseplant,jot,12,,,0,0.00
Safari Ltd,Quitch,11,,,0,0.00
Dr. Squatch,Just Date,1,,,0,0.00
Opopop,Tinto Amorio,1,,,0,0.00
Dame,Sprout Living,5,,,0,0.00
Beyond Polish,Ruggish Co.,4,,,0,0.00
Dirty Labs,Uncharted Coffee Supply,1,,,0,0.00
Baby Delight,jane iredale,9,,,0,0.00
Opopop,120/Life,3,,,0,0.00
Opopop,Birthdate Co.,25,,,0,0.00
Yana Sleep,cbdMD,1,,,0,0.00
BASIK CANDLE CO,Modern Fuel,7,,,0,0.00
jot,The CrunchCup,8,,,0,0.00
Las Jaras Wines,Seoul Ceuticals,1,,,0,0.00
Laura Geller,LINHART NYC,21,,,0,0.00
Covey Skincare,Blueland,31,,,0,0.00
Girlfriend Collective,Airo Collective,6,,,0,0.00
Liquid I.V.,Tiege Hanley,65,,,0,0.00
Boie USA,The Plug Drink,4,,,0,0.00
Tini Lux,Branch,4,,,0,0.00
Create,iHeartRaves,5,,,0,0.00
Seoul Ceuticals,Wildfang,19,,,0,0.00
Afloral,good light,2,,,0,0.00
WP Standard,Liquid I.V.,29,,,0,0.00
Rains,Beginning Boutique,2,,,0,0.00
Evergreen,Character Home,10,,,0,0.00
BelliWelli,Caden Lane,85,,,0,0.00
AAVRANI,21Seeds Tequila,6,,,0,0.00
Haand Inc,Dakine,1,,,0,0.00
Blueland,The CrunchCup,3,,,0,0.00
The CrunchCup,Sol de Janeiro,23,,,0,0.00
SeaVees,Bala,5,,,0,0.00
Bad Birdie,SPONGELLE,7,,,0,0.00
Dropps,Munk Pack,2,,,0,0.00
True Made Foods,biom,1,,,0,0.00
ARMRA Colostrum™,iloveplum,13,,,0,0.00
jot,Licorice,80,,,0,0.00
Baby Delight,iota,1,,,0,0.00
Cali's Books,Aura Bora,1,,,0,0.00
Dirty Labs,Dr Sari's Lunar Sync,1,,,0,0.00
Thorlos,Wren + Glory,2,,,0,0.00
Waterboy,biom,4,,,0,0.00
Newton Baby,Muslin Comfort,15,,,0,0.00
WP Standard,Vegamour,23,,,0,0.00
Electric Picks Jewelry,Yana Sleep,52,,,0,0.00
Goodlife Clothing,Caden Lane,3,,,0,0.00
Las Jaras Wines,Natalist Co.,1,,,0,0.00
ETICA Denim,SENREVE,15,,,0,0.00
Koio,Bodily,4,,,0,0.00
Afloral,Bala,2,,,0,0.00
iota,Fuse Lenses,9,,,0,0.00
Las Jaras Wines,Sol de Janeiro,2,,,0,0.00
Surely Wines,Canopy,5,,,0,0.00
biom,HATCH,12,,,0,0.00
ByHeart,Motherhood,250,,,0,0.00
Licorice,Leeway Home,12,,,0,0.00
Degs & Sal,Munk Pack,1,,,0,0.00
Cali's Books,Modern Picnic,1,,,0,0.00
Dr. Squatch,Bellway,25,,,0,0.00
Out of the Woods,Spyder,4,,,0,0.00
Pretzels.com,Bushwick Kitchen,2,,,0,0.00
vitruvi,Newton Baby,15,,,0,0.00
SeaVees,INH Hair,3,,,0,0.00
Quitch,woolino,1,,,0,0.00
WP Standard,Boie USA,8,,,0,0.00
AAVRANI,IVL Collective,2,,,0,0.00
Once Upon a Farm,Morphe,2,,,0,0.00
Volcom,ByHeart,8,,,0,0.00
Foria,iota,11,,,0,0.00
