PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,NEW_CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR
Sensory Joy,Vegamour,50.00000000,0.00000000,106,0,0,0.00,0.00000000,0.000000
ettitude,True Classic,45.00000000,0.00000000,205,0,0,0.00,0.00000000,0.000000
Frog Hollow Farm,Afloral,,,242,0,0,0.00,0.00000000,0.000000
Glamnetic,Waterboy,,,106,0,0,0.00,0.00000000,0.000000
Cadence,jane iredale,20.00000000,5.00000000,102,4,1,35.00,343.13725490,0.039216
Waterboy,BlendJet,,,315,1,1,10.00,31.74603175,0.003175
ARMRA Colostrum™,For Days,30.00000000,15.00000000,148,1,1,30.00,202.70270270,0.006757
Thorlos,Faherty Brand,,,127,0,0,0.00,0.00000000,0.000000
ezpz,Vegamour,50.00000000,0.00000000,153,0,0,0.00,0.00000000,0.000000
Felix Gray,Faherty Brand,,,204,0,0,0.00,0.00000000,0.000000
Lovevery,Coterie,,,134,0,0,0.00,0.00000000,0.000000
Dame,Seamless Lingerie,,,142,0,0,0.00,0.00000000,0.000000
Cali's Books,Tubby Todd Bath Co.,10.00000000,0.00000000,100,0,0,0.00,0.00000000,0.000000
ezpz,Beyond Polish,,,159,0,0,0.00,0.00000000,0.000000
Coco Moon,Oradina,,,123,0,0,0.00,0.00000000,0.000000
Rael,Airsign,,,152,0,0,0.00,0.00000000,0.000000
Beginning Boutique,happy being,42.00000000,20.00000000,136,0,0,0.00,0.00000000,0.000000
Matador Meggings,Shinesty,20.00000000,10.00000000,134,0,0,0.00,0.00000000,0.000000
Sijo,Dollar Shave Club,30.00000000,0.00000000,131,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,Tower 28 Beauty,,,102,3,3,45.00,441.17647059,0.029412
Posh Peanut,Lalabu,,,871,2,1,11.00,12.62916188,0.002296
Halfdays,Dagne Dover,,,6115,13,10,360.00,58.87162715,0.002126
Liquid I.V.,Dagne Dover,,,898,0,0,0.00,0.00000000,0.000000
EVER Skincare,Laura Geller,,,1453,1,1,15.00,10.32346869,0.000688
Glamnetic,Laura Geller,,,18309,7,7,105.00,5.73488448,0.000382
Tubby Todd Bath Co.,Bodily,,,8520,56,15,1017.00,119.36619718,0.006573
Morphe,Sunday Citizen,,,327,1,0,50.00,152.90519878,0.003058
Tushbaby,Divi,,,665,1,1,50.00,75.18796992,0.001504
Electric Picks Jewelry,Tula Skincare,,,1030,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,True Classic,45.00000000,0.00000000,1664,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Shinesty,20.00000000,10.00000000,326,1,0,10.00,30.67484663,0.003067
Liquid I.V.,Licorice,,,2058,0,0,0.00,0.00000000,0.000000
Luca Faloni,Wolf & Shepherd,,,751,3,2,130.00,173.10252996,0.003995
Tubby Todd Bath Co.,HATCH,40.00000000,10.00000000,2504,16,4,280.00,111.82108626,0.006390
Siblings,NOMAD Grills,,,408,0,0,0.00,0.00000000,0.000000
Siete Foods,Dr. Squatch,25.00000000,0.00000000,596,2,0,2.00,3.35570470,0.003356
Primally Pure,Liquid I.V.,,,5262,1,1,35.00,6.65146332,0.000190
Maverick & Co.,Koio,50.00000000,50.00000000,518,0,0,0.00,0.00000000,0.000000
Covey Skincare,Vegamour,50.00000000,0.00000000,132,1,1,50.00,378.78787879,0.007576
Girlfriend Collective,Vegamour,50.00000000,0.00000000,2020,2,0,10.00,4.95049505,0.000990
Dirty Labs,For Days,30.00000000,15.00000000,485,1,0,15.00,30.92783505,0.002062
Liquid I.V.,MantraBand,,,276,0,0,0.00,0.00000000,0.000000
NEIWAI,Covey Skincare,,,231,0,0,0.00,0.00000000,0.000000
Shinesty,BlendJet,,,459,0,0,0.00,0.00000000,0.000000
Primally Pure,True Classic,45.00000000,0.00000000,7839,2,2,90.00,11.48105626,0.000255
Volcom,Laura Geller,,,3753,2,2,30.00,7.99360512,0.000533
Wolf & Shepherd,Luca Faloni,,,1555,2,0,50.00,32.15434084,0.001286
Morphe,Dagne Dover,,,1063,1,0,20.00,18.81467545,0.000941
Afloral,Glamnetic,,,210,2,0,20.00,95.23809524,0.009524
For Days,Beekman 1802,,,142,0,0,0.00,0.00000000,0.000000
ByHeart,Solly Baby,,,212,2,1,30.00,141.50943396,0.009434
NOT!CE Hair Co,NOMAD Grills,,,164,0,0,0.00,0.00000000,0.000000
QALO,MANSCAPED,,,272,0,0,0.00,0.00000000,0.000000
Fuse Lenses,Dollar Shave Club,30.00000000,0.00000000,338,0,0,0.00,0.00000000,0.000000
Tushbaby,ezpz,,,1668,1,1,10.00,5.99520384,0.000600
Ritual Zero Proof,Aura Bora,,,528,2,0,20.00,37.87878788,0.003788
SeaVees,BlendJet,,,263,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Snibbs,,,682,1,1,40.00,58.65102639,0.001466
GRIP6,Dollar Shave Club,30.00000000,0.00000000,249,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,Gibsonlook,,,155,0,0,0.00,0.00000000,0.000000
Raskol Apparel,AVEC,,,624,0,0,0.00,0.00000000,0.000000
Morphe,Vegamour,50.00000000,0.00000000,6478,3,3,150.00,23.15529484,0.000463
Sol de Janeiro,ETOILE,,,1848,0,0,0.00,0.00000000,0.000000
Dakine,True Classic,45.00000000,0.00000000,4852,1,1,45.00,9.27452597,0.000206
NEIWAI,Branch,,,599,0,0,0.00,0.00000000,0.000000
SeaVees,Liquid I.V.,,,615,0,0,0.00,0.00000000,0.000000
Juna,Tula Skincare,,,145,0,0,0.00,0.00000000,0.000000
NEIWAI,BlendJet,,,1049,0,0,0.00,0.00000000,0.000000
Bala,SENREVE,,,231,0,0,0.00,0.00000000,0.000000
Curie,LIVELY,,,1568,1,1,35.00,22.32142857,0.000638
Caden Lane,Luca Faloni,,,2045,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Divi,,,955,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Liquid I.V.,,,6048,1,1,35.00,5.78703704,0.000165
Posh Peanut,NOMAD Grills,,,3585,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,Divi,,,3372,13,13,650.00,192.76393832,0.003855
SACHEU Beauty,Vegamour,50.00000000,0.00000000,686,1,1,50.00,72.88629738,0.001458
Snuggle Me Organic,Saranoni Luxury Blankets,,,333,0,0,0.00,0.00000000,0.000000
Bodily,Laura Geller,,,177,0,0,0.00,0.00000000,0.000000
Sijo,NOMAD Grills,,,1180,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,Yana Sleep,,,802,0,0,0.00,0.00000000,0.000000
Rael,NOMAD Grills,,,103,0,0,0.00,0.00000000,0.000000
Beginning Boutique,Bala,,,497,0,0,0.00,0.00000000,0.000000
Corpus Naturals,Liquid I.V.,,,269,0,0,0.00,0.00000000,0.000000
Thorlos,Twillory,,,538,0,0,0.00,0.00000000,0.000000
Bodily,MANSCAPED,,,234,0,0,0.00,0.00000000,0.000000
August Uncommon Tea,Dr. Squatch,25.00000000,0.00000000,771,2,0,2.00,2.59403372,0.002594
Highline Wellness,Lunya,150.00000000,75.00000000,527,0,0,0.00,0.00000000,0.000000
Monica & Andy Inc.,Divi,,,213,0,0,0.00,0.00000000,0.000000
Evereden,Laura Geller,,,886,1,1,15.00,16.93002257,0.001129
SPONGELLE,Airsign,,,167,0,0,0.00,0.00000000,0.000000
SolaWave,M.M.LaFleur,,,501,0,0,0.00,0.00000000,0.000000
Willow Pumps,Lunya,150.00000000,75.00000000,1066,1,0,75.00,70.35647280,0.000938
Dagne Dover,Waterboy,,,173,0,0,0.00,0.00000000,0.000000
Dreamland Baby,vitruvi,,,133,0,0,0.00,0.00000000,0.000000
Caden Lane,Wildfang,,,1066,0,0,0.00,0.00000000,0.000000
Cadence,D.S. & Durga,40.00000000,40.00000000,169,1,1,40.00,236.68639053,0.005917
"Dermaclara, LLC",Primally Pure,,,102,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Evereden,,,488,1,0,15.00,30.73770492,0.002049
Tower 28 Beauty,Evereden,,,328,0,0,0.00,0.00000000,0.000000
Revolution Cooking,NOMAD Grills,,,182,0,0,0.00,0.00000000,0.000000
Bad Birdie,BlendJet,,,142,0,0,0.00,0.00000000,0.000000
jane iredale,Thorlos,,,229,1,1,15.00,65.50218341,0.004367
Dieux Skin,HATCH,40.00000000,10.00000000,152,0,0,0.00,0.00000000,0.000000
Amberjack,Volcom,15.00000000,8.00000000,310,0,0,0.00,0.00000000,0.000000
Tini Lux,Glamnetic,,,166,0,0,0.00,0.00000000,0.000000
UNTUCKit,Caden Lane,,,615,1,0,20.00,32.52032520,0.001626
Zensah,Laura Geller,,,857,2,2,30.00,35.00583431,0.002334
Sijo,Year & Day,,,162,0,0,0.00,0.00000000,0.000000
Oradina,Faherty Brand,,,453,0,0,0.00,0.00000000,0.000000
Raskol Apparel,Sunfood Superfoods,,,594,0,0,0.00,0.00000000,0.000000
Foria,Sol de Janeiro,20.00000000,10.00000000,160,0,0,0.00,0.00000000,0.000000
Moonglow,Year & Day,,,161,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,MANSCAPED,,,4619,1,1,0.01,0.00216497,0.000216
Tubby Todd Bath Co.,"Dermaclara, LLC",,,461,3,0,30.00,65.07592191,0.006508
Bobbie,Liquid I.V.,,,104,0,0,0.00,0.00000000,0.000000
Houseplant,Hedley & Bennett,,,678,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Doré,,,124,0,0,0.00,0.00000000,0.000000
Bodily,Saranoni Luxury Blankets,,,122,3,0,30.00,245.90163934,0.024590
For Days,Golde,,,348,0,0,0.00,0.00000000,0.000000
Lunya,Character Home,150.00000000,50.00000000,810,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Kosas Cosmetics,,,959,2,0,30.00,31.28258603,0.002086
NEIWAI,Beyond Polish,,,101,0,0,0.00,0.00000000,0.000000
Muslin Comfort,Girlfriend Collective,,,167,1,1,25.00,149.70059880,0.005988
ezpz,Dagne Dover,,,273,0,0,0.00,0.00000000,0.000000
Caden Lane,Calin,,,213,0,0,0.00,0.00000000,0.000000
Willow Pumps,Girlfriend Collective,,,196,1,1,25.00,127.55102041,0.005102
Opopop,Caden Lane,,,502,1,0,20.00,39.84063745,0.001992
Nanit,Lalabu,,,398,0,0,0.00,0.00000000,0.000000
Foria,Sparq Life,,,337,0,0,0.00,0.00000000,0.000000
KA! Empathogenics,MANSCAPED,,,144,1,1,0.01,0.06944444,0.006944
P.S.,Tiege Hanley,31.66666667,0.00000000,337,1,0,5.00,14.83679525,0.002967
Dieux Skin,Beyond Polish,,,209,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Hedley & Bennett,,,413,0,0,0.00,0.00000000,0.000000
Liquid I.V.,jane iredale,20.00000000,5.00000000,184,2,0,10.00,54.34782609,0.010870
Primally Pure,Ancient Nutrition,25.00000000,0.00000000,486,0,0,0.00,0.00000000,0.000000
Coterie,Monica & Andy Inc.,,,1084,9,7,335.00,309.04059041,0.008303
Sol de Janeiro,good light,,,260,1,0,20.00,76.92307692,0.003846
Girlfriend Collective,ARMRA Colostrum™,,,107,0,0,0.00,0.00000000,0.000000
SACHEU Beauty,INH Hair,,,612,0,0,0.00,0.00000000,0.000000
Felix Gray,Dagne Dover,,,475,0,0,0.00,0.00000000,0.000000
Electric Picks Jewelry,Caden Lane,,,625,9,2,204.00,326.40000000,0.014400
Andie,ARMRA Colostrum™,,,197,0,0,0.00,0.00000000,0.000000
Wolf & Shepherd,Faherty Brand,,,565,0,0,0.00,0.00000000,0.000000
Gathre,Primally Pure,,,262,0,0,0.00,0.00000000,0.000000
True Classic,Wolf & Shepherd,,,374,1,1,50.00,133.68983957,0.002674
Raskol Apparel,wildwonder,,,654,0,0,0.00,0.00000000,0.000000
Goodlife Clothing,MANSCAPED,,,472,0,0,0.00,0.00000000,0.000000
Manduka,Morphe,,,123,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Ursa Major,30.00000000,0.00000000,298,0,0,0.00,0.00000000,0.000000
Dagne Dover,Blueland,33.00000000,0.00000000,392,0,0,0.00,0.00000000,0.000000
Dropps,Primally Pure,,,284,1,1,10.00,35.21126761,0.003521
Morphe,Blueland,33.00000000,0.00000000,250,1,1,33.00,132.00000000,0.004000
Caden Lane,SPONGELLE,,,440,2,2,40.00,90.90909091,0.004545
Rains,Glamnetic,,,160,0,0,0.00,0.00000000,0.000000
Little Words Project,ETOILE,,,260,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,Cadence,,,169,1,0,15.00,88.75739645,0.005917
biom,Vegamour,50.00000000,0.00000000,191,2,0,10.00,52.35602094,0.010471
Afloral,True Botanicals,,,138,1,0,5.00,36.23188406,0.007246
Newton Baby,Gathre,,,242,3,1,60.00,247.93388430,0.012397
Dirty Labs,Ursa Major,30.00000000,0.00000000,650,2,2,60.00,92.30769231,0.003077
Laura Geller,Anyday,,,149,0,0,0.00,0.00000000,0.000000
Coco Moon,ezpz,,,138,0,0,0.00,0.00000000,0.000000
Afloral,HATCH,40.00000000,10.00000000,268,0,0,0.00,0.00000000,0.000000
Spyder,Ursa Major,30.00000000,0.00000000,167,0,0,0.00,0.00000000,0.000000
Tushbaby,ARMRA Colostrum™,,,170,0,0,0.00,0.00000000,0.000000
Sijo,Kosas Cosmetics,,,302,0,0,0.00,0.00000000,0.000000
Dirty Labs,Tula Skincare,,,337,1,1,50.00,148.36795252,0.002967
Storq,Caden Lane,,,478,0,0,0.00,0.00000000,0.000000
vitruvi,Afloral,,,226,0,0,0.00,0.00000000,0.000000
Beyond Polish,ARMRA Colostrum™,,,139,0,0,0.00,0.00000000,0.000000
GoNanas,Year & Day,,,137,0,0,0.00,0.00000000,0.000000
FullWell,Airsign,,,227,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Year & Day,,,381,0,0,0.00,0.00000000,0.000000
Billy Reid,Character Home,150.00000000,50.00000000,359,0,0,0.00,0.00000000,0.000000
Halfdays,MANSCAPED,,,208,0,0,0.00,0.00000000,0.000000
Tushbaby,Mario Badescu Skin Care,15.33333333,2.00000000,111,0,0,0.00,0.00000000,0.000000
Siete Foods,Dagne Dover,,,152,2,2,60.00,394.73684211,0.013158
Brightech,Branch,,,100,1,1,45.00,450.00000000,0.010000
Amberjack,Beekman 1802,,,138,0,0,0.00,0.00000000,0.000000
Seafolly Australia,Monica & Andy Inc.,,,101,0,0,0.00,0.00000000,0.000000
Caraway,vitruvi,,,115,1,0,40.00,347.82608696,0.008696
Lunya,Lalo,,,124,1,1,20.00,161.29032258,0.008065
Compass Coffee,Character Home,150.00000000,50.00000000,179,0,0,0.00,0.00000000,0.000000
Bobbie,EGG New York,,,201,1,0,10.00,49.75124378,0.004975
Dr. Squatch,Opopop,,,134,0,0,0.00,0.00000000,0.000000
Native Pet,KraveBeauty,,,111,0,0,0.00,0.00000000,0.000000
ezpz,BlendJet,,,107,0,0,0.00,0.00000000,0.000000
Caden Lane,Le Mini Macaron,,,429,1,1,25.00,58.27505828,0.002331
Tubby Todd Bath Co.,Carve Designs,,,110,1,0,10.00,90.90909091,0.009091
Molekule,Fable Home,,,161,0,0,0.00,0.00000000,0.000000
Nuudii System,SolaWave,,,140,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Oradina,,,176,0,0,0.00,0.00000000,0.000000
Amberjack,Snuggle Me Organic,,,128,0,0,0.00,0.00000000,0.000000
Tushbaby,ByHeart,30.00000000,20.00000000,177,3,0,40.00,225.98870056,0.016949
Dagne Dover,Dollar Shave Club,30.00000000,0.00000000,258,1,0,5.00,19.37984496,0.003876
Dreamland Baby,NEIWAI,,,395,1,0,20.00,50.63291139,0.002532
DEUX,My Girl Wellness,,,231,0,0,0.00,0.00000000,0.000000
Tushbaby,FullWell,,,194,0,0,0.00,0.00000000,0.000000
HATCH,Canopy,,,186,0,0,0.00,0.00000000,0.000000
Little Words Project,SolaWave,,,185,0,0,0.00,0.00000000,0.000000
Willow Pumps,Boie USA,,,121,0,0,0.00,0.00000000,0.000000
Halfdays,FullWell,,,182,0,0,0.00,0.00000000,0.000000
JOI,NOMAD Grills,,,156,0,0,0.00,0.00000000,0.000000
Modern Picnic,NOMAD Grills,,,106,0,0,0.00,0.00000000,0.000000
ettitude,Vegamour,50.00000000,0.00000000,154,1,1,50.00,324.67532468,0.006494
Sol de Janeiro,Billy Reid,,,192,0,0,0.00,0.00000000,0.000000
Crown Affair,Inamorata,,,143,0,0,0.00,0.00000000,0.000000
Lalo,True Classic,45.00000000,0.00000000,225,0,0,0.00,0.00000000,0.000000
Coterie,Lalabu,,,206,1,1,7.00,33.98058252,0.004854
Dirty Labs,Girlfriend Collective,,,658,0,0,0.00,0.00000000,0.000000
Laura Geller,SPONGELLE,,,17961,25,7,410.00,22.82723679,0.001392
Dollar Shave Club,Caden Lane,,,1387,0,0,0.00,0.00000000,0.000000
ByHeart,True Classic,45.00000000,0.00000000,142,0,0,0.00,0.00000000,0.000000
EVER Skincare,Character Home,150.00000000,50.00000000,493,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Dagne Dover,,,2507,1,1,30.00,11.96649382,0.000399
Solly Baby,Dagne Dover,,,4109,16,14,460.00,111.94937941,0.003894
NEIWAI,Caraway,,,656,0,0,0.00,0.00000000,0.000000
SolaWave,Sol de Janeiro,20.00000000,10.00000000,795,8,1,110.00,138.36477987,0.010063
Nood,Vacation®,,,185,0,0,0.00,0.00000000,0.000000
MantraBand,Tower 28 Beauty,,,298,0,0,0.00,0.00000000,0.000000
Halfdays,AAVRANI,,,177,0,0,0.00,0.00000000,0.000000
Wildfang,Blueland,33.00000000,0.00000000,697,0,0,0.00,0.00000000,0.000000
Coco Moon,Beekman 1802,,,223,0,0,0.00,0.00000000,0.000000
Beginning Boutique,Le Mini Macaron,,,333,0,0,0.00,0.00000000,0.000000
Lunya,D.S. & Durga,40.00000000,40.00000000,365,1,0,40.00,109.58904110,0.002740
SENREVE,NOMAD Grills,,,364,0,0,0.00,0.00000000,0.000000
Dame,Kopari,,,611,1,0,30.00,49.09983633,0.001637
Rockwell Razors,Fuse Lenses,,,135,0,0,0.00,0.00000000,0.000000
Laura Geller,Corpus Naturals,,,143,0,0,0.00,0.00000000,0.000000
Consciously Baby,Lalo,,,134,1,0,10.00,74.62686567,0.007463
Moby Wrap,Petunia Pickle Bottom,,,563,1,1,20.00,35.52397869,0.001776
Honest,Caden Lane,,,1898,19,9,488.00,257.11275026,0.010011
Nuudii System,Sol de Janeiro,20.00000000,10.00000000,882,0,0,0.00,0.00000000,0.000000
Ancient Nutrition,Beekman 1802,,,661,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,Bellway,,,2068,0,0,0.00,0.00000000,0.000000
KraveBeauty,Vegamour,50.00000000,0.00000000,2400,0,0,0.00,0.00000000,0.000000
NEIWAI,Blueland,33.00000000,0.00000000,1865,2,2,66.00,35.38873995,0.001072
OUAI,Dieux Skin,,,873,1,1,2.00,2.29095074,0.001145
Shinesty,Buffbunny Collection,,,801,0,0,0.00,0.00000000,0.000000
Billion Dollar Beauty,M.M.LaFleur,,,132,0,0,0.00,0.00000000,0.000000
Giften Market,Little Words Project,,,191,0,0,0.00,0.00000000,0.000000
Houseplant,Character Home,150.00000000,50.00000000,205,1,1,150.00,731.70731707,0.004878
Coterie,Newton Baby,,,2085,3,3,9.00,4.31654676,0.001439
Dagne Dover,Girlfriend Collective,,,2888,3,2,55.00,19.04432133,0.001039
Caden Lane,SENREVE,,,1431,0,0,0.00,0.00000000,0.000000
Primally Pure,Dropps,25.00000000,0.00000000,647,4,0,20.00,30.91190108,0.006182
jane iredale,Vegamour,50.00000000,0.00000000,4724,4,1,70.00,14.81795089,0.000847
Rael,Liquid I.V.,,,680,0,0,0.00,0.00000000,0.000000
ByHeart,Lunya,150.00000000,75.00000000,687,0,0,0.00,0.00000000,0.000000
GRIP6,Twillory,,,1043,0,0,0.00,0.00000000,0.000000
Cali's Books,ezpz,,,103,0,0,0.00,0.00000000,0.000000
Pretzels.com,Dr. Squatch,25.00000000,0.00000000,2725,2,1,26.00,9.54128440,0.000734
Motherhood,Caden Lane,,,701,5,3,136.00,194.00855920,0.007133
Dagne Dover,M.M.LaFleur,,,1375,5,1,350.00,254.54545455,0.003636
Snuggle Me Organic,Divi,,,740,1,1,50.00,67.56756757,0.001351
vitruvi,Vegamour,50.00000000,0.00000000,508,2,1,55.00,108.26771654,0.003937
Coco Moon,Liquid I.V.,,,791,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,NOMAD Grills,,,581,0,0,0.00,0.00000000,0.000000
Glamnetic,Kosas Cosmetics,,,695,1,1,25.00,35.97122302,0.001439
Trace Minerals,BlendJet,,,404,1,1,10.00,24.75247525,0.002475
Tower 28 Beauty,Bad Birdie,,,163,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,Lunya,150.00000000,75.00000000,3301,2,1,225.00,68.16116328,0.000606
Buffbunny Collection,Year & Day,,,2216,0,0,0.00,0.00000000,0.000000
Beginning Boutique,Tula Skincare,,,4687,0,0,0.00,0.00000000,0.000000
Primally Pure,Faherty Brand,,,257,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Blueland,33.00000000,0.00000000,538,0,0,0.00,0.00000000,0.000000
Once Upon a Farm,ByHeart,30.00000000,20.00000000,147,2,1,40.00,272.10884354,0.013605
True Botanicals,Character Home,150.00000000,50.00000000,3687,1,1,80.00,21.69785734,0.000271
Dieux Skin,Liquid I.V.,,,1772,2,2,70.00,39.50338600,0.001129
Bad Birdie,MANSCAPED,,,3120,1,1,0.01,0.00320513,0.000321
eyebobs,Twillory,,,306,1,0,5.00,16.33986928,0.003268
Branch,Dagne Dover,,,582,2,1,50.00,85.91065292,0.003436
For Days,ARMRA Colostrum™,,,342,0,0,0.00,0.00000000,0.000000
Rockwell Razors,Thousand Fell,,,119,0,0,0.00,0.00000000,0.000000
Dakine,Toad&Co,,,169,0,0,0.00,0.00000000,0.000000
Surely Wines,Caraway,,,123,0,0,0.00,0.00000000,0.000000
Serenity Kids,Vegamour,50.00000000,0.00000000,141,0,0,0.00,0.00000000,0.000000
Little Words Project,Branch,,,692,0,0,0.00,0.00000000,0.000000
Olive & June,Dollar Shave Club,30.00000000,0.00000000,1360,1,0,5.00,3.67647059,0.000735
Beekman 1802,Pretzels.com,,,278,1,1,25.00,89.92805755,0.003597
Tushbaby,Posh Peanut,35.00000000,0.00000000,2281,3,3,90.00,39.45637878,0.001315
My Medic,Sprout Living,,,198,2,0,10.00,50.50505051,0.010101
Carve Designs,Year & Day,,,448,0,0,0.00,0.00000000,0.000000
Softies,Laura Geller,,,975,0,0,0.00,0.00000000,0.000000
Anyday,Licorice,,,639,0,0,0.00,0.00000000,0.000000
Amberjack,Thorlos,,,663,2,1,20.00,30.16591252,0.003017
Winged Wellness,Kosas Cosmetics,,,151,0,0,0.00,0.00000000,0.000000
Sijo,SolaWave,,,108,0,0,0.00,0.00000000,0.000000
FullWell,Tubby Todd Bath Co.,10.00000000,0.00000000,650,1,1,10.00,15.38461538,0.001538
Caden Lane,Coterie,,,2082,5,5,82.50,39.62536023,0.002402
Dirty Labs,Lunya,150.00000000,75.00000000,889,2,1,225.00,253.09336333,0.002250
Divi,Newton Baby,,,603,1,1,3.00,4.97512438,0.001658
Oars + Alps,Liquid I.V.,,,903,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Morphe,,,908,0,0,0.00,0.00000000,0.000000
Carve Designs,BlendJet,,,564,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,BlendJet,,,340,0,0,0.00,0.00000000,0.000000
Shinesty,NOMAD Grills,,,1109,0,0,0.00,0.00000000,0.000000
biom,Caraway,,,116,0,0,0.00,0.00000000,0.000000
True Classic,Dollar Shave Club,30.00000000,0.00000000,132,0,0,0.00,0.00000000,0.000000
LIVELY,Little Words Project,,,135,0,0,0.00,0.00000000,0.000000
Vegamour,Character Home,150.00000000,50.00000000,259,0,0,0.00,0.00000000,0.000000
Bala,Sijo,,,273,1,1,80.00,293.04029304,0.003663
Wildfang,Character Home,150.00000000,50.00000000,409,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Tushbaby,,,245,0,0,0.00,0.00000000,0.000000
Sijo,Blueland,33.00000000,0.00000000,498,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Blueland,33.00000000,0.00000000,558,1,1,33.00,59.13978495,0.001792
BlendJet,Volcom,15.00000000,8.00000000,270,1,0,8.00,29.62962963,0.003704
Coco Moon,BlendJet,,,450,0,0,0.00,0.00000000,0.000000
Blueland,For Days,30.00000000,15.00000000,3458,16,5,315.00,91.09311741,0.004627
Hello Cake,Lunya,150.00000000,75.00000000,411,1,0,75.00,182.48175182,0.002433
The Nue Co.,21Seeds Tequila,,,505,0,0,0.00,0.00000000,0.000000
ByHeart,Motherhood,40.00000000,7.00000000,197,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,Fuse Lenses,,,1672,0,0,0.00,0.00000000,0.000000
My Medic,IVL Collective,,,480,0,0,0.00,0.00000000,0.000000
Evereden,M.M.LaFleur,,,127,0,0,0.00,0.00000000,0.000000
Fuse Lenses,Dreamland Baby,,,188,0,0,0.00,0.00000000,0.000000
Dagne Dover,Curie,,,232,1,0,5.00,21.55172414,0.004310
Giften Market,True Classic,45.00000000,0.00000000,113,0,0,0.00,0.00000000,0.000000
Shinesty,Liquid I.V.,,,755,2,2,70.00,92.71523179,0.002649
SeaVees,Vegamour,50.00000000,0.00000000,294,0,0,0.00,0.00000000,0.000000
Liquid I.V.,The HoneyPot,,,155,0,0,0.00,0.00000000,0.000000
SeaVees,Tula Skincare,,,135,0,0,0.00,0.00000000,0.000000
Houseplant,Caraway,,,213,0,0,0.00,0.00000000,0.000000
Needed,Manduka,,,559,0,0,0.00,0.00000000,0.000000
Rains,Create,,,138,0,0,0.00,0.00000000,0.000000
Once Upon a Farm,Solly Baby,,,325,0,0,0.00,0.00000000,0.000000
The Secure Mat,NOMAD Grills,,,212,0,0,0.00,0.00000000,0.000000
jane iredale,NOMAD Grills,,,1088,0,0,0.00,0.00000000,0.000000
HATCH,woolino,,,311,3,2,29.00,93.24758842,0.009646
Dr. Squatch,Hedley & Bennett,,,1260,0,0,0.00,0.00000000,0.000000
Faherty Brand,jane iredale,20.00000000,5.00000000,428,4,0,20.00,46.72897196,0.009346
Sol de Janeiro,For Days,30.00000000,15.00000000,620,1,0,15.00,24.19354839,0.001613
Laura Geller,Bask Suncare,,,174,0,0,0.00,0.00000000,0.000000
Bobbie,Dreamland Baby,,,977,6,6,240.00,245.64994882,0.006141
Glamnetic,Dollar Shave Club,30.00000000,0.00000000,549,2,0,10.00,18.21493625,0.003643
Anyday,Caraway,,,340,0,0,0.00,0.00000000,0.000000
Oars + Alps,Blueland,33.00000000,0.00000000,166,0,0,0.00,0.00000000,0.000000
Shinesty,Tula Skincare,,,120,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Ursa Major,30.00000000,0.00000000,605,0,0,0.00,0.00000000,0.000000
Ancient Nutrition,Caraway,,,268,1,1,70.00,261.19402985,0.003731
Dirty Labs,Dagne Dover,,,221,0,0,0.00,0.00000000,0.000000
Caraway,Branch,,,739,1,1,45.00,60.89309878,0.001353
Sol de Janeiro,Giapenta,,,371,0,0,0.00,0.00000000,0.000000
Evereden,Monica & Andy Inc.,,,170,0,0,0.00,0.00000000,0.000000
woolino,Oradina,,,221,0,0,0.00,0.00000000,0.000000
Electric Picks Jewelry,"Dermaclara, LLC",,,129,2,1,25.00,193.79844961,0.015504
Covey Skincare,Lunya,150.00000000,75.00000000,105,2,2,200.00,1904.76190476,0.019048
