PUBLISHER,BRAND_NAME,CPA,CPO,BRAND_IMPRESSIONS,CONV_COUNT,NEW_CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR
Dagne Dover,MANSCAPED,,,2080,1,0,0.01,0.00480769,0.000481
120/Life,True Classic,45.00000000,0.00000000,788,0,0,0.00,0.00000000,0.000000
Mario Badescu Skin Care,Airsign,,,284,0,0,0.00,0.00000000,0.000000
Rains,MANSCAPED,,,1720,0,0,0.00,0.00000000,0.000000
Dropps,Vegamour,50.00000000,0.00000000,814,3,2,105.00,128.99262899,0.003686
Dreamland Baby,Otteroo,,,3801,5,5,18.75,4.93291239,0.001315
Sol de Janeiro,Buffbunny Collection,,,2100,15,0,60.00,28.57142857,0.007143
GRIP6,True Classic,45.00000000,0.00000000,2673,7,7,315.00,117.84511785,0.002619
FullWell,Dagne Dover,,,471,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,Sol de Janeiro,20.00000000,10.00000000,2603,10,2,120.00,46.10065309,0.003842
Blueland,Morphe,,,142,0,0,0.00,0.00000000,0.000000
Siblings,Blueland,33.00000000,0.00000000,655,1,1,33.00,50.38167939,0.001527
Baby Tula,Beyond Polish,,,483,0,0,0.00,0.00000000,0.000000
Billy Reid,Caraway,,,1052,1,1,70.00,66.53992395,0.000951
Dreamland Baby,Blueland,33.00000000,0.00000000,570,1,1,33.00,57.89473684,0.001754
Spyder,BlendJet,,,2458,1,1,10.00,4.06834825,0.000407
Manduka,vitruvi,,,118,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,NEIWAI,,,1047,1,0,20.00,19.10219675,0.000955
MATE the Label,Character Home,150.00000000,50.00000000,467,0,0,0.00,0.00000000,0.000000
Honest,Nanit,,,184,2,1,75.00,407.60869565,0.010870
Buffbunny Collection,esmi Skin Minerals,,,353,0,0,0.00,0.00000000,0.000000
Moby Wrap,Otteroo,,,124,0,0,0.00,0.00000000,0.000000
Create,Dr. Squatch,25.00000000,0.00000000,2180,5,2,53.00,24.31192661,0.002294
Le Mini Macaron,Liquid I.V.,,,2173,0,0,0.00,0.00000000,0.000000
For Days,Kosas Cosmetics,,,800,4,1,70.00,87.50000000,0.005000
Tower 28 Beauty,M.M.LaFleur,,,2158,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Vegamour,50.00000000,0.00000000,2092,2,1,55.00,26.29063098,0.000956
Liquid I.V.,Common Era Jewelry,,,619,0,0,0.00,0.00000000,0.000000
Posh Peanut,MANSCAPED,,,488,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Newton Baby,,,324,0,0,0.00,0.00000000,0.000000
SeaVees,Monica & Andy Inc.,,,109,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,Bad Birdie,,,304,1,1,50.00,164.47368421,0.003289
Foria,Kindra,,,276,0,0,0.00,0.00000000,0.000000
Morphe,Divi,,,295,0,0,0.00,0.00000000,0.000000
Laura Geller,Dirty Labs,,,147,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Year & Day,,,1121,0,0,0.00,0.00000000,0.000000
LIVELY,Sol de Janeiro,20.00000000,10.00000000,1248,5,1,60.00,48.07692308,0.004006
Juna,Kopari,,,146,1,1,35.00,239.72602740,0.006849
Beginning Boutique,KraveBeauty,,,1715,1,1,20.00,11.66180758,0.000583
Divi,Tini Lux,,,1119,0,0,0.00,0.00000000,0.000000
Twillory,Caden Lane,,,470,1,0,20.00,42.55319149,0.002128
Spyder,Character Home,150.00000000,50.00000000,1409,0,0,0.00,0.00000000,0.000000
Amberjack,Character Home,150.00000000,50.00000000,1193,0,0,0.00,0.00000000,0.000000
Nood,MANSCAPED,,,2047,2,1,0.02,0.00977040,0.000977
Sijo,Liquid I.V.,,,968,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Little Words Project,,,1425,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Character Home,150.00000000,50.00000000,658,0,0,0.00,0.00000000,0.000000
Tiege Hanley,Faherty Brand,,,297,0,0,0.00,0.00000000,0.000000
Waterboy,MANSCAPED,,,1449,1,0,0.01,0.00690131,0.000690
iota,Vegamour,50.00000000,0.00000000,890,2,2,100.00,112.35955056,0.002247
Molekule,MANSCAPED,,,529,0,0,0.00,0.00000000,0.000000
Willow Pumps,NEIWAI,,,120,0,0,0.00,0.00000000,0.000000
Kindra,Lunya,150.00000000,75.00000000,255,1,0,75.00,294.11764706,0.003922
Willow Pumps,ezpz,,,300,0,0,0.00,0.00000000,0.000000
Petunia Pickle Bottom,Snuggle Me Organic,,,926,3,3,60.00,64.79481641,0.003240
eyebobs,BlendJet,,,600,0,0,0.00,0.00000000,0.000000
Beginning Boutique,True Classic,45.00000000,0.00000000,395,1,1,45.00,113.92405063,0.002532
bonbuz,Laura Geller,,,132,0,0,0.00,0.00000000,0.000000
Ritual Zero Proof,Dagne Dover,,,337,0,0,0.00,0.00000000,0.000000
QALO,Shinesty,20.00000000,10.00000000,299,0,0,0.00,0.00000000,0.000000
Thorlos,Dagne Dover,,,104,0,0,0.00,0.00000000,0.000000
HATCH,Lalabu,,,217,0,0,0.00,0.00000000,0.000000
Halfdays,SENREVE,,,825,0,0,0.00,0.00000000,0.000000
Dollar Shave Club,LIVELY,,,232,1,0,20.00,86.20689655,0.004310
Buffbunny Collection,MAXPRO Fitness,,,1513,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Muslin Comfort,,,223,0,0,0.00,0.00000000,0.000000
Kortni Jeane,Dagne Dover,,,149,0,0,0.00,0.00000000,0.000000
Frog Hollow Farm,Anyday,,,176,1,1,33.00,187.50000000,0.005682
Electric Picks Jewelry,Divi,,,912,7,7,350.00,383.77192982,0.007675
Twillory,NOT!CE Hair Co,,,328,0,0,0.00,0.00000000,0.000000
jane iredale,Wolf & Shepherd,,,112,1,0,15.00,133.92857143,0.008929
Kortni Jeane,Common Era Jewelry,,,128,0,0,0.00,0.00000000,0.000000
wildwonder,BlendJet,,,150,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Kopari,,,288,1,0,30.00,104.16666667,0.003472
Crown Affair,Manduka,,,264,0,0,0.00,0.00000000,0.000000
Amberjack,JACK HENRY,,,491,0,0,0.00,0.00000000,0.000000
Caden Lane,ARMRA Colostrum™,,,2230,4,4,200.00,89.68609865,0.001794
UNTUCKit,Wolf & Shepherd,,,478,1,0,15.00,31.38075314,0.002092
Dr. Motion,True Classic,45.00000000,0.00000000,348,0,0,0.00,0.00000000,0.000000
Dirty Labs,LIVELY,,,621,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Siete Foods,,,146,0,0,0.00,0.00000000,0.000000
woolino,Once Upon a Farm,,,205,0,0,0.00,0.00000000,0.000000
Tushbaby,HATCH,40.00000000,10.00000000,480,2,1,50.00,104.16666667,0.004167
Bodily,Dame,,,515,1,1,35.00,67.96116505,0.001942
HATCH,Beyond Polish,,,119,0,0,0.00,0.00000000,0.000000
Dagne Dover,Divi,,,1132,2,2,100.00,88.33922261,0.001767
Little Words Project,BlendJet,,,1221,1,1,10.00,8.19000819,0.000819
Oars + Alps,Hedley & Bennett,,,203,0,0,0.00,0.00000000,0.000000
D.S. & Durga,Billy Reid,,,149,0,0,0.00,0.00000000,0.000000
Lalo,Dreamland Baby,,,778,1,1,40.00,51.41388175,0.001285
Boie USA,Liquid I.V.,,,274,0,0,0.00,0.00000000,0.000000
woolino,Vegamour,50.00000000,0.00000000,496,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Golde,,,286,0,0,0.00,0.00000000,0.000000
Curie,For Days,30.00000000,15.00000000,136,1,1,30.00,220.58823529,0.007353
Muslin Comfort,Shinesty,20.00000000,10.00000000,438,1,0,20.00,45.66210046,0.002283
Muslin Comfort,Beekman 1802,,,238,0,0,0.00,0.00000000,0.000000
Carve Designs,Ursa Major,30.00000000,0.00000000,1120,5,3,109.96,98.17857143,0.004464
Dagne Dover,"Dermaclara, LLC",,,206,1,0,10.00,48.54368932,0.004854
SeaVees,Faherty Brand,,,517,1,1,85.00,164.41005803,0.001934
Lovevery,Solly Baby,,,231,0,0,0.00,0.00000000,0.000000
For Days,Cadence,,,1535,7,2,145.00,94.46254072,0.004560
SolaWave,MANSCAPED,,,1345,0,0,0.00,0.00000000,0.000000
Beginning Boutique,Monica & Andy Inc.,,,589,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,BlendJet,,,1536,0,0,0.00,0.00000000,0.000000
Dropps,LIVELY,,,163,1,1,35.00,214.72392638,0.006135
Spärkel Beverage Systems,BlendJet,,,101,0,0,0.00,0.00000000,0.000000
D.S. & Durga,Lunya,150.00000000,75.00000000,1039,0,0,0.00,0.00000000,0.000000
Tushbaby,Buffbunny Collection,,,313,1,0,4.00,12.77955272,0.003195
Le Mini Macaron,For Days,30.00000000,15.00000000,215,0,0,0.00,0.00000000,0.000000
JACK HENRY,Laura Geller,,,250,1,1,15.00,60.00000000,0.004000
Rockwell Razors,GRIP6,,,212,0,0,0.00,0.00000000,0.000000
DEUX,Aura Bora,,,101,1,0,10.00,99.00990099,0.009901
Once Upon a Farm,Primally Pure,,,476,1,1,10.00,21.00840336,0.002101
Primally Pure,Glamnetic,,,455,3,1,50.00,109.89010989,0.006593
GoNanas,Licorice,,,107,0,0,0.00,0.00000000,0.000000
Tiege Hanley,Liquid I.V.,,,137,0,0,0.00,0.00000000,0.000000
Lovevery,Evereden,,,134,0,0,0.00,0.00000000,0.000000
GRIP6,Faherty Brand,,,216,0,0,0.00,0.00000000,0.000000
ARMRA Colostrum™,LIVELY,,,583,2,0,40.00,68.61063465,0.003431
Toad&Co,Year & Day,,,152,0,0,0.00,0.00000000,0.000000
Rains,Sijo,,,180,1,0,40.00,222.22222222,0.005556
Morphe,Birthdate Co.,,,233,0,0,0.00,0.00000000,0.000000
LIVELY,Primally Pure,,,110,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Le Mini Macaron,,,162,0,0,0.00,0.00000000,0.000000
For Days,Lalo,,,198,0,0,0.00,0.00000000,0.000000
sproos!,Liquid I.V.,,,168,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Primally Pure,,,224,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,Maverick & Co.,,,225,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,AVEC,,,192,0,0,0.00,0.00000000,0.000000
Opopop,SPONGELLE,,,126,0,0,0.00,0.00000000,0.000000
Otteroo,Character Home,150.00000000,50.00000000,132,0,0,0.00,0.00000000,0.000000
RiotSociety.com,Thousand Fell,,,113,0,0,0.00,0.00000000,0.000000
Beginning Boutique,esmi Skin Minerals,,,368,1,0,40.00,108.69565217,0.002717
JACK HENRY,Twillory,,,122,1,1,15.00,122.95081967,0.008197
Once Upon a Farm,Kate Quinn,,,170,1,1,30.00,176.47058824,0.005882
Dropps,Newton Baby,,,130,0,0,0.00,0.00000000,0.000000
EVER Skincare,Gibsonlook,,,267,2,0,36.00,134.83146067,0.007491
Motherhood,ETOILE,,,179,0,0,0.00,0.00000000,0.000000
Monica & Andy Inc.,Character Home,150.00000000,50.00000000,248,0,0,0.00,0.00000000,0.000000
iota,M.M.LaFleur,,,365,0,0,0.00,0.00000000,0.000000
Amberjack,My Medic,,,115,0,0,0.00,0.00000000,0.000000
MAXPRO Fitness,Dieux Skin,,,175,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Willow Pumps,,,133,0,0,0.00,0.00000000,0.000000
Afloral,Electric Picks Jewelry,,,120,1,0,15.00,125.00000000,0.008333
ezpz,Canopy,,,164,0,0,0.00,0.00000000,0.000000
Coterie,Saranoni Luxury Blankets,,,121,1,1,15.00,123.96694215,0.008264
August Uncommon Tea,Liquid I.V.,,,629,0,0,0.00,0.00000000,0.000000
Beginning Boutique,LOOPS,,,127,0,0,0.00,0.00000000,0.000000
Moby Wrap,Little Words Project,,,135,0,0,0.00,0.00000000,0.000000
good light,Girlfriend Collective,,,249,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Boie USA,,,113,0,0,0.00,0.00000000,0.000000
NEIWAI,Mario Badescu Skin Care,15.33333333,2.00000000,143,0,0,0.00,0.00000000,0.000000
Lalabu,M.M.LaFleur,,,105,0,0,0.00,0.00000000,0.000000
Lalo,Once Upon a Farm,,,190,0,0,0.00,0.00000000,0.000000
Winky Lux,Beyond Polish,,,139,0,0,0.00,0.00000000,0.000000
SANS Meal Bar,Liquid I.V.,,,256,0,0,0.00,0.00000000,0.000000
Solly Baby,Canopy,,,232,0,0,0.00,0.00000000,0.000000
Electric Picks Jewelry,Afloral,,,116,0,0,0.00,0.00000000,0.000000
California Arts,NOMAD Grills,,,298,0,0,0.00,0.00000000,0.000000
Electric Picks Jewelry,M.M.LaFleur,,,148,0,0,0.00,0.00000000,0.000000
D.S. & Durga,Airsign,,,185,0,0,0.00,0.00000000,0.000000
Bala,Beginning Boutique,,,222,0,0,0.00,0.00000000,0.000000
Oars + Alps,Luca Faloni,,,144,0,0,0.00,0.00000000,0.000000
Afloral,Carve Designs,,,129,0,0,0.00,0.00000000,0.000000
Olive & June,MantraBand,,,141,0,0,0.00,0.00000000,0.000000
Faherty Brand,OUAI,,,194,1,1,30.00,154.63917526,0.005155
The HoneyPot,NOMAD Grills,,,118,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,Character Home,150.00000000,50.00000000,104,0,0,0.00,0.00000000,0.000000
Sunday Citizen,Wolf & Shepherd,,,156,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Laura Geller,,,88526,76,76,1140.00,12.87757269,0.000859
eyebobs,Laura Geller,,,3842,7,7,105.00,27.32951588,0.001822
Andie,Oradina,,,514,0,0,0.00,0.00000000,0.000000
Nguyen Coffee Supply,NOMAD Grills,,,546,0,0,0.00,0.00000000,0.000000
Crown Affair,Dagne Dover,,,2264,5,4,140.00,61.83745583,0.002208
Lalo,Caden Lane,,,4849,29,8,676.00,139.41018767,0.005981
Laura Geller,M.M.LaFleur,,,136480,4,0,250.00,1.83177022,0.000029
Maverick & Co.,Highline Wellness,,,152,0,0,0.00,0.00000000,0.000000
Ancient Nutrition,Morphe,,,106,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Create,,,182,0,0,0.00,0.00000000,0.000000
woolino,Lunya,150.00000000,75.00000000,1109,0,0,0.00,0.00000000,0.000000
OUAI,Kosas Cosmetics,,,546,1,1,25.00,45.78754579,0.001832
Muslin Comfort,Sol de Janeiro,20.00000000,10.00000000,101,0,0,0.00,0.00000000,0.000000
Needed,Dagne Dover,,,1682,1,0,20.00,11.89060642,0.000595
Sol de Janeiro,IVL Collective,,,287,0,0,0.00,0.00000000,0.000000
Dr. Squatch,Liquid I.V.,,,34105,6,6,210.00,6.15745492,0.000176
Tushbaby,SolaWave,,,178,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,Glamnetic,,,4451,4,0,40.00,8.98674455,0.000899
Tula Skincare,Faherty Brand,,,172,1,1,85.00,494.18604651,0.005814
Afloral,Vegamour,50.00000000,0.00000000,1923,0,0,0.00,0.00000000,0.000000
Dagne Dover,Monica & Andy Inc.,,,1435,6,0,60.00,41.81184669,0.004181
Faherty Brand,Kosas Cosmetics,,,1164,3,3,75.00,64.43298969,0.002577
MantraBand,Caraway,,,448,0,0,0.00,0.00000000,0.000000
Tubby Todd Bath Co.,M.M.LaFleur,,,2340,0,0,0.00,0.00000000,0.000000
The Nue Co.,Canopy,,,356,0,0,0.00,0.00000000,0.000000
Elegant Baby,Character Home,150.00000000,50.00000000,145,0,0,0.00,0.00000000,0.000000
Andie,Dagne Dover,,,1734,1,1,30.00,17.30103806,0.000577
Tubby Todd Bath Co.,MANSCAPED,,,332,0,0,0.00,0.00000000,0.000000
SeaVees,Laura Geller,,,1329,0,0,0.00,0.00000000,0.000000
Twillory,Fuse Lenses,,,493,0,0,0.00,0.00000000,0.000000
Ancient Nutrition,NOMAD Grills,,,4112,0,0,0.00,0.00000000,0.000000
Dropps,NOMAD Grills,,,5092,0,0,0.00,0.00000000,0.000000
Monica & Andy Inc.,Tula Skincare,,,1346,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Dreamland Baby,,,144,1,1,40.00,277.77777778,0.006944
Sol de Janeiro,Ancient Nutrition,25.00000000,0.00000000,639,0,0,0.00,0.00000000,0.000000
Evereden,Caden Lane,,,1410,10,0,200.00,141.84397163,0.007092
Glamnetic,Lunya,150.00000000,75.00000000,2523,1,0,75.00,29.72651605,0.000396
Baby Tula,Bodily,,,752,3,1,59.00,78.45744681,0.003989
Divi,"Dermaclara, LLC",,,866,2,2,30.00,34.64203233,0.002309
Laura Geller,KraveBeauty,,,387,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Beginning Boutique,,,159,0,0,0.00,0.00000000,0.000000
Dirty Labs,Afloral,,,166,0,0,0.00,0.00000000,0.000000
Vegamour,MANSCAPED,,,371,0,0,0.00,0.00000000,0.000000
Opopop,NOMAD Grills,,,1461,0,0,0.00,0.00000000,0.000000
Billy Reid,Cadence,,,287,0,0,0.00,0.00000000,0.000000
Ursa Major,Girlfriend Collective,,,291,0,0,0.00,0.00000000,0.000000
Dagne Dover,Dr. Squatch,25.00000000,0.00000000,555,1,0,1.00,1.80180180,0.001802
jot,Beyond Polish,,,391,0,0,0.00,0.00000000,0.000000
Amberjack,True Classic,45.00000000,0.00000000,7257,10,10,450.00,62.00909467,0.001378
Dr. Squatch,ARMRA Colostrum™,,,618,0,0,0.00,0.00000000,0.000000
Olive & June,NOMAD Grills,,,3213,0,0,0.00,0.00000000,0.000000
Liquid I.V.,NOMAD Grills,,,11142,0,0,0.00,0.00000000,0.000000
Tower 28 Beauty,Dagne Dover,,,2921,2,1,50.00,17.11742554,0.000685
Olive & June,Divi,,,745,3,3,150.00,201.34228188,0.004027
Serenity Kids,Lunya,150.00000000,75.00000000,645,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Dr Sari's Lunar Sync,,,114,0,0,0.00,0.00000000,0.000000
Kosas Cosmetics,Sunday Citizen,,,214,0,0,0.00,0.00000000,0.000000
SolaWave,Lunya,150.00000000,75.00000000,969,1,0,75.00,77.39938080,0.001032
Bokksu Market,Pretzels.com,,,810,1,1,25.00,30.86419753,0.001235
Molekule,Laura Geller,,,839,1,1,15.00,17.87842670,0.001192
Caden Lane,Tubby Todd Bath Co.,10.00000000,0.00000000,10998,50,50,500.00,45.46281142,0.004546
Rockwell Razors,Oars + Alps,55.00000000,0.00000000,210,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Primally Pure,,,533,0,0,0.00,0.00000000,0.000000
Wildfang,Dame,,,651,0,0,0.00,0.00000000,0.000000
Tula Skincare,BlendJet,,,1619,3,1,20.00,12.35330451,0.001853
Dropps,Snuggle Me Organic,,,145,0,0,0.00,0.00000000,0.000000
Divi,Dreamland Baby,,,385,0,0,0.00,0.00000000,0.000000
Create,True Classic,45.00000000,0.00000000,3716,7,7,315.00,84.76856835,0.001884
Kosas Cosmetics,Girlfriend Collective,,,3291,0,0,0.00,0.00000000,0.000000
Afloral,Caden Lane,,,706,5,3,136.00,192.63456091,0.007082
Anyday,Liquid I.V.,,,748,1,1,35.00,46.79144385,0.001337
Maverick & Co.,ARMRA Colostrum™,,,340,0,0,0.00,0.00000000,0.000000
Tushbaby,Leeway Home,,,1058,0,0,0.00,0.00000000,0.000000
RiotSociety.com,Canopy,,,191,0,0,0.00,0.00000000,0.000000
Rains,Bala,,,151,0,0,0.00,0.00000000,0.000000
HATCH,Caraway,,,439,1,0,40.00,91.11617312,0.002278
Nuudii System,Tula Skincare,,,276,0,0,0.00,0.00000000,0.000000
Vegamour,Kosas Cosmetics,,,4027,1,0,15.00,3.72485721,0.000248
M.M.LaFleur,Koio,50.00000000,50.00000000,2441,0,0,0.00,0.00000000,0.000000
Halfdays,Wolf & Shepherd,,,465,0,0,0.00,0.00000000,0.000000
Liquid I.V.,Wildfang,,,328,0,0,0.00,0.00000000,0.000000
The Secure Mat,BlendJet,,,479,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Dame,,,481,1,0,35.00,72.76507277,0.002079
Billy Reid,JACK HENRY,,,191,0,0,0.00,0.00000000,0.000000
"Dermaclara, LLC",LIVELY,,,142,0,0,0.00,0.00000000,0.000000
LuminAID,Muslin Comfort,,,113,0,0,0.00,0.00000000,0.000000
Little Words Project,Character Home,150.00000000,50.00000000,766,0,0,0.00,0.00000000,0.000000
Thorlos,Caden Lane,,,675,0,0,0.00,0.00000000,0.000000
ByHeart,Tubby Todd Bath Co.,10.00000000,0.00000000,1412,4,4,40.00,28.32861190,0.002833
Tini Lux,Sol de Janeiro,20.00000000,10.00000000,244,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Maverick & Co.,,,121,0,0,0.00,0.00000000,0.000000
Bobbie,Lunya,150.00000000,75.00000000,325,0,0,0.00,0.00000000,0.000000
Morphe,Le Mini Macaron,,,125,0,0,0.00,0.00000000,0.000000
Crown Affair,For Days,30.00000000,15.00000000,353,2,1,45.00,127.47875354,0.005666
Dakine,Faherty Brand,,,150,0,0,0.00,0.00000000,0.000000
OUAI,Beginning Boutique,,,230,1,0,10.00,43.47826087,0.004348
Seafolly Australia,Laura Geller,,,273,2,2,30.00,109.89010989,0.007326
Maverick & Co.,Oars + Alps,55.00000000,0.00000000,475,0,0,0.00,0.00000000,0.000000
Caden Lane,Beginning Boutique,,,134,0,0,0.00,0.00000000,0.000000
Laura Geller,ettitude,,,271,8,5,540.00,1992.61992620,0.029520
Siblings,MANSCAPED,,,323,0,0,0.00,0.00000000,0.000000
OUAI,M.M.LaFleur,,,373,1,0,50.00,134.04825737,0.002681
Shinesty,True Classic,45.00000000,0.00000000,3594,6,6,270.00,75.12520868,0.001669
Dreamland Baby,Lalabu,,,3901,1,1,7.00,1.79441169,0.000256
Consciously Baby,Caden Lane,,,405,14,3,316.00,780.24691358,0.034568
Primally Pure,Electric Picks Jewelry,,,620,10,1,165.00,266.12903226,0.016129
Sunday Citizen,Little Words Project,,,253,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,Gibsonlook,,,1337,0,0,0.00,0.00000000,0.000000
Nood,Tula Skincare,,,355,0,0,0.00,0.00000000,0.000000
Dame,Dieux Skin,,,1411,1,1,2.00,1.41743444,0.000709
INTO THE AM,Caden Lane,,,469,0,0,0.00,0.00000000,0.000000
Buffbunny Collection,Beyond Polish,,,414,0,0,0.00,0.00000000,0.000000
Canopy,Liquid I.V.,,,190,0,0,0.00,0.00000000,0.000000
iHeartRaves,Laura Geller,,,186,0,0,0.00,0.00000000,0.000000
Trace Minerals,Siete Foods,,,124,0,0,0.00,0.00000000,0.000000
Dirty Labs,Lalo,,,119,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Buffbunny Collection,,,165,1,0,4.00,24.24242424,0.006061
Billy Reid,BlendJet,,,352,0,0,0.00,0.00000000,0.000000
Girlfriend Collective,Caraway,,,349,0,0,0.00,0.00000000,0.000000
Andie,Wildfang,,,381,2,1,95.00,249.34383202,0.005249
Honest,Liquid I.V.,,,735,0,0,0.00,0.00000000,0.000000
D.S. & Durga,M.M.LaFleur,,,467,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Airsign,,,206,0,0,0.00,0.00000000,0.000000
Tula Skincare,True Classic,45.00000000,0.00000000,173,0,0,0.00,0.00000000,0.000000
Bokksu Market,Lunya,150.00000000,75.00000000,309,0,0,0.00,0.00000000,0.000000
Dirty Labs,Tubby Todd Bath Co.,10.00000000,0.00000000,124,0,0,0.00,0.00000000,0.000000
Elegant Baby,Tushbaby,,,231,1,1,18.00,77.92207792,0.004329
Divi,M.M.LaFleur,,,381,0,0,0.00,0.00000000,0.000000
Primally Pure,Lalo,,,199,0,0,0.00,0.00000000,0.000000
Nodpod,BlendJet,,,159,0,0,0.00,0.00000000,0.000000
Sol de Janeiro,happy being,42.00000000,20.00000000,382,0,0,0.00,0.00000000,0.000000
Solly Baby,SolaWave,,,182,0,0,0.00,0.00000000,0.000000
Newton Baby,wildwonder,,,381,0,0,0.00,0.00000000,0.000000
Crown Affair,Willow Pumps,,,109,0,0,0.00,0.00000000,0.000000
Ami Colé,Oradina,,,104,0,0,0.00,0.00000000,0.000000
Dreamland Baby,Oars + Alps,55.00000000,0.00000000,169,0,0,0.00,0.00000000,0.000000
Branch,Vegamour,50.00000000,0.00000000,237,0,0,0.00,0.00000000,0.000000
Branch,Liquid I.V.,,,385,0,0,0.00,0.00000000,0.000000
Laura Geller,SENREVE,,,147,0,0,0.00,0.00000000,0.000000
eyebobs,Caden Lane,,,489,1,1,32.00,65.43967280,0.002045
Carve Designs,ARMRA Colostrum™,,,105,0,0,0.00,0.00000000,0.000000
Homesick Candles,Liquid I.V.,,,187,0,0,0.00,0.00000000,0.000000
Dieux Skin,Divi,,,271,0,0,0.00,0.00000000,0.000000
Canopy,Newton Baby,,,133,1,1,3.00,22.55639098,0.007519
Finn + Emma,Bodily,,,164,1,1,35.00,213.41463415,0.006098
Caden Lane,Storq,,,183,0,0,0.00,0.00000000,0.000000
Dieux Skin,Ami Colé,,,113,2,1,25.00,221.23893805,0.017699
Carve Designs,Monica & Andy Inc.,,,102,0,0,0.00,0.00000000,0.000000
P.S.,NOT!CE Hair Co,,,200,0,0,0.00,0.00000000,0.000000
Billy Reid,Muslin Comfort,,,112,0,0,0.00,0.00000000,0.000000
Crown Affair,NEIWAI,,,370,0,0,0.00,0.00000000,0.000000
Le Mini Macaron,Dollar Shave Club,30.00000000,0.00000000,194,2,0,10.00,51.54639175,0.010309
Dagne Dover,Bala,,,354,1,1,10.00,28.24858757,0.002825
Dakine,Oars + Alps,55.00000000,0.00000000,146,0,0,0.00,0.00000000,0.000000
Beginning Boutique,ARMRA Colostrum™,,,401,0,0,0.00,0.00000000,0.000000
Willow Pumps,Blueland,33.00000000,0.00000000,246,0,0,0.00,0.00000000,0.000000
Manduka,Airsign,,,127,0,0,0.00,0.00000000,0.000000
Giften Market,Bodily,,,206,1,1,35.00,169.90291262,0.004854
Safari Ltd,NOMAD Grills,,,120,0,0,0.00,0.00000000,0.000000
Thorlos,Monica & Andy Inc.,,,109,0,0,0.00,0.00000000,0.000000
Safari Ltd,Nanit,,,201,0,0,0.00,0.00000000,0.000000
AAVRANI,Glamnetic,,,245,0,0,0.00,0.00000000,0.000000
woolino,True Classic,45.00000000,0.00000000,120,0,0,0.00,0.00000000,0.000000
jane iredale,Newton Baby,,,118,0,0,0.00,0.00000000,0.000000
Houseplant,Branch,,,167,0,0,0.00,0.00000000,0.000000
Amberjack,Ursa Major,30.00000000,0.00000000,224,0,0,0.00,0.00000000,0.000000
Dieux Skin,Foria,,,257,0,0,0.00,0.00000000,0.000000
Giften Market,Cadence,,,105,0,0,0.00,0.00000000,0.000000
ezpz,Tula Skincare,,,176,0,0,0.00,0.00000000,0.000000
Hedley & Bennett,Pretzels.com,,,120,0,0,0.00,0.00000000,0.000000
Monica & Andy Inc.,Wolf & Shepherd,,,116,0,0,0.00,0.00000000,0.000000
Safari Ltd,Dagne Dover,,,172,0,0,0.00,0.00000000,0.000000
Faherty Brand,Motherhood,40.00000000,7.00000000,162,0,0,0.00,0.00000000,0.000000
Elegant Baby,Coterie,,,144,0,0,0.00,0.00000000,0.000000
My Medic,MANSCAPED,,,465,0,0,0.00,0.00000000,0.000000
Zensah,Shinesty,20.00000000,10.00000000,167,0,0,0.00,0.00000000,0.000000
MATE the Label,Manduka,,,252,1,1,32.00,126.98412698,0.003968
NOMAD Grills,Caraway,,,103,1,0,40.00,388.34951456,0.009709
Girlfriend Collective,True Botanicals,,,110,1,1,15.00,136.36363636,0.009091
woolino,Lalo,,,225,0,0,10.00,44.44444444,0.000000
Amberjack,Rains,28.00000000,15.00000000,104,0,0,0.00,0.00000000,0.000000
