PUBLISHER,BRAND_NAME,BRAND_IMPRESSIONS,AVG_CPA,AVG_CPO,CONV_COUNT,TOTAL_AD_SPEND,RPM,CVR,Cost_Per_Conversion,Brand_Score,Bayesian_Rank,Pub_Impr_Rank,RPM_Rank,Agg_Rank,Clean_Agg_Rank
Tubby Todd Bath Co.,Vegamour,4381,50.0,4.0,9,315.0,71.9,0.0021,26.28,0.9013331596535089,3.0,2.0,6.0,4.5,3.0
Tubby Todd Bath Co.,Caden Lane,128340,32.0,20.0,371,9268.0,72.21,0.0029,26.02,0.8495749019293491,4.0,2.0,5.0,4.5,4.0
Tubby Todd Bath Co.,Bodily,9622,35.0,12.0,70,1289.0,133.96,0.0073,20.46,0.6960135470263176,7.0,2.0,3.0,5.0,5.0
Tubby Todd Bath Co.,HATCH,2888,40.0,10.0,17,230.0,79.64,0.0059,18.41,0.5486946458184078,10.0,2.0,4.0,7.0,6.0
Tubby Todd Bath Co.,Dagne Dover,7778,30.0,20.0,16,380.0,48.86,0.0021,24.69,0.7513589611274494,6.0,2.0,11.0,8.5,7.0
Tubby Todd Bath Co.,Gathre,2806,20.0,20.0,9,180.0,64.15,0.0032,20.43,0.6508183826734336,8.0,2.0,9.0,8.5,8.0
Tubby Todd Bath Co.,Tula Skincare,13214,50.0,0.0,9,250.0,18.92,0.0007,25.86,0.8022404697371255,5.0,2.0,13.0,9.0,9.0
Tubby Todd Bath Co.,Posh Peanut,7014,31.0,0.0,17,395.0,56.32,0.0024,19.76,0.6014549025305485,9.0,2.0,10.0,9.5,10.0
Tubby Todd Bath Co.,Monica & Andy Inc.,4325,45.0,10.0,24,310.0,71.68,0.0055,15.62,0.44882039669139945,12.0,2.0,7.0,9.5,11.0
Tubby Todd Bath Co.,Lalo,3806,20.0,10.0,20,270.0,70.94,0.0053,13.96,0.2999133270875397,15.0,2.0,8.0,11.5,12.0
Tubby Todd Bath Co.,Solly Baby,7522,18.0,12.0,18,282.0,37.49,0.0024,14.86,0.35171166477121857,14.0,2.0,12.0,13.0,13.0
Tubby Todd Bath Co.,Snuggle Me Organic,59698,20.0,10.0,36,610.0,10.22,0.0006,17.3,0.5027429722295981,11.0,2.0,16.0,13.5,14.0
Tubby Todd Bath Co.,Tushbaby,8148,18.0,5.0,11,133.0,16.32,0.0014,13.94,0.2529245845461697,16.0,2.0,15.0,15.5,15.0
Tubby Todd Bath Co.,Liquid I.V.,23140,35.0,0.0,15,105.0,4.54,0.0006,15.0,0.4028587031127098,13.0,2.0,19.0,16.0,16.0
Tubby Todd Bath Co.,Dreamland Baby,25340,40.0,0.0,73,440.0,17.36,0.0029,6.82,0.05111196837691195,20.0,2.0,14.0,17.0,17.0
Tubby Todd Bath Co.,Kate Quinn,3469,30.0,0.0,3,30.0,8.65,0.0009,12.86,0.15288500558614435,18.0,2.0,17.0,17.5,18.0
Tubby Todd Bath Co.,BlendJet,2914,10.0,5.0,2,15.0,5.15,0.0007,7.38,0.10240930656660041,19.0,2.0,18.0,18.5,19.0
Tubby Todd Bath Co.,Lunya,4579,150.0,75.0,2,0.0,0.0,0.0004,13.27,0.20306010490929405,17.0,2.0,21.0,19.0,20.0
Tubby Todd Bath Co.,Newton Baby,44974,3.0,0.0,48,120.0,2.67,0.0011,2.61,0.0017084082745076428,21.0,2.0,20.0,20.5,21.0
Tubby Todd Bath Co.,NOMAD Grills,3238,,,0,0.0,0.0,0.0,150.0,0.0,22.0,2.0,22.0,22.0,22.0
Tubby Todd Bath Co.,Explorer Cold Brew,7785,,,0,0.0,0.0,0.0,10.0,0.0,23.0,2.0,23.0,23.0,23.0
Tubby Todd Bath Co.,Moonglow,15560,,,0,0.0,0.0,0.0,17.862578973758982,0.0,24.0,2.0,24.0,24.0,24.0
Tubby Todd Bath Co.,Yana Sleep,17416,,,0,0.0,0.0,0.0,17.862578973758982,0.0,25.0,2.0,25.0,25.0,25.0
Dr. Squatch,Caden Lane,777,,,0,0.0,0.0,0.0,26.02,0.8495749019293491,1.0,3.0,3.0,2.0,1.0
Dr. Squatch,Snuggle Me Organic,2331,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,2.0,3.0,4.0,3.0,2.0
Dr. Squatch,Liquid I.V.,44015,35.0,0.0,13,210.0,4.77,0.0003,15.0,0.4028587031127098,4.0,3.0,2.0,3.0,3.0
Dr. Squatch,Lalo,509,20.0,10.0,2,40.0,78.59,0.0039,13.96,0.2999133270875397,5.0,3.0,1.0,3.0,4.0
Dr. Squatch,Monica & Andy Inc.,59,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,3.0,3.0,5.0,4.0,5.0
Dr. Squatch,Dreamland Baby,446,,,0,0.0,0.0,0.0,6.82,0.05111196837691195,6.0,3.0,6.0,6.0,6.0
Dr. Squatch,Newton Baby,1169,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,7.0,3.0,7.0,7.0,7.0
Dr. Squatch,NOMAD Grills,17401,,,0,0.0,0.0,0.0,150.0,0.0,8.0,3.0,8.0,8.0,8.0
Dagne Dover,Nanit,3267,50.0,25.0,12,475.0,145.39,0.0037,36.3,0.9483018622151193,2.0,4.0,3.0,2.5,1.0
Dagne Dover,Bodily,1703,35.0,12.0,22,402.0,236.05,0.0129,20.46,0.6960135470263176,6.0,4.0,1.0,3.5,2.0
Dagne Dover,Divi,1312,50.0,0.0,3,100.0,76.22,0.0023,39.29,1.0,1.0,4.0,7.0,4.0,3.0
Dagne Dover,Caden Lane,11436,32.0,20.0,47,1236.0,108.08,0.0041,26.02,0.8495749019293491,4.0,4.0,5.0,4.5,4.0
Dagne Dover,Gathre,757,20.0,20.0,6,120.0,158.52,0.0079,20.43,0.6508183826734336,7.0,4.0,2.0,4.5,5.0
Dagne Dover,HATCH,919,40.0,10.0,7,100.0,108.81,0.0076,18.41,0.5486946458184078,9.0,4.0,4.0,6.5,6.0
Dagne Dover,Vegamour,7182,50.0,5.0,5,160.0,22.28,0.0007,26.28,0.9013331596535089,3.0,4.0,12.0,7.5,7.0
Dagne Dover,Monica & Andy Inc.,1676,45.0,10.0,8,115.0,68.62,0.0048,15.62,0.44882039669139945,11.0,4.0,8.0,9.5,8.0
Dagne Dover,Tula Skincare,5153,50.0,0.0,6,50.0,9.7,0.0012,25.86,0.8022404697371255,5.0,4.0,15.0,10.0,9.0
Dagne Dover,Lalo,1242,20.0,10.0,6,100.0,80.52,0.0048,13.96,0.2999133270875397,14.0,4.0,6.0,10.0,10.0
Dagne Dover,Snuggle Me Organic,6524,20.0,10.0,6,90.0,13.8,0.0009,17.3,0.5027429722295981,10.0,4.0,13.0,11.5,11.0
Dagne Dover,Solly Baby,1554,18.0,12.0,4,54.0,34.75,0.0026,14.86,0.35171166477121857,13.0,4.0,10.0,11.5,12.0
Dagne Dover,Tushbaby,349,18.0,5.0,2,23.0,65.9,0.0057,13.94,0.2529245845461697,15.0,4.0,9.0,12.0,13.0
Dagne Dover,Posh Peanut,973,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,8.0,4.0,17.0,12.5,14.0
Dagne Dover,Liquid I.V.,14069,35.0,0.0,9,140.0,9.95,0.0006,15.0,0.4028587031127098,12.0,4.0,14.0,13.0,15.0
Dagne Dover,BlendJet,1438,10.0,5.0,5,40.0,27.82,0.0035,7.38,0.10240930656660041,18.0,4.0,11.0,14.5,16.0
Dagne Dover,Lunya,4403,150.0,75.0,6,0.0,0.0,0.0014,13.27,0.20306010490929405,16.0,4.0,18.0,17.0,17.0
Dagne Dover,Kate Quinn,181,,,0,0.0,0.0,0.0,12.86,0.15288500558614435,17.0,4.0,19.0,18.0,18.0
Dagne Dover,Newton Baby,3882,3.0,0.0,12,36.0,9.27,0.0031,2.61,0.0017084082745076428,20.0,4.0,16.0,18.0,19.0
Dagne Dover,Dreamland Baby,522,40.0,0.0,2,0.0,0.0,0.0038,6.82,0.05111196837691195,19.0,4.0,20.0,19.5,20.0
Dagne Dover,Yana Sleep,6632,,,0,0.0,0.0,0.0,17.862578973758982,0.0,21.0,4.0,21.0,21.0,21.0
Dagne Dover,NOMAD Grills,8132,,,0,0.0,0.0,0.0,150.0,0.0,22.0,4.0,22.0,22.0,22.0
Dagne Dover,Moonglow,6275,,,0,0.0,0.0,0.0,17.862578973758982,0.0,23.0,4.0,23.0,23.0,23.0
Liquid I.V.,Vegamour,5176,50.0,2.0,55,1340.0,258.89,0.0106,26.28,0.9013331596535089,3.0,5.0,1.0,2.0,1.0
Liquid I.V.,Divi,1172,,,0,0.0,0.0,0.0,39.29,1.0,1.0,5.0,8.0,4.5,2.0
Liquid I.V.,Caden Lane,5390,32.0,20.0,15,384.0,71.24,0.0028,26.02,0.8495749019293491,4.0,5.0,6.0,5.0,3.0
Liquid I.V.,Bodily,82,35.0,12.0,1,12.0,146.34,0.0122,20.46,0.6960135470263176,7.0,5.0,3.0,5.0,4.0
Liquid I.V.,Nanit,134,,,0,0.0,0.0,0.0,36.3,0.9483018622151193,2.0,5.0,9.0,5.5,5.0
Liquid I.V.,Dagne Dover,1064,30.0,20.0,3,80.0,75.19,0.0028,24.69,0.7513589611274494,6.0,5.0,5.0,5.5,6.0
Liquid I.V.,Tula Skincare,6986,50.0,0.0,4,0.0,0.0,0.0006,25.86,0.8022404697371255,5.0,5.0,10.0,7.5,7.0
Liquid I.V.,Lalo,105,20.0,10.0,1,10.0,95.24,0.0095,13.96,0.2999133270875397,13.0,5.0,4.0,8.5,8.0
Liquid I.V.,Snuggle Me Organic,726,20.0,10.0,2,30.0,41.32,0.0028,17.3,0.5027429722295981,11.0,5.0,7.0,9.0,9.0
Liquid I.V.,Dreamland Baby,168,40.0,0.0,1,40.0,238.1,0.006,6.82,0.05111196837691195,16.0,5.0,2.0,9.0,10.0
Liquid I.V.,Gathre,63,,,0,0.0,0.0,0.0,20.43,0.6508183826734336,8.0,5.0,11.0,9.5,11.0
Liquid I.V.,Posh Peanut,472,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,9.0,5.0,12.0,10.5,12.0
Liquid I.V.,HATCH,94,,,0,0.0,0.0,0.0,18.41,0.5486946458184078,10.0,5.0,13.0,11.5,13.0
Liquid I.V.,Monica & Andy Inc.,942,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,12.0,5.0,14.0,13.0,14.0
Liquid I.V.,Tushbaby,206,,,0,0.0,0.0,0.0,13.94,0.2529245845461697,14.0,5.0,15.0,14.5,15.0
Liquid I.V.,Lunya,5398,150.0,75.0,3,0.0,0.0,0.0006,13.27,0.20306010490929405,15.0,5.0,16.0,15.5,16.0
Liquid I.V.,Newton Baby,375,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,17.0,5.0,17.0,17.0,17.0
Liquid I.V.,NOMAD Grills,14073,,,0,0.0,0.0,0.0,150.0,0.0,18.0,5.0,18.0,18.0,18.0
Beginning Boutique,Divi,1112,50.0,0.0,1,50.0,44.96,0.0009,39.29,1.0,1.0,6.0,1.0,1.0,1.0
Beginning Boutique,Caden Lane,4040,32.0,20.0,2,52.0,12.87,0.0005,26.02,0.8495749019293491,4.0,6.0,3.0,3.5,2.0
Beginning Boutique,Vegamour,16055,50.0,5.0,3,105.0,6.54,0.0002,26.28,0.9013331596535089,3.0,6.0,5.0,4.0,3.0
Beginning Boutique,Nanit,72,,,0,0.0,0.0,0.0,36.3,0.9483018622151193,2.0,6.0,7.0,4.5,4.0
Beginning Boutique,Snuggle Me Organic,828,20.0,10.0,1,20.0,24.15,0.0012,17.3,0.5027429722295981,9.0,6.0,2.0,5.5,5.0
Beginning Boutique,Dagne Dover,7759,30.0,20.0,1,30.0,3.87,0.0001,24.69,0.7513589611274494,6.0,6.0,6.0,6.0,6.0
Beginning Boutique,Tula Skincare,5286,50.0,0.0,1,0.0,0.0,0.0002,25.86,0.8022404697371255,5.0,6.0,8.0,6.5,7.0
Beginning Boutique,Liquid I.V.,9194,35.0,0.0,2,70.0,7.61,0.0002,15.0,0.4028587031127098,11.0,6.0,4.0,7.5,8.0
Beginning Boutique,Posh Peanut,131,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,7.0,6.0,9.0,8.0,9.0
Beginning Boutique,HATCH,84,,,0,0.0,0.0,0.0,18.41,0.5486946458184078,8.0,6.0,10.0,9.0,10.0
Beginning Boutique,Monica & Andy Inc.,682,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,10.0,6.0,11.0,10.5,11.0
Beginning Boutique,Lalo,2503,,,0,0.0,0.0,0.0,13.96,0.2999133270875397,12.0,6.0,12.0,12.0,12.0
Beginning Boutique,Tushbaby,260,,,0,0.0,0.0,0.0,13.94,0.2529245845461697,13.0,6.0,13.0,13.0,13.0
Beginning Boutique,BlendJet,2861,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,14.0,6.0,14.0,14.0,14.0
Beginning Boutique,Dreamland Baby,2760,40.0,0.0,1,0.0,0.0,0.0004,6.82,0.05111196837691195,15.0,6.0,15.0,15.0,15.0
Beginning Boutique,Newton Baby,459,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,16.0,6.0,16.0,16.0,16.0
Beginning Boutique,Yana Sleep,817,,,0,0.0,0.0,0.0,17.862578973758982,0.0,17.0,6.0,17.0,17.0,17.0
Beginning Boutique,NOMAD Grills,1669,,,0,0.0,0.0,0.0,150.0,0.0,18.0,6.0,18.0,18.0,18.0
Beginning Boutique,Moonglow,504,,,0,0.0,0.0,0.0,17.862578973758982,0.0,19.0,6.0,19.0,19.0,19.0
Licorice,Dagne Dover,279,30.0,20.0,3,70.0,250.9,0.0108,24.69,0.7513589611274494,2.0,7.0,1.0,1.5,1.0
Licorice,Caden Lane,2210,32.0,20.0,3,92.0,41.63,0.0014,26.02,0.8495749019293491,1.0,7.0,3.0,2.0,2.0
Licorice,Liquid I.V.,1912,35.0,0.0,4,105.0,54.92,0.0021,15.0,0.4028587031127098,3.0,7.0,2.0,2.5,3.0
Licorice,BlendJet,13297,10.0,5.0,8,60.0,4.51,0.0006,7.38,0.10240930656660041,4.0,7.0,5.0,4.5,4.0
Licorice,Newton Baby,87,3.0,0.0,1,3.0,34.48,0.0115,2.61,0.0017084082745076428,5.0,7.0,4.0,4.5,5.0
Licorice,NOMAD Grills,6572,,,0,0.0,0.0,0.0,150.0,0.0,6.0,7.0,6.0,6.0,6.0
Tower 28 Beauty,Caden Lane,1020,32.0,20.0,1,20.0,19.61,0.001,26.02,0.8495749019293491,2.0,8.0,4.0,3.0,1.0
Tower 28 Beauty,Dagne Dover,3385,30.0,20.0,4,110.0,32.5,0.0012,24.69,0.7513589611274494,3.0,8.0,3.0,3.0,2.0
Tower 28 Beauty,Divi,737,50.0,0.0,1,0.0,0.0,0.0014,39.29,1.0,1.0,8.0,6.0,3.5,3.0
Tower 28 Beauty,HATCH,174,40.0,10.0,1,40.0,229.89,0.0057,18.41,0.5486946458184078,6.0,8.0,1.0,3.5,4.0
Tower 28 Beauty,Lunya,3755,150.0,75.0,2,150.0,39.95,0.0005,13.27,0.20306010490929405,8.0,8.0,2.0,5.0,5.0
Tower 28 Beauty,Bodily,59,,,0,0.0,0.0,0.0,20.46,0.6960135470263176,4.0,8.0,7.0,5.5,6.0
Tower 28 Beauty,Liquid I.V.,8562,35.0,0.0,3,35.0,4.09,0.0004,15.0,0.4028587031127098,7.0,8.0,5.0,6.0,7.0
Tower 28 Beauty,Posh Peanut,89,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,5.0,8.0,8.0,6.5,8.0
Tower 28 Beauty,BlendJet,95,,,0,0.0,0.0,0.0,7.38,0.10240930656660041,9.0,8.0,9.0,9.0,9.0
Tower 28 Beauty,NOMAD Grills,825,,,0,0.0,0.0,0.0,150.0,0.0,10.0,8.0,10.0,10.0,10.0
Faherty Brand,Divi,628,50.0,0.0,2,50.0,79.62,0.0032,39.29,1.0,1.0,9.0,2.0,1.5,1.0
Faherty Brand,HATCH,680,40.0,10.0,5,110.0,161.76,0.0074,18.41,0.5486946458184078,4.0,9.0,1.0,2.5,2.0
Faherty Brand,Tula Skincare,4083,50.0,0.0,5,50.0,12.25,0.0012,25.86,0.8022404697371255,2.0,9.0,4.0,3.0,3.0
Faherty Brand,Bodily,651,35.0,12.0,1,35.0,53.76,0.0015,20.46,0.6960135470263176,3.0,9.0,3.0,3.0,4.0
Beyond Polish,Divi,226,50.0,0.0,1,50.0,221.24,0.0044,39.29,1.0,1.0,10.0,1.0,1.0,1.0
Beyond Polish,Vegamour,6288,50.0,4.0,6,215.0,34.19,0.001,26.28,0.9013331596535089,3.0,10.0,3.0,3.0,2.0
Beyond Polish,Caden Lane,1404,32.0,20.0,3,72.0,51.28,0.0021,26.02,0.8495749019293491,4.0,10.0,2.0,3.0,3.0
Beyond Polish,Nanit,140,,,0,0.0,0.0,0.0,36.3,0.9483018622151193,2.0,10.0,7.0,4.5,4.0
Beyond Polish,Snuggle Me Organic,345,20.0,10.0,1,10.0,28.99,0.0029,17.3,0.5027429722295981,8.0,10.0,4.0,6.0,5.0
Beyond Polish,Tula Skincare,723,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,5.0,10.0,8.0,6.5,6.0
Beyond Polish,Bodily,80,,,0,0.0,0.0,0.0,20.46,0.6960135470263176,6.0,10.0,9.0,7.5,7.0
Beyond Polish,Liquid I.V.,5230,35.0,0.0,3,35.0,6.69,0.0006,15.0,0.4028587031127098,10.0,10.0,5.0,7.5,8.0
Beyond Polish,HATCH,52,,,0,0.0,0.0,0.0,18.41,0.5486946458184078,7.0,10.0,10.0,8.5,9.0
Beyond Polish,Monica & Andy Inc.,232,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,9.0,10.0,11.0,10.0,10.0
Beyond Polish,BlendJet,3237,10.0,5.0,1,5.0,1.54,0.0003,7.38,0.10240930656660041,15.0,10.0,6.0,10.5,11.0
Beyond Polish,Solly Baby,59,,,0,0.0,0.0,0.0,14.86,0.35171166477121857,11.0,10.0,12.0,11.5,12.0
Beyond Polish,Lalo,70,,,0,0.0,0.0,0.0,13.96,0.2999133270875397,12.0,10.0,13.0,12.5,13.0
Beyond Polish,Tushbaby,71,,,0,0.0,0.0,0.0,13.94,0.2529245845461697,13.0,10.0,14.0,13.5,14.0
Beyond Polish,Lunya,1607,,,0,0.0,0.0,0.0,13.27,0.20306010490929405,14.0,10.0,15.0,14.5,15.0
Beyond Polish,Dreamland Baby,77,,,0,0.0,0.0,0.0,6.82,0.05111196837691195,16.0,10.0,16.0,16.0,16.0
Beyond Polish,Newton Baby,152,,,0,0.0,0.0,0.0,2.61,0.0017084082745076428,17.0,10.0,17.0,17.0,17.0
Beyond Polish,NOMAD Grills,6568,,,0,0.0,0.0,0.0,150.0,0.0,18.0,10.0,18.0,18.0,18.0
Primally Pure,Nanit,259,50.0,25.0,1,50.0,193.05,0.0039,36.3,0.9483018622151193,1.0,11.0,3.0,2.0,1.0
Primally Pure,Gathre,483,20.0,20.0,6,120.0,248.45,0.0124,20.43,0.6508183826734336,4.0,11.0,1.0,2.5,2.0
Primally Pure,Caden Lane,12994,32.0,20.0,23,580.0,44.64,0.0018,26.02,0.8495749019293491,2.0,11.0,5.0,3.5,3.0
Primally Pure,HATCH,207,40.0,10.0,2,50.0,241.55,0.0097,18.41,0.5486946458184078,6.0,11.0,2.0,4.0,4.0
Primally Pure,Dagne Dover,1511,30.0,20.0,2,40.0,26.47,0.0013,24.69,0.7513589611274494,3.0,11.0,7.0,5.0,5.0
Primally Pure,Snuggle Me Organic,2440,20.0,10.0,5,90.0,36.89,0.002,17.3,0.5027429722295981,7.0,11.0,6.0,6.5,6.0
Primally Pure,Lalo,225,20.0,10.0,1,20.0,88.89,0.0044,13.96,0.2999133270875397,10.0,11.0,4.0,7.0,7.0
Primally Pure,Posh Peanut,279,,,0,0.0,0.0,0.0,19.76,0.6014549025305485,5.0,11.0,11.0,8.0,8.0
Primally Pure,Liquid I.V.,6051,35.0,0.0,2,35.0,5.78,0.0003,15.0,0.4028587031127098,8.0,11.0,9.0,8.5,9.0
Primally Pure,Solly Baby,782,,,0,0.0,0.0,0.0,14.86,0.35171166477121857,9.0,11.0,12.0,10.5,10.0
Primally Pure,Tushbaby,127,,,0,0.0,0.0,0.0,13.94,0.2529245845461697,11.0,11.0,13.0,12.0,11.0
Primally Pure,BlendJet,958,10.0,5.0,1,5.0,5.22,0.001,7.38,0.10240930656660041,14.0,11.0,10.0,12.0,12.0
Primally Pure,Newton Baby,1173,3.0,0.0,4,18.0,15.35,0.0034,2.61,0.0017084082745076428,16.0,11.0,8.0,12.0,13.0
Primally Pure,Lunya,5826,150.0,75.0,2,0.0,0.0,0.0003,13.27,0.20306010490929405,12.0,11.0,14.0,13.0,14.0
Primally Pure,Kate Quinn,296,30.0,0.0,1,0.0,0.0,0.0034,12.86,0.15288500558614435,13.0,11.0,15.0,14.0,15.0
Primally Pure,Dreamland Baby,390,40.0,0.0,2,0.0,0.0,0.0051,6.82,0.05111196837691195,15.0,11.0,16.0,15.5,16.0
Primally Pure,NOMAD Grills,2299,,,0,0.0,0.0,0.0,150.0,0.0,17.0,11.0,17.0,17.0,17.0
ARMRA Colostrum™,Divi,727,50.0,0.0,4,150.0,206.33,0.0055,39.29,1.0,1.0,12.0,1.0,1.0,1.0
ARMRA Colostrum™,Caden Lane,3030,32.0,20.0,17,436.0,143.89,0.0056,26.02,0.8495749019293491,2.0,12.0,2.0,2.0,2.0
ARMRA Colostrum™,Dagne Dover,712,30.0,20.0,4,100.0,140.45,0.0056,24.69,0.7513589611274494,4.0,12.0,3.0,3.5,3.0
ARMRA Colostrum™,Tula Skincare,1383,50.0,0.0,1,50.0,36.15,0.0007,25.86,0.8022404697371255,3.0,12.0,8.0,5.5,4.0
ARMRA Colostrum™,Monica & Andy Inc.,175,45.0,10.0,2,20.0,114.29,0.0114,15.62,0.44882039669139945,8.0,12.0,5.0,6.5,5.0
ARMRA Colostrum™,Gathre,60,,,0,0.0,0.0,0.0,20.43,0.6508183826734336,5.0,12.0,9.0,7.0,6.0
ARMRA Colostrum™,Lunya,2675,150.0,75.0,13,375.0,140.19,0.0049,13.27,0.20306010490929405,10.0,12.0,4.0,7.0,7.0
ARMRA Colostrum™,HATCH,202,,,0,0.0,0.0,0.0,18.41,0.5486946458184078,6.0,12.0,10.0,8.0,8.0
ARMRA Colostrum™,Snuggle Me Organic,320,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,7.0,12.0,11.0,9.0,9.0
ARMRA Colostrum™,BlendJet,1392,10.0,5.0,7,55.0,39.51,0.005,7.38,0.10240930656660041,11.0,12.0,7.0,9.0,10.0
ARMRA Colostrum™,Newton Baby,143,3.0,0.0,2,6.0,41.96,0.014,2.61,0.0017084082745076428,12.0,12.0,6.0,9.0,11.0
ARMRA Colostrum™,Lalo,107,,,0,0.0,0.0,0.0,13.96,0.2999133270875397,9.0,12.0,12.0,10.5,12.0
ARMRA Colostrum™,NOMAD Grills,9737,,,0,0.0,0.0,0.0,150.0,0.0,13.0,12.0,13.0,13.0,13.0
Blueland,Vegamour,1610,50.0,4.0,7,170.0,105.59,0.0043,26.28,0.9013331596535089,1.0,13.0,3.0,2.0,1.0
Blueland,Caden Lane,1539,32.0,20.0,4,104.0,67.58,0.0026,26.02,0.8495749019293491,2.0,13.0,5.0,3.5,2.0
Blueland,Dagne Dover,616,30.0,20.0,2,50.0,81.17,0.0032,24.69,0.7513589611274494,4.0,13.0,4.0,4.0,3.0
Blueland,HATCH,153,40.0,10.0,2,50.0,326.8,0.0131,18.41,0.5486946458184078,7.0,13.0,1.0,4.0,4.0
Blueland,Tula Skincare,504,,,0,0.0,0.0,0.0,25.86,0.8022404697371255,3.0,13.0,7.0,5.0,5.0
Blueland,Bodily,123,,,0,0.0,0.0,0.0,20.46,0.6960135470263176,5.0,13.0,8.0,6.5,6.0
Blueland,Solly Baby,98,18.0,12.0,1,18.0,183.67,0.0102,14.86,0.35171166477121857,11.0,13.0,2.0,6.5,7.0
Blueland,Gathre,137,,,0,0.0,0.0,0.0,20.43,0.6508183826734336,6.0,13.0,9.0,7.5,8.0
Blueland,Snuggle Me Organic,243,,,0,0.0,0.0,0.0,17.3,0.5027429722295981,8.0,13.0,10.0,9.0,9.0
Blueland,Monica & Andy Inc.,293,,,0,0.0,0.0,0.0,15.62,0.44882039669139945,9.0,13.0,11.0,10.0,10.0
Blueland,BlendJet,1233,10.0,5.0,5,25.0,20.28,0.0041,7.38,0.10240930656660041,15.0,13.0,6.0,10.5,11.0
Blueland,Liquid I.V.,2899,,,0,0.0,0.0,0.0,15.0,0.4028587031127098,10.0,13.0,12.0,11.0,12.0
Blueland,Lalo,178,,,0,0.0,0.0,0.0,13.96,0.2999133270875397,12.0,13.0,13.0,12.5,13.0
Blueland,Tushbaby,94,,,0,0.0,0.0,0.0,13.94,0.2529245845461697,13.0,13.0,14.0,13.5,14.0
Blueland,Lunya,3575,150.0,75.0,1,0.0,0.0,0.0003,13.27,0.20306010490929405,14.0,13.0,15.0,14.5,15.0
Blueland,Dreamland Baby,94,40.0,0.0,1,0.0,0.0,0.0106,6.82,0.05111196837691195,16.0,13.0,16.0,16.0,16.0
Blueland,Newton Baby,204,3.0,0.0,1,0.0,0.0,0.0049,2.61,0.0017084082745076428,17.0,13.0,17.0,17.0,17.0
Blueland,NOMAD Grills,9591,,,0,0.0,0.0,0.0,150.0,0.0,18.0,13.0,18.0,18.0,18.0
Amberjack,Nanit,100,,,0,0.0,0.0,0.0,36.3,0.9483018622151193,1.0,14.0,3.0,2.0,1.0
Amberjack,Dagne Dover,808,30.0,20.0,1,20.0,24.75,0.0012,24.69,0.7513589611274494,4.0,14.0,1.0,2.5,2.0
