disco_event_time,disco_order_time,DAYS_TO_ATTRIBUTION,EVENT_TYPE,CUSTOMER_TYPE,ATTRIBUTION_METHOD,BILLABLE_AMOUNT,event_sec_dist,order_sec_dist,avg_sec_dist,cl_order_num_count,claim?,cl_order_num,northbeam_platform,cl_source,cl_order_time,cl_event_time,cl_attribution_days
2024-01-29 19:08:31.611000+00:00,2024-01-30 16:48:04+00:00,1,display,returning,direct_email_match,20,269,7684,3976,2,,2398890,Google Ads,adwords,2024-01-30 18:56:08+00:00,2024-01-29 19:13:00.511000+00:00,0
2023-12-26 22:24:52.912000+00:00,2024-01-01 15:17:12+00:00,6,display,returning,order_mapping_hash,20,5168,2785,3977,7,no,2336704,MNTN,mntn,2024-01-01 14:30:47+00:00,2023-12-26 20:58:44.774000+00:00,5
2023-12-28 22:15:19.141000+00:00,2024-01-02 01:35:42+00:00,5,display,returning,consumer_hash,20,7627,331,3979,5,no,2338379,Organic,direct,2024-01-02 01:30:11+00:00,2023-12-29 00:22:26.009000+00:00,4
2023-12-28 14:56:17.612000+00:00,2024-01-03 15:16:28+00:00,6,display,returning,direct_email_match,20,7181,795,3988,9,,2341333,MNTN,mntn,2024-01-03 15:03:13+00:00,2023-12-28 16:55:58.336000+00:00,5
2024-01-26 14:41:59.022000+00:00,2024-01-26 18:08:16+00:00,0,display,returning,device_identifier_hash,20,1951,6037,3994,1,,2389489,Google Ads,adwords,2024-01-26 16:27:39+00:00,2024-01-26 15:14:29.768000+00:00,0
2024-01-21 04:12:25.777000+00:00,2024-01-28 19:49:43+00:00,7,display,lapsed,order_mapping_hash,32,6260,1729,3995,2,,2394291,Organic,direct,2024-01-28 20:18:32+00:00,2024-01-21 02:28:05.412000+00:00,7
2024-01-01 15:59:00.007000+00:00,2024-01-02 17:53:24+00:00,1,display,new,consumer_hash,32,2891,5121,4006,1,,2339449,Organic,direct,2024-01-02 16:28:03+00:00,2024-01-01 15:10:49.197000+00:00,1
2024-01-08 14:11:56.785000+00:00,2024-01-09 13:40:51+00:00,1,display,returning,direct_email_match,20,3155,4867,4011,2,,2353700,Organic,direct,2024-01-09 12:19:44+00:00,2024-01-08 15:04:31.578000+00:00,0
2024-01-06 01:34:18.107000+00:00,2024-01-13 01:29:51+00:00,7,display,returning,direct_email_match,20,1040,7027,4033,1,,2360883,Organic Search,referral,2024-01-13 03:26:58+00:00,2024-01-06 01:16:58.472000+00:00,7
2024-01-12 15:23:44.575000+00:00,2024-01-18 21:44:59+00:00,6,display,new,direct_email_match,32,8074,26,4050,1,,2373063,Instagram Shop,utm medium - Social,2024-01-18 21:45:25+00:00,2024-01-12 17:38:18.731000+00:00,6
2023-12-28 02:59:13.754000+00:00,2024-01-04 19:27:11+00:00,7,display,returning,consumer_hash,20,7916,188,4052,1,,2344367,Google Ads,adwords,2024-01-04 19:30:19+00:00,2023-12-28 00:47:18.052000+00:00,7
2024-01-02 02:43:06.863000+00:00,2024-01-04 20:27:18+00:00,2,display,new,consumer_hash,32,4039,4078,4058,3,,2344336,Organic,direct,2024-01-04 19:19:20+00:00,2024-01-02 01:35:48.128000+00:00,2
2024-01-11 15:11:15.288000+00:00,2024-01-11 18:09:55+00:00,0,display,returning,device_identifier_hash,20,4361,3761,4061,1,,2357710,Organic Search,referral,2024-01-11 17:07:14+00:00,2024-01-11 16:23:56.487000+00:00,0
2024-01-04 21:07:40.233000+00:00,2024-01-05 03:10:11+00:00,1,display,new,consumer_hash,32,2819,5321,4070,2,,2345468,Organic,direct,2024-01-05 04:38:52+00:00,2024-01-04 20:20:41.591000+00:00,0
2024-01-22 02:42:50.333000+00:00,2024-01-29 02:18:16+00:00,7,display,returning,direct_email_match,20,4495,3677,4086,10,,2395130,Organic,direct,2024-01-29 01:16:59+00:00,2024-01-22 01:27:55.037000+00:00,6
2024-01-08 15:06:49.942000+00:00,2024-01-13 18:55:26+00:00,5,display,new,direct_email_match,32,3463,4731,4097,1,,2361973,Organic,direct,2024-01-13 17:36:35+00:00,2024-01-08 14:09:06.545000+00:00,5
2024-01-19 13:23:51.375000+00:00,2024-01-24 16:29:31+00:00,5,display,new,direct_email_match,32,6681,1517,4099,5,,2385493,MNTN,mntn,2024-01-24 16:54:48+00:00,2024-01-19 15:15:12.664000+00:00,5
2024-01-22 15:35:08.245000+00:00,2024-01-27 16:14:20+00:00,5,display,returning,direct_email_match,20,457,7750,4103,3,,2391979,Facebook Ads,fb,2024-01-27 18:23:30+00:00,2024-01-22 15:27:31.398000+00:00,5
2024-01-29 13:05:25.711000+00:00,2024-01-30 03:45:06+00:00,1,display,returning,direct_email_match,20,5194,3040,4117,1,,2397986,Organic,direct,2024-01-30 04:35:46+00:00,2024-01-29 14:32:00.070000+00:00,0
2024-01-26 22:02:56.580000+00:00,2024-01-29 00:20:07+00:00,3,display,returning,direct_email_match,20,1768,6478,4123,4,,2394677,Organic,direct,2024-01-28 22:32:09+00:00,2024-01-26 22:32:24.514000+00:00,1
2024-01-17 19:53:57.858000+00:00,2024-01-24 02:33:46+00:00,7,display,returning,direct_email_match,20,3034,5228,4131,7,,2384554,Facebook Ads,fb,2024-01-24 01:06:38+00:00,2024-01-17 20:44:31.652000+00:00,6
2024-01-27 04:14:06.824000+00:00,2024-01-31 02:18:13+00:00,4,display,returning,direct_email_match,20,308,7994,4151,4,,2399972,Klaviyo,utm medium - email,2024-01-31 04:31:27+00:00,2024-01-27 04:19:15.210000+00:00,4
2024-01-15 21:37:43.643000+00:00,2024-01-20 02:09:31+00:00,5,display,returning,direct_email_match,20,5795,2510,4153,2,,2375715,Organic,direct,2024-01-20 02:51:21+00:00,2024-01-15 20:01:08.628000+00:00,4
2024-01-08 17:32:58.621000+00:00,2024-01-09 16:55:58+00:00,1,display,returning,direct_email_match,20,4249,4091,4170,1,,2354224,Organic,direct,2024-01-09 18:04:09+00:00,2024-01-08 18:43:47.456000+00:00,0
2024-01-25 03:11:22.293000+00:00,2024-01-27 11:29:08+00:00,2,display,returning,order_mapping_hash,20,128,8215,4171,5,,2391374,Organic,direct,2024-01-27 13:46:03+00:00,2024-01-25 03:13:30.060000+00:00,2
2024-01-22 14:33:35.266000+00:00,2024-01-29 23:14:20+00:00,7,display,new,consumer_hash,32,883,7529,4206,1,,2397467,Klaviyo,utm medium - email,2024-01-30 01:19:49+00:00,2024-01-22 14:18:52.234000+00:00,7
2024-01-26 03:38:22.256000+00:00,2024-01-31 05:16:07+00:00,5,display,new,direct_email_match,32,3197,5218,4207,2,,2399901,Organic,direct,2024-01-31 03:49:09+00:00,2024-01-26 02:45:05.505000+00:00,5
2024-01-18 03:37:35.952000+00:00,2024-01-21 16:37:28+00:00,3,display,returning,direct_email_match,20,6153,2263,4208,1,,2379132,Organic,direct,2024-01-21 15:59:45+00:00,2024-01-18 05:20:08.631000+00:00,3
2023-12-30 15:16:05.306000+00:00,2024-01-01 16:51:09+00:00,2,display,new,consumer_hash,32,4,8422,4213,7,no,2336704,Organic,direct,2024-01-01 14:30:47+00:00,2023-12-30 15:16:01.416000+00:00,1
2024-01-19 20:41:52.713000+00:00,2024-01-26 21:44:29+00:00,7,display,new,direct_email_match,32,2977,5466,4222,2,,2390162,Organic,direct,2024-01-26 20:13:23+00:00,2024-01-19 19:52:15.310000+00:00,7
2024-01-19 08:13:52.347000+00:00,2024-01-19 10:46:23+00:00,0,display,returning,device_identifier_hash,20,5774,2678,4226,2,,2373908,Google Ads,adwords,2024-01-19 10:01:45+00:00,2024-01-19 09:50:06.052000+00:00,0
2023-12-29 16:51:06.927000+00:00,2024-01-05 02:14:26+00:00,7,display,returning,consumer_hash,20,7603,903,4253,5,,2345229,Organic,direct,2024-01-05 02:29:29+00:00,2023-12-29 18:57:50.139000+00:00,6
2024-01-06 23:50:54.700000+00:00,2024-01-09 06:46:32+00:00,3,display,returning,direct_email_match,20,3856,4662,4259,4,,2353600,Organic,direct,2024-01-09 05:28:50+00:00,2024-01-07 00:55:10.384000+00:00,2
2024-01-28 03:44:01.271000+00:00,2024-01-29 00:08:11+00:00,1,display,returning,consumer_hash,20,2915,5603,4259,2,,2395232,Klaviyo,utm medium - email,2024-01-29 01:41:34+00:00,2024-01-28 02:55:26.342000+00:00,0
2023-12-28 18:27:45.812000+00:00,2024-01-02 16:08:58+00:00,5,display,returning,consumer_hash,20,2794,5741,4268,1,,2339241,Rakuten,utm medium -,2024-01-02 14:33:17+00:00,2023-12-28 19:14:20.008000+00:00,4
2024-01-22 02:05:38.028000+00:00,2024-01-22 20:04:33+00:00,0,display,returning,direct_email_match,20,5670,2866,4268,1,,2382025,Organic,direct,2024-01-22 19:16:47+00:00,2024-01-22 00:31:07.774000+00:00,0
2023-12-29 17:17:55.560000+00:00,2024-01-02 21:07:27+00:00,4,display,new,consumer_hash,32,1376,7164,4270,17,,2339833,MNTN,mntn,2024-01-02 19:08:03+00:00,2023-12-29 17:40:51.517000+00:00,4
2024-01-06 01:37:24.321000+00:00,2024-01-12 22:43:56+00:00,6,display,new,direct_email_match,32,4939,3602,4270,1,,2360233,Facebook Ads,fb,2024-01-12 21:43:54+00:00,2024-01-06 00:15:05.553000+00:00,6
2024-01-14 01:21:01.461000+00:00,2024-01-17 19:54:57+00:00,3,display,returning,direct_email_match,20,3797,4750,4274,2,,2370857,Organic,direct,2024-01-17 18:35:47+00:00,2024-01-14 00:17:44.162000+00:00,3
2024-01-22 21:11:20.668000+00:00,2024-01-29 18:57:04+00:00,7,display,returning,direct_email_match,20,1752,6820,4286,1,,2396515,Organic,direct,2024-01-29 17:03:24+00:00,2024-01-22 20:42:08.416000+00:00,6
2024-01-22 11:57:09.611000+00:00,2024-01-23 01:36:02+00:00,1,display,returning,direct_email_match,20,3071,5531,4301,8,,2382887,Klaviyo,utm medium - email,2024-01-23 03:08:13+00:00,2024-01-22 12:48:20.445000+00:00,0
2024-01-03 18:40:34.662000+00:00,2024-01-05 01:17:38+00:00,2,display,new,direct_email_match,32,521,8096,4308,6,,2344785,MNTN,mntn,2024-01-04 23:02:42+00:00,2024-01-03 18:31:53.667000+00:00,1
2024-01-01 05:21:47.442000+00:00,2024-01-03 03:38:10+00:00,2,display,new,order_mapping_hash,32,1946,6687,4316,2,,2340609,Organic,direct,2024-01-03 01:46:43+00:00,2024-01-01 05:54:13.301000+00:00,1
2024-01-10 05:31:50.862000+00:00,2024-01-10 17:19:16+00:00,0,display,returning,direct_email_match,20,6475,2177,4326,3,,2355994,Organic,direct,2024-01-10 17:55:33+00:00,2024-01-10 03:43:55.563000+00:00,0
2024-01-13 02:43:16.464000+00:00,2024-01-16 12:52:22+00:00,3,display,new,direct_email_match,32,1680,6997,4338,2,,2368201,Organic,direct,2024-01-16 10:55:45+00:00,2024-01-13 02:15:16.686000+00:00,3
2023-12-28 16:05:54.547000+00:00,2024-01-03 03:05:44+00:00,6,display,returning,consumer_hash,20,3082,5629,4355,2,,2340934,Klaviyo,utm medium - email,2024-01-03 04:39:33+00:00,2023-12-28 16:57:16.388000+00:00,5
2024-01-06 18:30:04.081000+00:00,2024-01-13 14:31:14+00:00,7,display,new,direct_email_match,32,4098,4615,4357,1,,2361537,Google Ads,adwords,2024-01-13 15:48:09+00:00,2024-01-06 19:38:22.364000+00:00,6
2024-01-11 19:39:00.782000+00:00,2024-01-13 12:58:47+00:00,2,display,returning,direct_email_match,20,2081,6638,4359,2,,2361136,Organic,direct,2024-01-13 11:08:09+00:00,2024-01-11 19:04:20.009000+00:00,1
2023-12-29 18:24:42.455000+00:00,2024-01-02 21:24:05+00:00,4,display,new,consumer_hash,32,560,8162,4361,17,,2339833,Facebook Ads,fb,2024-01-02 19:08:03+00:00,2023-12-29 18:15:22.391000+00:00,4
2024-01-12 17:14:22.883000+00:00,2024-01-14 02:03:15+00:00,2,display,returning,order_mapping_hash,20,3736,4989,4363,4,,2363012,Organic,direct,2024-01-14 00:40:06+00:00,2024-01-12 18:16:39.104000+00:00,1
2024-01-25 01:39:51.060000+00:00,2024-01-28 20:00:45+00:00,3,display,returning,direct_email_match,20,2374,6353,4364,3,,2394563,Organic,direct,2024-01-28 21:46:38+00:00,2024-01-25 01:00:16.757000+00:00,3
2024-01-23 00:05:32.656000+00:00,2024-01-28 19:45:02+00:00,5,display,returning,direct_email_match,20,3709,5031,4370,2,,2393987,Facebook Ads,fb,2024-01-28 18:21:11+00:00,2024-01-22 23:03:43.741000+00:00,5
2023-12-29 20:32:08.464000+00:00,2024-01-01 05:22:19+00:00,3,display,lapsed,direct_email_match,32,2570,6193,4381,4,no,2336170,Microsoft Ads,microsoft,2024-01-01 03:39:06+00:00,2023-12-29 19:49:18.665000+00:00,2
2024-01-10 15:26:16.589000+00:00,2024-01-10 19:11:07+00:00,0,display,returning,device_identifier_hash,20,3044,5726,4385,2,,2356294,Klaviyo,utm medium - email,2024-01-10 20:46:33+00:00,2024-01-10 16:17:00.792000+00:00,0
2024-01-22 19:34:37.723000+00:00,2024-01-28 02:23:41+00:00,6,display,returning,direct_email_match,20,3032,5751,4391,1,,2393066,Organic,direct,2024-01-28 03:59:32+00:00,2024-01-22 18:44:06.043000+00:00,5
2024-01-13 02:46:18.532000+00:00,2024-01-14 20:09:27+00:00,1,display,returning,direct_email_match,20,5104,3683,4393,1,,2364493,Organic,direct,2024-01-14 19:08:04+00:00,2024-01-13 01:21:14.886000+00:00,1
2024-01-02 19:04:19.543000+00:00,2024-01-06 20:00:03+00:00,4,display,returning,order_mapping_hash,20,5739,3049,4394,3,,2348426,Google Ads,adwords,2024-01-06 19:09:14+00:00,2024-01-02 17:28:40.993000+00:00,4
2024-01-22 04:46:50.853000+00:00,2024-01-27 18:35:55+00:00,5,display,new,direct_email_match,32,8049,745,4397,3,,2391979,Facebook Ads,fb,2024-01-27 18:23:30+00:00,2024-01-22 07:00:59.667000+00:00,5
2024-01-26 23:09:00.863000+00:00,2024-01-27 01:53:31+00:00,1,display,returning,device_identifier_hash,20,1403,7417,4410,3,,2391057,Organic,direct,2024-01-27 03:57:08+00:00,2024-01-26 22:45:37.813000+00:00,0
2024-01-02 11:00:12.734000+00:00,2024-01-02 16:53:24+00:00,0,display,new,order_mapping_hash,32,742,8079,4410,17,,2339833,MNTN,mntn,2024-01-02 19:08:03+00:00,2024-01-02 10:47:50.842000+00:00,0
2023-12-29 16:56:32.286000+00:00,2024-01-01 04:05:32+00:00,3,display,returning,order_mapping_hash,20,7278,1586,4432,4,no,2336170,Organic,direct,2024-01-01 03:39:06+00:00,2023-12-29 18:57:50.139000+00:00,2
2024-01-01 22:13:22.542000+00:00,2024-01-04 15:14:32+00:00,3,display,returning,order_mapping_hash,20,8101,767,4434,3,,2343703,Facebook Ads,fb,2024-01-04 15:01:45+00:00,2024-01-01 19:58:21.470000+00:00,2
2024-01-05 16:05:25.918000+00:00,2024-01-09 13:36:12+00:00,4,display,returning,consumer_hash,20,8564,305,4434,1,,2353758,Organic,direct,2024-01-09 13:41:17+00:00,2024-01-05 13:42:42.035000+00:00,3
2024-01-03 02:23:42.441000+00:00,2024-01-04 18:54:58+00:00,1,display,returning,consumer_hash,20,319,8570,4444,5,,2344602,Organic,direct,2024-01-04 21:17:48+00:00,2024-01-03 02:18:23.807000+00:00,1
2024-01-30 23:11:31.353000+00:00,2024-01-31 04:27:31+00:00,1,display,new,device_identifier_hash,32,1911,7004,4458,4,,2400054,Google Ads,adwords,2024-01-31 06:24:15+00:00,2024-01-30 22:39:39.870000+00:00,0
2024-01-03 16:19:03.987000+00:00,2024-01-09 19:43:07+00:00,6,display,returning,direct_email_match,20,3333,5614,4473,3,,2354245,Klaviyo,utm medium - email,2024-01-09 18:09:33+00:00,2024-01-03 17:14:36.705000+00:00,6
2024-01-03 20:15:08.224000+00:00,2024-01-08 04:29:29+00:00,5,display,returning,consumer_hash,20,1023,7952,4488,6,,2351527,Organic,direct,2024-01-08 02:16:57+00:00,2024-01-03 19:58:05.172000+00:00,4
2023-12-31 15:00:47.371000+00:00,2024-01-04 01:31:21+00:00,4,display,new,consumer_hash,32,7827,1156,4491,3,,2342753,Facebook Organic,referral,2024-01-04 01:50:37+00:00,2023-12-31 17:11:14.183000+00:00,3
2023-12-30 08:09:29.705000+00:00,2024-01-01 16:35:58+00:00,2,display,returning,order_mapping_hash,20,6119,2866,4493,8,no,2337173,MNTN,mntn,2024-01-01 17:23:44+00:00,2023-12-30 06:27:30.551000+00:00,2
2024-01-22 22:50:40.681000+00:00,2024-01-23 21:52:05+00:00,1,display,returning,direct_email_match,20,150,8840,4495,6,,2384446,Organic,direct,2024-01-24 00:19:25+00:00,2024-01-22 22:48:10.256000+00:00,1
2024-01-09 06:52:55.267000+00:00,2024-01-13 01:39:12+00:00,4,click,new,direct_email_match,32,6856,2137,4496,4,,2360716,Facebook Ads,fb,2024-01-13 02:14:49+00:00,2024-01-09 04:58:39.368000+00:00,3
2023-12-30 20:18:50.557000+00:00,2024-01-03 20:37:23+00:00,4,display,new,direct_email_match,32,1681,7334,4508,3,,2341881,Klaviyo,utm medium - email,2024-01-03 18:35:09+00:00,2023-12-30 20:46:51.924000+00:00,3
2024-01-01 03:39:25.749000+00:00,2024-01-01 09:07:05+00:00,0,display,new,device_identifier_hash,32,2807,6222,4515,1,,2336471,Organic,direct,2024-01-01 07:23:23+00:00,2024-01-01 04:26:13.115000+00:00,0
2024-01-25 15:54:05.197000+00:00,2024-01-26 17:46:39+00:00,1,display,returning,direct_email_match,20,5829,3205,4517,7,,2389540,MNTN,mntn,2024-01-26 16:53:14+00:00,2024-01-25 14:16:55.804000+00:00,1
2024-01-21 22:42:17.502000+00:00,2024-01-26 16:25:30+00:00,5,display,new,direct_email_match,32,7397,1664,4530,7,,2389540,Google Ads,adwords,2024-01-26 16:53:14+00:00,2024-01-22 00:45:34.025000+00:00,4
2024-01-11 15:22:33.546000+00:00,2024-01-15 16:16:34+00:00,4,display,returning,direct_email_match,20,8969,95,4532,1,,2366305,Organic,direct,2024-01-15 16:18:09+00:00,2024-01-11 17:52:02.583000+00:00,3
2024-01-26 20:58:14.480000+00:00,2024-01-27 02:01:20+00:00,1,display,returning,device_identifier_hash,20,7957,1121,4539,3,,2390888,Organic,direct,2024-01-27 02:20:01+00:00,2024-01-26 18:45:37.223000+00:00,0
2024-01-24 01:25:29.827000+00:00,2024-01-25 01:45:46+00:00,1,display,returning,direct_email_match,20,6513,2568,4541,5,,2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-24 03:14:02.865000+00:00,0
2023-12-30 20:57:53.183000+00:00,2024-01-06 04:13:56+00:00,7,display,new,order_mapping_hash,32,1632,7450,4541,3,,2347318,Google Ads,adwords,2024-01-06 02:09:46+00:00,2023-12-30 20:30:41.333000+00:00,6
2024-01-31 17:31:21.176000+00:00,2024-01-31 21:07:02+00:00,0,display,returning,device_identifier_hash,20,2897,6206,4552,1,,2400949,Organic Search,referral,2024-01-31 19:23:36+00:00,2024-01-31 18:19:38.375000+00:00,0
2023-12-30 03:44:21.272000+00:00,2024-01-01 15:05:41+00:00,2,display,returning,consumer_hash,20,232,8914,4573,2,no,2336560,MNTN,mntn,2024-01-01 12:37:07+00:00,2023-12-30 03:48:12.810000+00:00,2
2023-12-29 19:40:50.323000+00:00,2024-01-01 13:51:49+00:00,3,display,returning,direct_email_match,20,6826,2338,4582,7,no,2336704,Organic,direct,2024-01-01 14:30:47+00:00,2023-12-29 17:47:04.231000+00:00,2
2024-01-07 05:36:43.920000+00:00,2024-01-07 13:38:21+00:00,0,display,new,order_mapping_hash,32,2049,7157,4603,1,,2350150,Klaviyo,utm medium - email,2024-01-07 15:37:38+00:00,2024-01-07 05:02:34.455000+00:00,0
2024-01-19 20:51:25.216000+00:00,2024-01-25 01:07:28+00:00,6,display,returning,direct_email_match,20,4391,4866,4628,5,,2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-19 19:38:14.383000+00:00,5
2024-01-06 21:57:36.826000+00:00,2024-01-08 16:45:33+00:00,2,display,new,consumer_hash,32,1769,7497,4633,1,,2352586,Organic,direct,2024-01-08 18:50:30+00:00,2024-01-06 22:27:05.472000+00:00,1
2024-01-28 18:23:50.575000+00:00,2024-01-29 22:20:57+00:00,1,display,new,consumer_hash,32,7122,2146,4634,1,,2397073,Google Ads,adwords,2024-01-29 21:45:11+00:00,2024-01-28 20:22:32.962000+00:00,1
2024-01-02 09:39:24.596000+00:00,2024-01-04 15:07:18+00:00,2,display,new,consumer_hash,32,2480,6811,4646,3,,2344030,MNTN,mntn,2024-01-04 17:00:49+00:00,2024-01-02 10:20:44.921000+00:00,2
2024-01-06 07:03:26.743000+00:00,2024-01-09 05:23:44+00:00,3,display,returning,direct_email_match,20,3977,5325,4651,3,,2353637,Organic Search,referral,2024-01-09 06:52:29+00:00,2024-01-06 05:57:09.587000+00:00,3
2024-01-01 05:21:59.386000+00:00,2024-01-02 21:19:31+00:00,1,display,returning,order_mapping_hash,20,1934,7372,4653,1,,2340325,Organic,direct,2024-01-02 23:22:23+00:00,2024-01-01 05:54:13.301000+00:00,1
2023-12-28 14:20:49.781000+00:00,2024-01-01 16:54:55+00:00,4,display,returning,consumer_hash,20,3119,6199,4659,2,no,2336815,Organic Search,referral,2024-01-01 15:11:36+00:00,2023-12-28 15:12:48.348000+00:00,3
2024-01-03 17:43:37.479000+00:00,2024-01-09 21:52:32+00:00,6,display,returning,direct_email_match,20,4630,4697,4663,4,,2354811,MNTN,mntn,2024-01-09 23:10:49+00:00,2024-01-03 19:00:47.267000+00:00,6
2024-01-28 23:13:14.015000+00:00,2024-01-31 17:11:04+00:00,3,display,returning,direct_email_match,20,5389,3956,4673,1,,2400792,Google Ads,adwords,2024-01-31 18:17:00+00:00,2024-01-29 00:43:03.112000+00:00,2
2023-12-27 02:17:41.679000+00:00,2024-01-01 03:55:05+00:00,5,display,new,order_mapping_hash,32,5510,3837,4673,9,no,2336335,Organic,direct,2024-01-01 04:59:02+00:00,2023-12-27 03:49:31.204000+00:00,5
2024-01-01 21:32:17.794000+00:00,2024-01-02 14:03:58+00:00,1,display,returning,order_mapping_hash,20,4298,5078,4688,5,,2339345,Organic,direct,2024-01-02 15:28:36+00:00,2024-01-01 20:20:40.189000+00:00,0
2023-12-28 00:00:35.451000+00:00,2024-01-04 13:49:31+00:00,7,display,new,consumer_hash,32,7287,2093,4690,3,,2343618,Organic,direct,2024-01-04 14:24:24+00:00,2023-12-28 02:02:02.679000+00:00,7
2024-01-16 22:24:30.836000+00:00,2024-01-21 18:36:40+00:00,5,display,returning,direct_email_match,20,4266,5148,4707,8,,2379728,Klaviyo,utm medium - email,2024-01-21 20:02:28+00:00,2024-01-16 23:35:36.976000+00:00,4
2023-12-31 20:58:38.127000+00:00,2024-01-04 21:50:21+00:00,4,display,returning,consumer_hash,20,8758,660,4709,5,,2344683,Organic,direct,2024-01-04 22:01:21+00:00,2023-12-31 23:24:35.880000+00:00,3
2024-01-20 03:21:01.196000+00:00,2024-01-27 06:18:50+00:00,7,display,new,direct_email_match,32,2855,6564,4710,1,,2391086,Facebook Ads,fb,2024-01-27 04:29:26+00:00,2024-01-20 02:33:25.849000+00:00,7
2024-01-02 15:09:10.146000+00:00,2024-01-02 21:42:35+00:00,0,display,new,consumer_hash,32,211,9272,4741,17,,2339833,MNTN,mntn,2024-01-02 19:08:03+00:00,2024-01-02 15:05:39.352000+00:00,0
2024-01-22 22:10:21.498000+00:00,2024-01-29 04:18:46+00:00,7,display,new,direct_email_match,32,2813,6681,4747,4,,2395458,Facebook Ads,fb,2024-01-29 02:27:25+00:00,2024-01-22 22:57:14.843000+00:00,6
2024-01-18 01:28:59.948000+00:00,2024-01-24 03:26:39+00:00,6,display,new,direct_email_match,32,1101,8401,4751,7,,2384554,Organic,direct,2024-01-24 01:06:38+00:00,2024-01-18 01:10:38.670000+00:00,5
2024-01-03 01:04:49.177000+00:00,2024-01-04 00:25:20+00:00,1,display,lapsed,order_mapping_hash,32,2391,7137,4764,5,,2342309,Facebook Ads,fb,2024-01-03 22:26:23+00:00,2024-01-03 00:24:57.919000+00:00,0
2024-01-26 22:27:06.109000+00:00,2024-01-31 15:52:32+00:00,5,display,returning,consumer_hash,20,512,9016,4764,2,,2400211,Google Ads,adwords,2024-01-31 13:22:16+00:00,2024-01-26 22:35:38.481000+00:00,4
2023-12-30 18:49:35.266000+00:00,2024-01-03 20:52:17+00:00,4,display,returning,consumer_hash,20,958,8591,4774,3,,2341863,Organic,direct,2024-01-03 18:29:06+00:00,2023-12-30 18:33:37.365000+00:00,3
2023-12-28 13:59:25.338000+00:00,2024-01-01 12:44:33+00:00,4,click,returning,consumer_hash,20,3184,6374,4779,7,no,2336704,Organic,direct,2024-01-01 14:30:47+00:00,2023-12-28 14:52:29.073000+00:00,3
2024-01-16 11:28:02.729000+00:00,2024-01-21 02:15:25+00:00,5,display,returning,direct_email_match,20,7507,2066,4787,3,,2378366,MNTN,mntn,2024-01-21 02:49:51+00:00,2024-01-16 09:22:55.294000+00:00,4
2023-12-31 20:45:24.001000+00:00,2024-01-03 08:56:09+00:00,3,display,returning,consumer_hash,20,9552,26,4789,3,,2341059,Organic,direct,2024-01-03 08:56:35+00:00,2023-12-31 23:24:35.880000+00:00,2
2024-01-04 21:44:51.051000+00:00,2024-01-05 18:46:02+00:00,1,display,new,consumer_hash,32,2011,7599,4805,4,,2346700,Google Ads,adwords,2024-01-05 20:52:41+00:00,2024-01-04 21:11:20.019000+00:00,0
2024-01-13 17:29:35.990000+00:00,2024-01-15 22:55:08+00:00,2,display,returning,direct_email_match,20,2243,7386,4815,2,,2366899,Organic,direct,2024-01-15 20:52:02+00:00,2024-01-13 16:52:12.545000+00:00,2
2024-01-08 09:23:57.513000+00:00,2024-01-13 06:14:12+00:00,5,display,returning,direct_email_match,20,6462,3172,4817,1,,2361087,Organic,direct,2024-01-13 07:07:04+00:00,2024-01-08 11:11:39.968000+00:00,4
2024-01-23 02:41:55.664000+00:00,2024-01-24 20:38:58+00:00,1,display,returning,direct_email_match,20,990,8677,4833,1,,2385643,Facebook Ads,fb,2024-01-24 18:14:21+00:00,2024-01-23 02:25:26.050000+00:00,1
2024-01-19 02:12:59.385000+00:00,2024-01-25 15:32:25+00:00,6,display,new,direct_email_match,32,5122,4545,4834,4,,2387181,Organic,direct,2024-01-25 14:16:40+00:00,2024-01-19 03:38:21.613000+00:00,6
2024-01-24 11:37:02.356000+00:00,2024-01-24 15:15:18+00:00,0,display,new,device_identifier_hash,32,7487,2196,4842,2,,2385255,Rakuten,utm medium -,2024-01-24 14:38:42+00:00,2024-01-24 13:41:49.841000+00:00,0
2023-12-31 00:04:48.166000+00:00,2024-01-05 15:28:12+00:00,5,display,new,consumer_hash,32,811,8882,4847,5,,2346296,Organic,direct,2024-01-05 17:56:14+00:00,2023-12-31 00:18:19.610000+00:00,5
2023-12-31 00:07:04.149000+00:00,2024-01-01 22:07:42+00:00,1,display,returning,consumer_hash,20,4169,5535,4852,3,no,2337649,Facebook Ads,utm medium - Facebook_Mobile_Feed,2024-01-01 20:35:27+00:00,2023-12-30 22:57:35.588000+00:00,1
2024-01-27 03:08:23.465000+00:00,2024-01-31 06:33:20+00:00,4,display,new,direct_email_match,32,3266,6447,4856,3,,2399992,Organic,direct,2024-01-31 04:45:53+00:00,2024-01-27 04:02:49.128000+00:00,4
2024-01-03 03:15:12.593000+00:00,2024-01-05 04:17:51+00:00,2,display,returning,consumer_hash,20,3216,6502,4859,5,,2345229,Google Ads,adwords,2024-01-05 02:29:29+00:00,2024-01-03 02:21:37.006000+00:00,2
2024-01-01 01:37:52.258000+00:00,2024-01-01 07:19:53+00:00,0,display,returning,order_mapping_hash,20,1343,8451,4897,9,no,2336335,Organic,direct,2024-01-01 04:59:02+00:00,2024-01-01 01:15:29.724000+00:00,0
