event_time,order_time,EVENT_CLASSIFICATION,CONVERSION_TYPE,CUSTOMER_TYPE,ATTRIBUTION_METHOD,DAYS_TO_ATTRIBUTION,BILLABLE_AMOUNT,event_date,order_date,event_hour,order_hour,event_minute,order_minute,event_second,order_second
2024-01-02 13:02:21.361000+00:00,2024-01-06 19:29:34+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,2024-01-02,2024-01-06,13,19,2,29,21,34
2024-01-02 13:20:53+00:00,2024-01-04 20:01:59+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-02,2024-01-04,13,20,20,1,53,59
2024-01-02 14:03:41.844000+00:00,2024-01-02 16:07:44+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-02,2024-01-02,14,16,3,7,41,44
2024-01-25 02:11:33.820000+00:00,2024-01-29 02:53:39+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-25,2024-01-29,2,2,11,53,33,39
2024-01-25 02:56:31.953000+00:00,2024-01-27 22:26:44+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-25,2024-01-27,2,22,56,26,31,44
2024-01-25 03:11:22.293000+00:00,2024-01-27 11:29:08+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2024-01-25,2024-01-27,3,11,11,29,22,8
2024-01-25 03:16:03.968000+00:00,2024-01-25 18:56:04+00:00,display,cross-sell,returning,order_mapping_hash,0,20.0,2024-01-25,2024-01-25,3,18,16,56,3,4
2024-01-25 11:57:31.177000+00:00,2024-01-25 12:02:47+00:00,click,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-25,2024-01-25,11,12,57,2,31,47
2024-01-25 12:26:37.271000+00:00,2024-01-25 15:37:48+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-25,2024-01-25,12,15,26,37,37,48
2024-01-25 13:33:07.107000+00:00,2024-01-26 03:26:06+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-25,2024-01-26,13,3,33,26,7,6
2024-01-25 13:38:04.930000+00:00,2024-01-29 01:16:34+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-25,2024-01-29,13,1,38,16,4,34
2024-01-25 14:08:43.088000+00:00,2024-01-27 20:44:20+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-25,2024-01-27,14,20,8,44,43,20
2024-01-25 14:15:01.008000+00:00,2024-01-31 03:52:35+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-25,2024-01-31,14,3,15,52,1,35
2024-01-25 19:47:58.697000+00:00,2024-01-30 18:10:08+00:00,display,cross-sell,returning,consumer_hash,5,20.0,2024-01-25,2024-01-30,19,18,47,10,58,8
2024-01-25 20:07:54.010000+00:00,2024-01-30 04:04:07+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-25,2024-01-30,20,4,7,4,54,7
2024-01-25 20:17:38.943000+00:00,2024-01-26 18:47:52+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-25,2024-01-26,20,18,17,47,38,52
2024-01-25 20:17:43.698000+00:00,2024-01-25 21:05:27+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,2024-01-25,2024-01-25,20,21,17,5,43,27
2024-01-25 20:18:22.466000+00:00,2024-01-25 22:29:51+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-25,2024-01-25,20,22,18,29,22,51
2024-01-25 20:34:43.287000+00:00,2024-01-29 00:45:45+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-25,2024-01-29,20,0,34,45,43,45
2024-01-25 20:40:41.295000+00:00,2024-01-29 01:42:18+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-25,2024-01-29,20,1,40,42,41,18
2024-01-25 20:54:02.895000+00:00,2024-01-25 21:02:50+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-25,2024-01-25,20,21,54,2,2,50
2024-01-02 20:37:11.223000+00:00,2024-01-04 15:22:48+00:00,display,cross-sell,new,consumer_hash,2,32.0,2024-01-02,2024-01-04,20,15,37,22,11,48
2024-01-02 20:39:37.603000+00:00,2024-01-03 22:32:05+00:00,display,cross-sell,new,order_mapping_hash,1,32.0,2024-01-02,2024-01-03,20,22,39,32,37,5
2024-01-02 21:06:55.778000+00:00,2024-01-06 17:14:57+00:00,display,cross-sell,new,order_mapping_hash,4,32.0,2024-01-02,2024-01-06,21,17,6,14,55,57
2024-01-02 21:33:11.224000+00:00,2024-01-06 14:32:35+00:00,display,cross-sell,new,consumer_hash,4,32.0,2024-01-02,2024-01-06,21,14,33,32,11,35
2024-01-02 22:08:40.596000+00:00,2024-01-06 23:56:26+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,2024-01-02,2024-01-06,22,23,8,56,40,26
2024-01-02 22:11:53.168000+00:00,2024-01-03 17:21:14+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-02,2024-01-03,22,17,11,21,53,14
2024-01-02 22:14:51.166000+00:00,2024-01-08 15:54:22+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-02,2024-01-08,22,15,14,54,51,22
2024-01-02 22:32:52.598000+00:00,2024-01-03 00:36:39+00:00,display,cross-sell,returning,consumer_hash,1,20.0,2024-01-02,2024-01-03,22,0,32,36,52,39
2024-01-13 16:28:26.219000+00:00,2024-01-18 18:45:39+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-13,2024-01-18,16,18,28,45,26,39
2024-01-13 16:38:21.384000+00:00,2024-01-15 06:24:59+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-13,2024-01-15,16,6,38,24,21,59
2024-01-13 17:29:35.990000+00:00,2024-01-15 22:55:08+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-13,2024-01-15,17,22,29,55,35,8
2024-01-14 03:04:21.347000+00:00,2024-01-18 16:39:37+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-14,2024-01-18,3,16,4,39,21,37
2024-01-14 03:19:00.445000+00:00,2024-01-14 09:06:30+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-14,2024-01-14,3,9,19,6,0,30
2024-01-14 03:19:18.310000+00:00,2024-01-14 20:31:45+00:00,display,cross-sell,returning,direct_email_match,0,20.0,2024-01-14,2024-01-14,3,20,19,31,18,45
2024-01-14 04:17:04.876000+00:00,2024-01-16 21:36:55+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-14,2024-01-16,4,21,17,36,4,55
2024-01-26 03:38:22.256000+00:00,2024-01-31 05:16:07+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-26,2024-01-31,3,5,38,16,22,7
2024-01-26 03:56:58.912000+00:00,2024-01-29 00:26:20+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-26,2024-01-29,3,0,56,26,58,20
2024-01-26 03:58:58.175000+00:00,2024-01-31 06:28:08+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-26,2024-01-31,3,6,58,28,58,8
2024-01-26 04:07:50.462000+00:00,2024-01-26 15:19:31+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-26,2024-01-26,4,15,7,19,50,31
2024-01-26 06:25:13.409000+00:00,2024-01-26 22:58:06+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-26,2024-01-26,6,22,25,58,13,6
2024-01-26 06:30:05.451000+00:00,2024-01-28 17:43:54+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-26,2024-01-28,6,17,30,43,5,54
2024-01-26 06:39:41.005000+00:00,2024-01-31 19:50:12+00:00,display,cross-sell,returning,consumer_hash,5,20.0,2024-01-26,2024-01-31,6,19,39,50,41,12
2024-01-26 06:39:41.005000+00:00,2024-01-29 03:53:43+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-26,2024-01-29,6,3,39,53,41,43
2024-01-26 07:01:31.332000+00:00,2024-01-30 09:03:13+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-26,2024-01-30,7,9,1,3,31,13
2024-01-15 15:36:04.519000+00:00,2024-01-20 03:37:47+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-15,2024-01-20,15,3,36,37,4,47
2024-01-15 15:54:03.547000+00:00,2024-01-20 13:16:26+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-15,2024-01-20,15,13,54,16,3,26
2023-12-26 16:21:13.595000+00:00,2024-01-02 13:52:15+00:00,display,cross-sell,returning,order_mapping_hash,7,20.0,2023-12-26,2024-01-02,16,13,21,52,13,15
2023-12-26 20:15:48.831000+00:00,2024-01-01 22:01:39+00:00,display,cross-sell,returning,order_mapping_hash,6,20.0,2023-12-26,2024-01-01,20,22,15,1,48,39
2023-12-26 20:26:47.190000+00:00,2024-01-02 03:30:14+00:00,display,cross-sell,new,consumer_hash,7,32.0,2023-12-26,2024-01-02,20,3,26,30,47,14
2024-01-16 16:46:01.439000+00:00,2024-01-19 02:46:52+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-16,2024-01-19,16,2,46,46,1,52
2024-01-16 16:51:11.643000+00:00,2024-01-18 16:50:33+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-16,2024-01-18,16,16,51,50,11,33
2024-01-16 16:57:45.512000+00:00,2024-01-16 18:34:31+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-16,2024-01-16,16,18,57,34,45,31
2024-01-16 17:02:15.196000+00:00,2024-01-22 17:33:42+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-16,2024-01-22,17,17,2,33,15,42
2024-01-16 22:34:48.158000+00:00,2024-01-17 23:20:23+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-16,2024-01-17,22,23,34,20,48,23
2024-01-16 22:35:01.042000+00:00,2024-01-18 20:14:49+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-16,2024-01-18,22,20,35,14,1,49
2024-01-17 04:28:59.623000+00:00,2024-01-20 07:55:50+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-17,2024-01-20,4,7,28,55,59,50
2024-01-17 19:53:57.858000+00:00,2024-01-24 02:33:46+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-17,2024-01-24,19,2,53,33,57,46
2024-01-17 20:34:57.157000+00:00,2024-01-17 23:41:41+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-17,2024-01-17,20,23,34,41,57,41
2023-12-28 00:00:35.451000+00:00,2024-01-04 13:49:31+00:00,display,cross-sell,new,consumer_hash,7,32.0,2023-12-28,2024-01-04,0,13,0,49,35,31
2023-12-28 13:10:47.290000+00:00,2024-01-01 23:05:04+00:00,display,cross-sell,new,order_mapping_hash,4,32.0,2023-12-28,2024-01-01,13,23,10,5,47,4
2023-12-28 13:59:25.338000+00:00,2024-01-01 12:44:33+00:00,click,cross-sell,returning,consumer_hash,4,20.0,2023-12-28,2024-01-01,13,12,59,44,25,33
2023-12-28 22:15:19.141000+00:00,2024-01-02 01:35:42+00:00,display,cross-sell,returning,consumer_hash,5,20.0,2023-12-28,2024-01-02,22,1,15,35,19,42
2023-12-28 22:31:23.924000+00:00,2024-01-04 16:59:38+00:00,display,cross-sell,new,order_mapping_hash,7,32.0,2023-12-28,2024-01-04,22,16,31,59,23,38
2023-12-28 22:39:35.375000+00:00,2024-01-01 17:26:25+00:00,display,cross-sell,new,consumer_hash,4,32.0,2023-12-28,2024-01-01,22,17,39,26,35,25
2024-01-19 08:13:52.347000+00:00,2024-01-19 10:46:23+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-19,2024-01-19,8,10,13,46,52,23
2024-01-19 09:14:01.987000+00:00,2024-01-22 17:56:41+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-19,2024-01-22,9,17,14,56,1,41
2024-01-19 12:42:22.789000+00:00,2024-01-20 18:28:11+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-19,2024-01-20,12,18,42,28,22,11
2024-01-19 14:49:14.335000+00:00,2024-01-20 06:49:48+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-19,2024-01-20,14,6,49,49,14,48
2024-01-19 15:32:37.916000+00:00,2024-01-23 00:56:41+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-19,2024-01-23,15,0,32,56,37,41
2024-01-19 15:54:00.855000+00:00,2024-01-25 02:56:14+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-19,2024-01-25,15,2,54,56,0,14
2024-01-19 16:04:24.168000+00:00,2024-01-23 06:55:53+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-19,2024-01-23,16,6,4,55,24,53
2024-01-19 22:46:39.425000+00:00,2024-01-20 22:54:25+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-19,2024-01-20,22,22,46,54,39,25
2024-01-19 23:19:50.135000+00:00,2024-01-25 14:16:14+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-19,2024-01-25,23,14,19,16,50,14
2024-01-19 23:19:50.135000+00:00,2024-01-26 23:32:54+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-19,2024-01-26,23,23,19,32,50,54
2024-01-19 23:29:04.123000+00:00,2024-01-20 17:19:28+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-19,2024-01-20,23,17,29,19,4,28
2024-01-20 03:00:55.011000+00:00,2024-01-20 04:29:15+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-20,2024-01-20,3,4,0,29,55,15
2024-01-20 03:21:01.196000+00:00,2024-01-27 06:18:50+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-20,2024-01-27,3,6,21,18,1,50
2024-01-20 03:35:58.407000+00:00,2024-01-22 00:22:23+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-20,2024-01-22,3,0,35,22,58,23
2024-01-20 03:41:30.037000+00:00,2024-01-21 20:34:07+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-20,2024-01-21,3,20,41,34,30,7
2024-01-20 04:17:49.557000+00:00,2024-01-25 15:23:52+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-20,2024-01-25,4,15,17,23,49,52
2024-01-20 15:09:59.100000+00:00,2024-01-20 15:24:51+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-20,2024-01-20,15,15,9,24,59,51
2024-01-20 15:32:33.635000+00:00,2024-01-22 23:48:12+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-20,2024-01-22,15,23,32,48,33,12
2024-01-20 16:00:44.034000+00:00,2024-01-20 18:08:11+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-20,2024-01-20,16,18,0,8,44,11
2024-01-20 16:17:50.838000+00:00,2024-01-27 14:27:12+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-20,2024-01-27,16,14,17,27,50,12
2024-01-21 04:08:57.847000+00:00,2024-01-27 13:20:45+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-21,2024-01-27,4,13,8,20,57,45
2024-01-21 04:12:25.777000+00:00,2024-01-28 19:49:43+00:00,display,cross-sell,lapsed,order_mapping_hash,7,32.0,2024-01-21,2024-01-28,4,19,12,49,25,43
2024-01-21 05:01:04.147000+00:00,2024-01-27 18:58:23+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-21,2024-01-27,5,18,1,58,4,23
2024-01-21 05:32:10.279000+00:00,2024-01-21 05:38:52+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-21,2024-01-21,5,5,32,38,10,52
2024-01-21 05:51:52.519000+00:00,2024-01-28 17:34:59+00:00,display,cross-sell,returning,order_mapping_hash,7,20.0,2024-01-21,2024-01-28,5,17,51,34,52,59
2024-01-21 07:32:37.865000+00:00,2024-01-21 07:41:13+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,2024-01-21,2024-01-21,7,7,32,41,37,13
2024-01-21 08:35:48.038000+00:00,2024-01-25 19:33:47+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-21,2024-01-25,8,19,35,33,48,47
2024-01-21 02:37:45.496000+00:00,2024-01-21 06:53:00+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-21,2024-01-21,2,6,37,53,45,0
2024-01-21 03:17:55.105000+00:00,2024-01-25 15:22:27+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-21,2024-01-25,3,15,17,22,55,27
2024-01-21 03:39:17.697000+00:00,2024-01-23 14:17:05+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-21,2024-01-23,3,14,39,17,17,5
2023-12-30 19:58:17.938000+00:00,2024-01-06 22:45:52+00:00,display,cross-sell,new,order_mapping_hash,7,32.0,2023-12-30,2024-01-06,19,22,58,45,17,52
2023-12-30 20:18:50.557000+00:00,2024-01-03 20:37:23+00:00,display,cross-sell,new,direct_email_match,4,32.0,2023-12-30,2024-01-03,20,20,18,37,50,23
2023-12-31 03:02:00.450000+00:00,2024-01-05 15:30:01+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2023-12-31,2024-01-05,3,15,2,30,0,1
2023-12-31 03:14:37.718000+00:00,2024-01-07 23:31:10+00:00,display,cross-sell,new,order_mapping_hash,7,32.0,2023-12-31,2024-01-07,3,23,14,31,37,10
2023-12-31 03:19:52.708000+00:00,2024-01-01 17:55:05+00:00,display,cross-sell,new,direct_email_match,1,32.0,2023-12-31,2024-01-01,3,17,19,55,52,5
2023-12-31 03:30:44.325000+00:00,2024-01-01 01:12:23+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2023-12-31,2024-01-01,3,1,30,12,44,23
2023-12-31 04:26:26.452000+00:00,2024-01-01 14:48:37+00:00,display,cross-sell,new,consumer_hash,1,32.0,2023-12-31,2024-01-01,4,14,26,48,26,37
2024-01-22 04:46:50.853000+00:00,2024-01-27 18:35:55+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-22,2024-01-27,4,18,46,35,50,55
2024-01-22 09:03:10.707000+00:00,2024-01-28 20:39:37+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-22,2024-01-28,9,20,3,39,10,37
2024-01-01 19:08:59.958000+00:00,2024-01-08 03:06:19+00:00,display,cross-sell,returning,consumer_hash,7,20.0,2024-01-01,2024-01-08,19,3,8,6,59,19
2024-01-01 19:19:13.451000+00:00,2024-01-02 02:58:31+00:00,display,cross-sell,new,consumer_hash,1,32.0,2024-01-01,2024-01-02,19,2,19,58,13,31
2024-01-01 19:43:51.297000+00:00,2024-01-04 13:45:34+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-01,2024-01-04,19,13,43,45,51,34
2024-01-01 19:57:13.162000+00:00,2024-01-04 17:15:59+00:00,display,cross-sell,new,consumer_hash,3,32.0,2024-01-01,2024-01-04,19,17,57,15,13,59
2024-01-01 20:01:31.354000+00:00,2024-01-04 23:20:25+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,2024-01-01,2024-01-04,20,23,1,20,31,25
2024-01-01 20:05:44.735000+00:00,2024-01-06 23:45:19+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-01,2024-01-06,20,23,5,45,44,19
2024-01-01 20:26:44.347000+00:00,2024-01-06 17:25:36+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-01,2024-01-06,20,17,26,25,44,36
2024-01-27 00:41:40.121000+00:00,2024-01-27 00:48:59+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-27,2024-01-27,0,0,41,48,40,59
2024-01-27 01:11:34.567000+00:00,2024-01-31 13:30:24+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-27,2024-01-31,1,13,11,30,34,24
2024-01-01 22:06:34.456000+00:00,2024-01-06 02:04:52+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-01,2024-01-06,22,2,6,4,34,52
2024-01-01 22:13:22.542000+00:00,2024-01-04 15:14:32+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,2024-01-01,2024-01-04,22,15,13,14,22,32
2024-01-01 22:15:10.794000+00:00,2024-01-06 03:21:59+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-01,2024-01-06,22,3,15,21,10,59
2024-01-01 22:19:00.128000+00:00,2024-01-02 02:11:50+00:00,display,cross-sell,new,consumer_hash,1,32.0,2024-01-01,2024-01-02,22,2,19,11,0,50
2024-01-01 22:23:39.178000+00:00,2024-01-02 23:36:28+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,2024-01-01,2024-01-02,22,23,23,36,39,28
2024-01-01 22:25:24.486000+00:00,2024-01-08 15:29:15+00:00,display,cross-sell,new,order_mapping_hash,7,32.0,2024-01-01,2024-01-08,22,15,25,29,24,15
2024-01-01 23:30:07.249000+00:00,2024-01-08 18:58:07+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-01,2024-01-08,23,18,30,58,7,7
2024-01-23 19:52:00.684000+00:00,2024-01-23 21:19:35+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-23,2024-01-23,19,21,52,19,0,35
2024-01-23 19:58:34.889000+00:00,2024-01-27 14:39:47+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-23,2024-01-27,19,14,58,39,34,47
2024-01-23 20:50:21.934000+00:00,2024-01-30 22:01:34+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-23,2024-01-30,20,22,50,1,21,34
2024-01-23 21:00:30.614000+00:00,2024-01-30 04:06:24+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-23,2024-01-30,21,4,0,6,30,24
2024-01-23 23:18:58.801000+00:00,2024-01-24 18:53:12+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-23,2024-01-24,23,18,18,53,58,12
2024-01-23 23:31:27.113000+00:00,2024-01-27 20:07:44+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-23,2024-01-27,23,20,31,7,27,44
2024-01-24 00:01:20.521000+00:00,2024-01-24 00:19:34+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-24,2024-01-24,0,0,1,19,20,34
2024-01-24 00:20:07.053000+00:00,2024-01-24 02:08:37+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-24,2024-01-24,0,2,20,8,7,37
2024-01-24 05:26:48.074000+00:00,2024-01-26 02:45:52+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-24,2024-01-26,5,2,26,45,48,52
2024-01-24 05:31:31.422000+00:00,2024-01-31 10:18:56+00:00,display,cross-sell,lapsed,direct_email_match,7,32.0,2024-01-24,2024-01-31,5,10,31,18,31,56
2024-01-24 08:45:45.765000+00:00,2024-01-24 12:13:19+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-24,2024-01-24,8,12,45,13,45,19
2024-01-04 02:03:31.689000+00:00,2024-01-08 09:59:42+00:00,display,cross-sell,returning,consumer_hash,4,20.0,2024-01-04,2024-01-08,2,9,3,59,31,42
2024-01-04 02:06:13.941000+00:00,2024-01-10 16:53:00+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-04,2024-01-10,2,16,6,53,13,0
2024-01-04 02:16:31.969000+00:00,2024-01-09 19:32:59+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-04,2024-01-09,2,19,16,32,31,59
2024-01-04 02:34:07.847000+00:00,2024-01-04 03:02:14+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-04,2024-01-04,2,3,34,2,7,14
2024-01-04 03:01:46.835000+00:00,2024-01-04 20:01:31+00:00,display,cross-sell,lapsed,direct_email_match,0,32.0,2024-01-04,2024-01-04,3,20,1,1,46,31
2024-01-27 14:26:06.726000+00:00,2024-01-29 17:19:26+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2024-01-27,2024-01-29,14,17,26,19,6,26
2024-01-27 14:41:42.546000+00:00,2024-01-27 18:40:16+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-27,2024-01-27,14,18,41,40,42,16
2024-01-27 15:02:35.782000+00:00,2024-01-27 15:20:03+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-27,2024-01-27,15,15,2,20,35,3
2024-01-27 15:33:57.418000+00:00,2024-01-31 17:11:33+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-27,2024-01-31,15,17,33,11,57,33
2024-01-28 01:19:24.802000+00:00,2024-01-30 23:36:15+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-28,2024-01-30,1,23,19,36,24,15
2024-01-28 02:28:53.904000+00:00,2024-01-30 03:48:53+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-28,2024-01-30,2,3,28,48,53,53
2024-01-04 14:31:07.573000+00:00,2024-01-06 00:56:12+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2024-01-04,2024-01-06,14,0,31,56,7,12
2024-01-28 16:04:57.951000+00:00,2024-01-29 00:13:08+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,2024-01-28,2024-01-29,16,0,4,13,57,8
2024-01-28 16:07:07.169000+00:00,2024-01-28 20:10:04+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-28,2024-01-28,16,20,7,10,7,4
2024-01-28 16:53:30.584000+00:00,2024-01-31 00:39:02+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-28,2024-01-31,16,0,53,39,30,2
2024-01-28 17:18:38.210000+00:00,2024-01-28 21:17:37+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-28,2024-01-28,17,21,18,17,38,37
2024-01-28 17:29:39.958000+00:00,2024-01-28 22:03:45+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-28,2024-01-28,17,22,29,3,39,45
2024-01-05 18:13:56.699000+00:00,2024-01-12 05:20:04+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-05,2024-01-12,18,5,13,20,56,4
2024-01-05 18:20:16.972000+00:00,2024-01-12 20:27:31+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-05,2024-01-12,18,20,20,27,16,31
2024-01-05 18:31:40.854000+00:00,2024-01-09 22:09:48+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-05,2024-01-09,18,22,31,9,40,48
2024-01-05 19:06:17.720000+00:00,2024-01-05 20:43:58+00:00,display,cross-sell,new,order_mapping_hash,0,32.0,2024-01-05,2024-01-05,19,20,6,43,17,58
2024-01-30 23:54:37.196000+00:00,2024-01-31 06:23:50+00:00,display,cross-sell,new,consumer_hash,1,32.0,2024-01-30,2024-01-31,23,6,54,23,37,50
2024-01-31 02:10:11.545000+00:00,2024-01-31 18:04:20+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-31,2024-01-31,2,18,10,4,11,20
2024-01-06 21:39:35.004000+00:00,2024-01-11 05:25:53+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-06,2024-01-11,21,5,39,25,35,53
2024-01-06 21:57:36.826000+00:00,2024-01-08 16:45:33+00:00,display,cross-sell,new,consumer_hash,2,32.0,2024-01-06,2024-01-08,21,16,57,45,36,33
2024-01-06 22:21:28.211000+00:00,2024-01-06 23:35:55+00:00,display,cross-sell,returning,direct_email_match,0,20.0,2024-01-06,2024-01-06,22,23,21,35,28,55
2024-01-07 13:09:16.362000+00:00,2024-01-13 00:44:10+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-07,2024-01-13,13,0,9,44,16,10
2024-01-07 13:09:16.362000+00:00,2024-01-14 05:26:23+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-07,2024-01-14,13,5,9,26,16,23
