event_time,order_time,EVENT_CLASSIFICATION,CONVERSION_TYPE,CUSTOMER_TYPE,ATTRIBUTION_METHOD,DAYS_TO_ATTRIBUTION,BILLABLE_AMOUNT,event_date,order_date,event_hour,order_hour,event_minute,order_minute,event_second,order_second
2024-01-14 00:10:05.452000+00:00,2024-01-15 00:38:21+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-14,2024-01-15,0,0,10,38,5,21
2023-12-25 04:43:16.905000+00:00,2024-01-01 09:55:32+00:00,click,cross-sell,new,consumer_hash,7,32.0,2023-12-25,2024-01-01,4,9,43,55,16,32
2023-12-25 05:15:22.613000+00:00,2024-01-01 15:43:14+00:00,display,cross-sell,returning,consumer_hash,7,20.0,2023-12-25,2024-01-01,5,15,15,43,22,14
2023-12-26 07:54:34.767000+00:00,2024-01-02 08:57:43+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2023-12-26,2024-01-02,7,8,54,57,34,43
2023-12-26 09:52:34.211000+00:00,2024-01-02 01:10:09+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2023-12-26,2024-01-02,9,1,52,10,34,9
2023-12-26 11:48:11.955000+00:00,2024-01-01 17:15:55+00:00,display,cross-sell,new,order_mapping_hash,6,32.0,2023-12-26,2024-01-01,11,17,48,15,11,55
2023-12-26 21:38:32.706000+00:00,2024-01-02 01:33:32+00:00,display,cross-sell,new,order_mapping_hash,7,32.0,2023-12-26,2024-01-02,21,1,38,33,32,32
2023-12-26 22:24:52.912000+00:00,2024-01-01 15:17:12+00:00,display,cross-sell,returning,order_mapping_hash,6,20.0,2023-12-26,2024-01-01,22,15,24,17,52,12
2024-01-03 03:12:06.877000+00:00,2024-01-03 08:00:15+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-03,2024-01-03,3,8,12,0,6,15
2024-01-03 03:15:12.593000+00:00,2024-01-05 04:17:51+00:00,display,cross-sell,returning,consumer_hash,2,20.0,2024-01-03,2024-01-05,3,4,15,17,12,51
2024-01-03 03:33:38.002000+00:00,2024-01-05 01:57:28+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2024-01-03,2024-01-05,3,1,33,57,38,28
2024-01-17 13:04:38.214000+00:00,2024-01-21 22:25:54+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-17,2024-01-21,13,22,4,25,38,54
2024-01-17 02:29:56.848000+00:00,2024-01-19 02:21:36+00:00,display,cross-sell,lapsed,direct_email_match,2,32.0,2024-01-17,2024-01-19,2,2,29,21,56,36
2023-12-27 17:55:47.805000+00:00,2024-01-02 07:48:56+00:00,display,cross-sell,returning,order_mapping_hash,6,20.0,2023-12-27,2024-01-02,17,7,55,48,47,56
2023-12-27 17:59:08.574000+00:00,2024-01-02 22:57:13+00:00,display,cross-sell,returning,consumer_hash,6,20.0,2023-12-27,2024-01-02,17,22,59,57,8,13
2023-12-27 18:39:31.960000+00:00,2024-01-02 17:54:17+00:00,display,cross-sell,new,consumer_hash,6,32.0,2023-12-27,2024-01-02,18,17,39,54,31,17
2024-01-03 04:19:44.037000+00:00,2024-01-07 01:36:09+00:00,display,cross-sell,new,order_mapping_hash,4,32.0,2024-01-03,2024-01-07,4,1,19,36,44,9
2024-01-03 05:03:25.908000+00:00,2024-01-08 21:33:15+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-03,2024-01-08,5,21,3,33,25,15
2024-01-03 05:15:21.576000+00:00,2024-01-03 05:21:37+00:00,click,cross-sell,new,consumer_hash,0,32.0,2024-01-03,2024-01-03,5,5,15,21,21,37
2024-01-03 05:23:58.809000+00:00,2024-01-08 13:13:04+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-03,2024-01-08,5,13,23,13,58,4
2024-01-03 05:47:44.002000+00:00,2024-01-09 15:46:53+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-03,2024-01-09,5,15,47,46,44,53
2024-01-03 05:51:13.618000+00:00,2024-01-04 02:51:38+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,2024-01-03,2024-01-04,5,2,51,51,13,38
2024-01-03 05:58:14.800000+00:00,2024-01-10 01:33:03+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-03,2024-01-10,5,1,58,33,14,3
2024-01-17 22:14:44.287000+00:00,2024-01-24 01:16:01+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-17,2024-01-24,22,1,14,16,44,1
2024-01-17 22:29:45.859000+00:00,2024-01-19 17:18:21+00:00,click,cross-sell,new,direct_email_match,2,32.0,2024-01-17,2024-01-19,22,17,29,18,45,21
2024-01-17 22:42:35.104000+00:00,2024-01-24 13:41:14+00:00,display,cross-sell,lapsed,order_mapping_hash,7,32.0,2024-01-17,2024-01-24,22,13,42,41,35,14
2024-01-17 23:11:29.924000+00:00,2024-01-24 03:34:00+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-17,2024-01-24,23,3,11,34,29,0
2024-01-17 23:30:49.322000+00:00,2024-01-19 17:56:26+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-17,2024-01-19,23,17,30,56,49,26
2024-01-17 23:30:49.322000+00:00,2024-01-22 19:38:12+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-17,2024-01-22,23,19,30,38,49,12
2024-01-18 03:37:35.952000+00:00,2024-01-21 16:37:28+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-18,2024-01-21,3,16,37,37,35,28
2024-01-18 17:16:18.162000+00:00,2024-01-24 05:24:35+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-18,2024-01-24,17,5,16,24,18,35
2024-01-18 17:53:35.351000+00:00,2024-01-23 02:28:21+00:00,display,cross-sell,new,consumer_hash,5,32.0,2024-01-18,2024-01-23,17,2,53,28,35,21
2024-01-18 18:01:06.065000+00:00,2024-01-21 18:50:55+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-18,2024-01-21,18,18,1,50,6,55
2024-01-19 01:15:51.588000+00:00,2024-01-19 14:29:03+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-19,2024-01-19,1,14,15,29,51,3
2024-01-19 13:06:25.554000+00:00,2024-01-19 13:44:06+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-19,2024-01-19,13,13,6,44,25,6
2024-01-19 13:23:51.375000+00:00,2024-01-24 16:29:31+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-19,2024-01-24,13,16,23,29,51,31
2024-01-19 13:35:48.740000+00:00,2024-01-26 13:59:53+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-19,2024-01-26,13,13,35,59,48,53
2024-01-19 14:21:34.827000+00:00,2024-01-25 12:01:30+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-19,2024-01-25,14,12,21,1,34,30
2023-12-29 18:24:42.455000+00:00,2024-01-02 21:24:05+00:00,display,cross-sell,new,consumer_hash,4,32.0,2023-12-29,2024-01-02,18,21,24,24,42,5
2023-12-29 18:42:16.105000+00:00,2024-01-01 22:41:59+00:00,display,cross-sell,new,consumer_hash,3,32.0,2023-12-29,2024-01-01,18,22,42,41,16,59
2023-12-29 18:50:25.540000+00:00,2024-01-01 03:34:33+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,2023-12-29,2024-01-01,18,3,50,34,25,33
2023-12-29 19:18:17.338000+00:00,2024-01-01 20:31:41+00:00,display,cross-sell,new,direct_email_match,3,32.0,2023-12-29,2024-01-01,19,20,18,31,17,41
2023-12-29 20:52:37.085000+00:00,2024-01-01 20:56:35+00:00,display,cross-sell,returning,consumer_hash,3,20.0,2023-12-29,2024-01-01,20,20,52,56,37,35
2023-12-29 22:05:38.431000+00:00,2024-01-04 00:56:05+00:00,display,cross-sell,new,consumer_hash,6,32.0,2023-12-29,2024-01-04,22,0,5,56,38,5
2024-01-20 19:15:15.488000+00:00,2024-01-20 20:22:40+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-20,2024-01-20,19,20,15,22,15,40
2024-01-20 19:41:43.304000+00:00,2024-01-20 20:48:35+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-20,2024-01-20,19,20,41,48,43,35
2024-01-20 19:50:38.644000+00:00,2024-01-24 22:46:17+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-20,2024-01-24,19,22,50,46,38,17
2024-01-21 00:29:53.265000+00:00,2024-01-23 20:38:40+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-21,2024-01-23,0,20,29,38,53,40
2024-01-21 00:45:07.342000+00:00,2024-01-24 02:03:31+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-21,2024-01-24,0,2,45,3,7,31
2024-01-21 01:20:50.711000+00:00,2024-01-25 18:56:21+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-21,2024-01-25,1,18,20,56,50,21
2024-01-21 01:44:34.651000+00:00,2024-01-27 02:51:05+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-21,2024-01-27,1,2,44,51,34,5
2024-01-21 21:08:25.328000+00:00,2024-01-27 13:48:33+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-21,2024-01-27,21,13,8,48,25,33
2024-01-21 21:52:17.879000+00:00,2024-01-21 22:26:05+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-21,2024-01-21,21,22,52,26,17,5
2024-01-21 21:56:36.497000+00:00,2024-01-21 22:36:38+00:00,display,cross-sell,new,direct_email_match,0,32.0,2024-01-21,2024-01-21,21,22,56,36,36,38
2024-01-22 02:03:23.219000+00:00,2024-01-27 14:08:58+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-22,2024-01-27,2,14,3,8,23,58
2024-01-22 02:05:38.028000+00:00,2024-01-22 20:04:33+00:00,display,cross-sell,returning,direct_email_match,0,20.0,2024-01-22,2024-01-22,2,20,5,4,38,33
2024-01-21 22:40:30.770000+00:00,2024-01-22 01:04:24+00:00,display,cross-sell,new,device_identifier_hash,1,32.0,2024-01-21,2024-01-22,22,1,40,4,30,24
2024-01-21 22:42:17.502000+00:00,2024-01-26 16:25:30+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-21,2024-01-26,22,16,42,25,17,30
2024-01-21 22:45:57.363000+00:00,2024-01-22 01:35:32+00:00,display,cross-sell,returning,device_identifier_hash,1,20.0,2024-01-21,2024-01-22,22,1,45,35,57,32
2024-01-21 22:57:34.908000+00:00,2024-01-24 18:39:24+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-21,2024-01-24,22,18,57,39,34,24
2024-01-21 23:01:41.121000+00:00,2024-01-22 01:31:02+00:00,display,cross-sell,returning,consumer_hash,1,20.0,2024-01-21,2024-01-22,23,1,1,31,41,2
2024-01-21 23:06:46.283000+00:00,2024-01-22 00:59:15+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-21,2024-01-22,23,0,6,59,46,15
2024-01-21 23:39:22.993000+00:00,2024-01-28 16:39:27+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-21,2024-01-28,23,16,39,39,22,27
2024-01-21 23:49:29.588000+00:00,2024-01-23 16:39:13+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-21,2024-01-23,23,16,49,39,29,13
2024-01-22 18:19:19.600000+00:00,2024-01-25 19:53:31+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-22,2024-01-25,18,19,19,53,19,31
2024-01-22 18:21:56.924000+00:00,2024-01-22 19:40:18+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-22,2024-01-22,18,19,21,40,56,18
2024-01-22 18:43:55.840000+00:00,2024-01-28 15:05:23+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-22,2024-01-28,18,15,43,5,55,23
2024-01-22 22:10:21.498000+00:00,2024-01-29 04:18:46+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-22,2024-01-29,22,4,10,18,21,46
2024-01-22 22:11:11.531000+00:00,2024-01-29 21:57:34+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-22,2024-01-29,22,21,11,57,11,34
2024-01-22 22:23:06.094000+00:00,2024-01-28 20:52:03+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-22,2024-01-28,22,20,23,52,6,3
2024-01-22 22:32:25.263000+00:00,2024-01-27 17:09:10+00:00,click,cross-sell,new,direct_email_match,5,32.0,2024-01-22,2024-01-27,22,17,32,9,25,10
2024-01-22 22:50:40.681000+00:00,2024-01-23 21:52:05+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-22,2024-01-23,22,21,50,52,40,5
2024-01-22 23:07:48.184000+00:00,2024-01-25 01:52:33+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-22,2024-01-25,23,1,7,52,48,33
2024-01-22 23:15:10.404000+00:00,2024-01-27 04:13:55+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-22,2024-01-27,23,4,15,13,10,55
2024-01-22 23:32:34.878000+00:00,2024-01-29 02:26:58+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-22,2024-01-29,23,2,32,26,34,58
2024-01-22 23:34:42.208000+00:00,2024-01-26 19:57:43+00:00,display,cross-sell,new,direct_email_match,4,32.0,2024-01-22,2024-01-26,23,19,34,57,42,43
2024-01-23 01:10:20.143000+00:00,2024-01-23 01:34:48+00:00,click,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-23,2024-01-23,1,1,10,34,20,48
2024-01-23 01:13:13.345000+00:00,2024-01-30 01:26:13+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-23,2024-01-30,1,1,13,26,13,13
2024-01-23 01:14:56.666000+00:00,2024-01-25 01:41:02+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-23,2024-01-25,1,1,14,41,56,2
2024-01-23 01:21:14.137000+00:00,2024-01-27 13:03:21+00:00,display,cross-sell,returning,consumer_hash,4,20.0,2024-01-23,2024-01-27,1,13,21,3,14,21
2024-01-23 01:21:36.134000+00:00,2024-01-23 01:59:26+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-23,2024-01-23,1,1,21,59,36,26
2024-01-23 02:06:14.254000+00:00,2024-01-30 17:32:13+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-23,2024-01-30,2,17,6,32,14,13
2024-01-23 02:14:35.206000+00:00,2024-01-23 16:47:58+00:00,display,cross-sell,new,consumer_hash,0,32.0,2024-01-23,2024-01-23,2,16,14,47,35,58
2024-01-23 02:24:38.617000+00:00,2024-01-26 12:20:19+00:00,display,cross-sell,returning,consumer_hash,3,20.0,2024-01-23,2024-01-26,2,12,24,20,38,19
2024-01-03 22:04:39.695000+00:00,2024-01-10 04:26:32+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-03,2024-01-10,22,4,4,26,39,32
2024-01-03 22:27:15.028000+00:00,2024-01-03 22:29:42+00:00,click,cross-sell,new,consumer_hash,0,32.0,2024-01-03,2024-01-03,22,22,27,29,15,42
2024-01-03 23:06:50.528000+00:00,2024-01-07 15:37:13+00:00,display,cross-sell,returning,consumer_hash,4,20.0,2024-01-03,2024-01-07,23,15,6,37,50,13
2024-01-29 03:06:46.754000+00:00,2024-01-31 01:50:37+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-29,2024-01-31,3,1,6,50,46,37
2024-01-29 04:21:33.626000+00:00,2024-01-30 00:00:24+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-29,2024-01-30,4,0,21,0,33,24
2024-01-05 08:20:58.652000+00:00,2024-01-11 19:27:52+00:00,click,cross-sell,new,direct_email_match,6,32.0,2024-01-05,2024-01-11,8,19,20,27,58,52
2024-01-05 10:16:14.437000+00:00,2024-01-12 13:41:18+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-05,2024-01-12,10,13,16,41,14,18
2024-01-05 11:40:50.926000+00:00,2024-01-05 13:17:14+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-05,2024-01-05,11,13,40,17,50,14
2024-01-05 22:09:03.416000+00:00,2024-01-07 18:37:00+00:00,display,cross-sell,new,consumer_hash,2,32.0,2024-01-05,2024-01-07,22,18,9,37,3,0
2024-01-05 22:22:09.992000+00:00,2024-01-07 17:38:01+00:00,display,cross-sell,returning,consumer_hash,2,20.0,2024-01-05,2024-01-07,22,17,22,38,9,1
2024-01-05 22:30:06.321000+00:00,2024-01-12 13:53:16+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-05,2024-01-12,22,13,30,53,6,16
2024-01-05 22:38:52.493000+00:00,2024-01-08 15:07:57+00:00,display,cross-sell,returning,order_mapping_hash,3,20.0,2024-01-05,2024-01-08,22,15,38,7,52,57
2024-01-05 22:59:41.300000+00:00,2024-01-06 20:17:51+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,2024-01-05,2024-01-06,22,20,59,17,41,51
2024-01-05 23:43:47.511000+00:00,2024-01-09 03:02:27+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-05,2024-01-09,23,3,43,2,47,27
2024-01-06 00:52:59.464000+00:00,2024-01-06 05:26:41+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-06,2024-01-06,0,5,52,26,59,41
2024-01-06 01:34:18.107000+00:00,2024-01-13 01:29:51+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-06,2024-01-13,1,1,34,29,18,51
2024-01-06 01:37:24.321000+00:00,2024-01-12 22:43:56+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-06,2024-01-12,1,22,37,43,24,56
2024-01-06 01:55:28.707000+00:00,2024-01-11 13:44:48+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-06,2024-01-11,1,13,55,44,28,48
2024-01-06 01:56:17.918000+00:00,2024-01-07 03:01:06+00:00,display,cross-sell,returning,order_mapping_hash,1,20.0,2024-01-06,2024-01-07,1,3,56,1,17,6
2024-01-06 02:00:32.569000+00:00,2024-01-07 18:41:33+00:00,display,cross-sell,new,order_mapping_hash,1,32.0,2024-01-06,2024-01-07,2,18,0,41,32,33
2024-01-06 02:11:36.596000+00:00,2024-01-13 12:44:39+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-06,2024-01-13,2,12,11,44,36,39
2024-01-06 15:49:20.890000+00:00,2024-01-12 22:52:02+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-06,2024-01-12,15,22,49,52,20,2
2024-01-06 16:09:14.645000+00:00,2024-01-06 23:17:54+00:00,display,cross-sell,new,consumer_hash,0,32.0,2024-01-06,2024-01-06,16,23,9,17,14,54
2024-01-30 21:05:13.798000+00:00,2024-01-30 21:06:57+00:00,click,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-30,2024-01-30,21,21,5,6,13,57
2024-01-30 21:16:50.704000+00:00,2024-01-31 02:02:13+00:00,display,cross-sell,returning,device_identifier_hash,1,20.0,2024-01-30,2024-01-31,21,2,16,2,50,13
2024-01-06 17:57:56.957000+00:00,2024-01-08 14:42:11+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2024-01-06,2024-01-08,17,14,57,42,56,11
2024-01-06 18:29:35.951000+00:00,2024-01-08 14:50:47+00:00,display,cross-sell,returning,order_mapping_hash,2,20.0,2024-01-06,2024-01-08,18,14,29,50,35,47
2024-01-06 18:30:04.081000+00:00,2024-01-13 14:31:14+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-06,2024-01-13,18,14,30,31,4,14
2024-01-06 18:33:08.581000+00:00,2024-01-07 06:58:56+00:00,display,cross-sell,returning,consumer_hash,1,20.0,2024-01-06,2024-01-07,18,6,33,58,8,56
2024-01-07 00:23:50.983000+00:00,2024-01-07 01:35:07+00:00,display,cross-sell,returning,order_mapping_hash,0,20.0,2024-01-07,2024-01-07,0,1,23,35,50,7
2024-01-07 01:21:10.940000+00:00,2024-01-07 20:04:47+00:00,display,cross-sell,new,order_mapping_hash,0,32.0,2024-01-07,2024-01-07,1,20,21,4,10,47
2024-01-07 01:25:18.400000+00:00,2024-01-14 13:46:25+00:00,display,cross-sell,new,direct_email_match,7,32.0,2024-01-07,2024-01-14,1,13,25,46,18,25
2024-01-31 15:39:57.243000+00:00,2024-01-31 15:54:07+00:00,click,cross-sell,new,device_identifier_hash,0,32.0,2024-01-31,2024-01-31,15,15,39,54,57,7
2024-01-31 15:45:45.237000+00:00,2024-01-31 18:33:42+00:00,display,cross-sell,new,consumer_hash,0,32.0,2024-01-31,2024-01-31,15,18,45,33,45,42
2024-01-07 22:33:23.393000+00:00,2024-01-12 17:16:49+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-07,2024-01-12,22,17,33,16,23,49
2024-01-07 23:06:38.693000+00:00,2024-01-08 15:43:33+00:00,click,cross-sell,new,consumer_hash,1,32.0,2024-01-07,2024-01-08,23,15,6,43,38,33
2024-01-07 23:35:31.826000+00:00,2024-01-08 01:06:09+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-07,2024-01-08,23,1,35,6,31,9
2024-01-08 18:43:45.580000+00:00,2024-01-15 22:06:53+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-08,2024-01-15,18,22,43,6,45,53
2024-01-08 13:46:43.514000+00:00,2024-01-15 17:51:40+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-08,2024-01-15,13,17,46,51,43,40
2024-01-08 14:11:56.785000+00:00,2024-01-09 13:40:51+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-08,2024-01-09,14,13,11,40,56,51
2024-01-08 14:42:26.212000+00:00,2024-01-11 20:14:08+00:00,display,cross-sell,returning,direct_email_match,3,20.0,2024-01-08,2024-01-11,14,20,42,14,26,8
2024-01-08 15:06:49.942000+00:00,2024-01-13 18:55:26+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-08,2024-01-13,15,18,6,55,49,26
2024-01-08 16:44:51.652000+00:00,2024-01-10 01:00:17+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-08,2024-01-10,16,1,44,0,51,17
2024-01-08 16:49:26.607000+00:00,2024-01-13 03:20:27+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-08,2024-01-13,16,3,49,20,26,27
2024-01-08 17:32:58.621000+00:00,2024-01-09 16:55:58+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-08,2024-01-09,17,16,32,55,58,58
2024-01-08 21:01:40.938000+00:00,2024-01-14 14:24:04+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-08,2024-01-14,21,14,1,24,40,4
2024-01-08 21:13:30.657000+00:00,2024-01-08 21:59:17+00:00,click,cross-sell,new,direct_email_match,0,32.0,2024-01-08,2024-01-08,21,21,13,59,30,17
2024-01-08 21:13:30.657000+00:00,2024-01-09 19:59:29+00:00,click,cross-sell,returning,direct_email_match,1,20.0,2024-01-08,2024-01-09,21,19,13,59,30,29
2024-01-09 05:19:11.595000+00:00,2024-01-11 06:08:21+00:00,display,cross-sell,new,direct_email_match,2,32.0,2024-01-09,2024-01-11,5,6,19,8,11,21
2024-01-09 06:52:55.267000+00:00,2024-01-13 01:39:12+00:00,click,cross-sell,new,direct_email_match,4,32.0,2024-01-09,2024-01-13,6,1,52,39,55,12
2024-01-10 15:26:16.589000+00:00,2024-01-10 19:11:07+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-10,2024-01-10,15,19,26,11,16,7
2024-01-10 15:51:54.864000+00:00,2024-01-11 21:07:03+00:00,display,cross-sell,new,direct_email_match,1,32.0,2024-01-10,2024-01-11,15,21,51,7,54,3
2024-01-10 16:35:50.233000+00:00,2024-01-12 02:52:51+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-10,2024-01-12,16,2,35,52,50,51
2024-01-10 16:52:52.255000+00:00,2024-01-16 03:11:30+00:00,display,cross-sell,returning,direct_email_match,6,20.0,2024-01-10,2024-01-16,16,3,52,11,52,30
2024-01-25 15:06:11.445000+00:00,2024-01-31 19:23:07+00:00,display,cross-sell,lapsed,direct_email_match,6,32.0,2024-01-25,2024-01-31,15,19,6,23,11,7
2024-01-25 15:40:26.378000+00:00,2024-01-26 18:45:22+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-25,2024-01-26,15,18,40,45,26,22
2024-01-25 15:40:26.378000+00:00,2024-01-27 18:27:38+00:00,display,cross-sell,returning,direct_email_match,2,20.0,2024-01-25,2024-01-27,15,18,40,27,26,38
2024-01-25 15:43:46.749000+00:00,2024-01-25 16:24:24+00:00,click,cross-sell,new,direct_email_match,0,32.0,2024-01-25,2024-01-25,15,16,43,24,46,24
2024-01-25 15:54:05.197000+00:00,2024-01-26 17:46:39+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-25,2024-01-26,15,17,54,46,5,39
2024-01-02 18:10:17.788000+00:00,2024-01-08 19:06:23+00:00,display,cross-sell,new,direct_email_match,6,32.0,2024-01-02,2024-01-08,18,19,10,6,17,23
2024-01-02 18:12:42.569000+00:00,2024-01-06 15:43:24+00:00,display,cross-sell,returning,consumer_hash,4,20.0,2024-01-02,2024-01-06,18,15,12,43,42,24
2024-01-02 18:27:53.541000+00:00,2024-01-02 19:05:19+00:00,display,cross-sell,returning,consumer_hash,0,20.0,2024-01-02,2024-01-02,18,19,27,5,53,19
2024-01-02 18:30:09.428000+00:00,2024-01-07 21:21:32+00:00,display,cross-sell,returning,order_mapping_hash,5,20.0,2024-01-02,2024-01-07,18,21,30,21,9,32
2024-01-02 18:36:17.174000+00:00,2024-01-06 19:19:16+00:00,display,cross-sell,new,consumer_hash,4,32.0,2024-01-02,2024-01-06,18,19,36,19,17,16
2024-01-02 19:04:19.543000+00:00,2024-01-03 02:52:54+00:00,display,cross-sell,returning,direct_email_match,1,20.0,2024-01-02,2024-01-03,19,2,4,52,19,54
2024-01-02 19:04:19.543000+00:00,2024-01-06 20:00:03+00:00,display,cross-sell,returning,order_mapping_hash,4,20.0,2024-01-02,2024-01-06,19,20,4,0,19,3
2024-01-12 15:53:13.828000+00:00,2024-01-16 18:35:57+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-12,2024-01-16,15,18,53,35,13,57
2024-01-12 16:17:52.001000+00:00,2024-01-15 23:45:53+00:00,display,cross-sell,new,direct_email_match,3,32.0,2024-01-12,2024-01-15,16,23,17,45,52,53
2024-01-12 16:21:45.664000+00:00,2024-01-19 12:59:46+00:00,display,cross-sell,returning,direct_email_match,7,20.0,2024-01-12,2024-01-19,16,12,21,59,45,46
2024-01-12 16:22:30.682000+00:00,2024-01-17 18:21:53+00:00,display,cross-sell,returning,direct_email_match,5,20.0,2024-01-12,2024-01-17,16,18,22,21,30,53
2024-01-12 16:24:12.945000+00:00,2024-01-12 18:44:28+00:00,display,cross-sell,new,device_identifier_hash,0,32.0,2024-01-12,2024-01-12,16,18,24,44,12,28
2024-01-25 23:00:09.459000+00:00,2024-01-26 04:01:26+00:00,click,cross-sell,returning,device_identifier_hash,1,20.0,2024-01-25,2024-01-26,23,4,0,1,9,26
2024-01-25 23:15:20.250000+00:00,2024-01-30 14:20:45+00:00,display,cross-sell,new,direct_email_match,5,32.0,2024-01-25,2024-01-30,23,14,15,20,20,45
2024-01-13 13:25:39.448000+00:00,2024-01-13 14:51:51+00:00,display,cross-sell,returning,device_identifier_hash,0,20.0,2024-01-13,2024-01-13,13,14,25,51,39,51
2024-01-13 13:52:30.904000+00:00,2024-01-17 09:39:13+00:00,display,cross-sell,returning,direct_email_match,4,20.0,2024-01-13,2024-01-17,13,9,52,39,30,13
