order_number,northbeam_platform,source,order_time,event_time,attribution_days,total_tp,tp_seq
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-12 05:24:26.971000+00:00,12,51,17
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-12 13:55:29.428000+00:00,12,51,18
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-12 14:45:12.076000+00:00,12,51,19
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-13 02:32:13.639000+00:00,11,51,20
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-13 02:36:51.610000+00:00,11,51,21
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-13 09:10:22.410000+00:00,11,51,22
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-14 01:23:51.232000+00:00,11,51,23
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-14 07:01:03.240000+00:00,10,51,24
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-14 18:20:54.379000+00:00,10,51,25
2386642,Google Ads,adwords,2024-01-25 02:28:34+00:00,2024-01-14 19:07:11.917000+00:00,10,51,26
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-14 19:34:07.727000+00:00,10,51,27
2386642,Klaviyo,utm medium - email,2024-01-25 02:28:34+00:00,2024-01-15 02:11:47.202000+00:00,10,51,28
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-15 17:11:46.308000+00:00,9,51,29
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-16 00:25:09.333000+00:00,9,51,30
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-16 01:01:03.499000+00:00,9,51,31
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-16 04:38:13.624000+00:00,8,51,32
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-16 15:43:00.258000+00:00,8,51,33
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-17 06:48:13.730000+00:00,7,51,34
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-19 00:18:09.090000+00:00,6,51,35
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-19 01:31:30.416000+00:00,6,51,36
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-19 03:16:28.857000+00:00,5,51,37
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-19 16:31:00.290000+00:00,5,51,38
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-19 19:38:14.383000+00:00,5,51,39
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-21 00:30:53.091000+00:00,4,51,40
2386642,Facebook Ads,fb,2024-01-25 02:28:34+00:00,2024-01-21 00:48:15.096000+00:00,4,51,41
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-21 16:37:03.896000+00:00,3,51,42
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-22 01:51:21.100000+00:00,3,51,43
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-23 03:56:36.336000+00:00,1,51,44
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-23 03:56:49.628000+00:00,1,51,45
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-23 12:28:08.705000+00:00,1,51,46
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-23 18:21:45.317000+00:00,1,51,47
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-24 03:14:02.865000+00:00,0,51,48
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-24 03:29:59.809000+00:00,0,51,49
2386642,MNTN,mntn,2024-01-25 02:28:34+00:00,2024-01-25 00:16:17.849000+00:00,0,51,50
2386642,Unattributed,unattributed,2024-01-25 02:28:34+00:00,2024-01-25 02:28:34+00:00,0,51,51
2386673,Unattributed,unattributed,2024-01-25 02:38:37+00:00,2024-01-25 02:38:37+00:00,0,1,1
2386709,Unattributed,unattributed,2024-01-25 02:56:09+00:00,2024-01-25 02:56:09+00:00,0,1,1
2386721,Unattributed,unattributed,2024-01-25 03:01:29+00:00,2024-01-25 03:01:29+00:00,0,1,1
2386723,Google Ads,adwords,2024-01-25 03:01:34+00:00,2024-01-12 13:50:39.234000+00:00,12,3,1
2386723,Klaviyo,utm medium - email,2024-01-25 03:01:34+00:00,2024-01-12 14:56:04.116000+00:00,12,3,2
2386723,Unattributed,unattributed,2024-01-25 03:01:34+00:00,2024-01-25 03:01:34+00:00,0,3,3
2386733,Facebook Ads,fb,2024-01-25 03:05:16+00:00,2024-01-25 03:02:40.670000+00:00,0,3,1
2386733,Facebook Ads,fb,2024-01-25 03:05:16+00:00,2024-01-25 03:03:10.255000+00:00,0,3,2
2386733,Unattributed,unattributed,2024-01-25 03:05:16+00:00,2024-01-25 03:05:16+00:00,0,3,3
2386753,Google Ads,adwords,2024-01-25 03:20:06+00:00,2024-01-19 17:12:59.696000+00:00,5,3,1
2386753,Google Ads,adwords,2024-01-25 03:20:06+00:00,2024-01-25 02:51:09.918000+00:00,0,3,2
2386753,Unattributed,unattributed,2024-01-25 03:20:06+00:00,2024-01-25 03:20:06+00:00,0,3,3
2386776,Facebook Ads,fb,2024-01-25 03:30:42+00:00,2024-01-18 00:49:13.504000+00:00,7,3,1
2386776,Facebook Ads,fb,2024-01-25 03:30:42+00:00,2024-01-25 03:16:02.536000+00:00,0,3,2
2386776,Unattributed,unattributed,2024-01-25 03:30:42+00:00,2024-01-25 03:30:42+00:00,0,3,3
2386879,Unattributed,unattributed,2024-01-25 04:57:12+00:00,2024-01-25 04:57:12+00:00,0,1,1
2386881,Rakuten,utm medium -,2024-01-25 05:02:00+00:00,2024-01-10 10:01:09.523000+00:00,14,14,1
2386881,Facebook Organic,referral,2024-01-25 05:02:00+00:00,2024-01-12 04:58:13.657000+00:00,13,14,2
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-12 10:02:17.751000+00:00,12,14,3
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-12 16:56:24.440000+00:00,12,14,4
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-13 00:47:47.573000+00:00,12,14,5
2386881,Facebook Ads,fb,2024-01-25 05:02:00+00:00,2024-01-13 04:08:47.913000+00:00,12,14,6
2386881,Facebook Organic,referral,2024-01-25 05:02:00+00:00,2024-01-14 06:40:31.502000+00:00,10,14,7
2386881,Facebook Organic,referral,2024-01-25 05:02:00+00:00,2024-01-16 02:46:30.364000+00:00,9,14,8
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-16 03:25:45.208000+00:00,9,14,9
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-16 18:47:19.430000+00:00,8,14,10
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-16 18:47:46.351000+00:00,8,14,11
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-17 05:47:05.230000+00:00,7,14,12
2386881,Klaviyo,utm medium - email,2024-01-25 05:02:00+00:00,2024-01-23 13:26:47.340000+00:00,1,14,13
2386881,Unattributed,unattributed,2024-01-25 05:02:00+00:00,2024-01-25 05:02:00+00:00,0,14,14
2386975,Facebook Ads,fb,2024-01-25 09:17:53+00:00,2024-01-13 06:41:45.700000+00:00,12,6,1
2386975,Facebook Ads,fb,2024-01-25 09:17:53+00:00,2024-01-13 12:59:38.533000+00:00,11,6,2
2386975,Facebook Ads,fb,2024-01-25 09:17:53+00:00,2024-01-13 17:24:03.702000+00:00,11,6,3
2386975,Other,utm medium -,2024-01-25 09:17:53+00:00,2024-01-22 08:01:48.527000+00:00,3,6,4
2386975,Google Ads,adwords,2024-01-25 09:17:53+00:00,2024-01-25 08:20:53.430000+00:00,0,6,5
2386975,Unattributed,unattributed,2024-01-25 09:17:53+00:00,2024-01-25 09:17:53+00:00,0,6,6
2387019,Organic Search,referral,2024-01-25 12:01:55+00:00,2024-01-18 17:24:28.405000+00:00,6,4,1
2387019,Klaviyo,utm medium - email,2024-01-25 12:01:55+00:00,2024-01-19 12:31:46.119000+00:00,5,4,2
2387019,Klaviyo,utm medium - email,2024-01-25 12:01:55+00:00,2024-01-25 11:56:50.136000+00:00,0,4,3
2387019,Unattributed,unattributed,2024-01-25 12:01:55+00:00,2024-01-25 12:01:55+00:00,0,4,4
2387020,Disco,utm medium - disco_paid,2024-01-25 12:03:13+00:00,2024-01-25 11:57:32.817000+00:00,0,2,1
2387020,Unattributed,unattributed,2024-01-25 12:03:13+00:00,2024-01-25 12:03:13+00:00,0,2,2
2387027,Facebook Ads,fb,2024-01-25 12:12:53+00:00,2024-01-12 16:05:22.547000+00:00,12,4,1
2387027,Facebook Ads,fb,2024-01-25 12:12:53+00:00,2024-01-24 00:11:43.385000+00:00,1,4,2
2387027,Facebook Ads,fb,2024-01-25 12:12:53+00:00,2024-01-24 01:36:32.438000+00:00,1,4,3
2387027,Unattributed,unattributed,2024-01-25 12:12:53+00:00,2024-01-25 12:12:53+00:00,0,4,4
2387047,Facebook Ads,fb,2024-01-25 12:22:48+00:00,2024-01-12 16:05:22.547000+00:00,12,4,1
2387047,Facebook Ads,fb,2024-01-25 12:22:48+00:00,2024-01-24 00:11:43.385000+00:00,1,4,2
2387047,Facebook Ads,fb,2024-01-25 12:22:48+00:00,2024-01-24 01:36:32.438000+00:00,1,4,3
2387047,Unattributed,unattributed,2024-01-25 12:22:48+00:00,2024-01-25 12:22:48+00:00,0,4,4
2387050,Google Ads,adwords,2024-01-25 12:24:19+00:00,2024-01-22 16:11:05.998000+00:00,2,3,1
2387050,Google Ads,adwords,2024-01-25 12:24:19+00:00,2024-01-25 12:19:25.949000+00:00,0,3,2
2387050,Unattributed,unattributed,2024-01-25 12:24:19+00:00,2024-01-25 12:24:19+00:00,0,3,3
2387064,Facebook Ads,fb,2024-01-25 12:39:04+00:00,2024-01-25 12:26:18.673000+00:00,0,2,1
2387064,Unattributed,unattributed,2024-01-25 12:39:04+00:00,2024-01-25 12:39:04+00:00,0,2,2
2387066,Klaviyo,utm medium - email,2024-01-25 12:40:56+00:00,2024-01-25 12:25:32.631000+00:00,0,2,1
2387066,Unattributed,unattributed,2024-01-25 12:40:56+00:00,2024-01-25 12:40:56+00:00,0,2,2
2387115,Unattributed,unattributed,2024-01-25 13:31:18+00:00,2024-01-25 13:31:18+00:00,0,1,1
2387181,Pinterest,pinterest,2024-01-25 14:16:40+00:00,2024-01-18 01:28:44.647000+00:00,7,5,1
2387181,Klaviyo,utm medium - email,2024-01-25 14:16:40+00:00,2024-01-21 05:20:47.150000+00:00,4,5,2
2387181,Klaviyo,utm medium - email,2024-01-25 14:16:40+00:00,2024-01-21 05:21:02.148000+00:00,4,5,3
2387181,Pinterest,pinterest,2024-01-25 14:16:40+00:00,2024-01-25 14:13:48.651000+00:00,0,5,4
