order_number,northbeam_platform,source,order_time,event_time,attribution_days,total_tp,tp_seq
2348360,Facebook Ads,fb,2024-01-06 18:30:57+00:00,2024-01-04 01:53:49.409000+00:00,2,5,2
2348360,Facebook Ads,fb,2024-01-06 18:30:57+00:00,2024-01-04 16:28:21.710000+00:00,2,5,3
2348360,Facebook Ads,fb,2024-01-06 18:30:57+00:00,2024-01-06 18:21:30.399000+00:00,0,5,4
2348360,Unattributed,unattributed,2024-01-06 18:30:57+00:00,2024-01-06 18:30:57+00:00,0,5,5
2348423,OneText,referral,2024-01-06 19:06:07+00:00,2024-01-04 14:32:29.395000+00:00,2,3,1
2348423,Microsoft Ads,microsoft,2024-01-06 19:06:07+00:00,2024-01-06 03:28:51.464000+00:00,0,3,2
2348423,Unattributed,unattributed,2024-01-06 19:06:07+00:00,2024-01-06 19:06:07+00:00,0,3,3
2348426,Google Ads,adwords,2024-01-06 19:09:14+00:00,2024-01-02 16:01:31.583000+00:00,4,6,1
2348426,Google Ads,adwords,2024-01-06 19:09:14+00:00,2024-01-02 17:28:40.993000+00:00,4,6,2
2348426,Google Ads,adwords,2024-01-06 19:09:14+00:00,2024-01-06 13:52:32.436000+00:00,0,6,3
2348426,Google Ads,adwords,2024-01-06 19:09:14+00:00,2024-01-06 16:15:14.160000+00:00,0,6,4
2348426,Google Ads,adwords,2024-01-06 19:09:14+00:00,2024-01-06 18:49:36.018000+00:00,0,6,5
2348426,Unattributed,unattributed,2024-01-06 19:09:14+00:00,2024-01-06 19:09:14+00:00,0,6,6
2348436,Klaviyo,utm medium - email,2024-01-06 19:11:57+00:00,2023-12-24 19:45:24.806000+00:00,12,5,1
2348436,Klaviyo,utm medium - email,2024-01-06 19:11:57+00:00,2024-01-02 14:37:19.620000+00:00,4,5,2
2348436,Klaviyo,utm medium - email,2024-01-06 19:11:57+00:00,2024-01-02 16:22:27.081000+00:00,4,5,3
2348436,Klaviyo,utm medium - email,2024-01-06 19:11:57+00:00,2024-01-04 00:59:14.293000+00:00,2,5,4
2348436,Unattributed,unattributed,2024-01-06 19:11:57+00:00,2024-01-06 19:11:57+00:00,0,5,5
2348454,Facebook Organic,fb,2024-01-06 19:19:30+00:00,2024-01-06 19:12:55.326000+00:00,0,2,1
2348454,Unattributed,unattributed,2024-01-06 19:19:30+00:00,2024-01-06 19:19:30+00:00,0,2,2
2348455,Unattributed,unattributed,2024-01-06 19:19:45+00:00,2024-01-06 19:19:45+00:00,0,1,1
2348465,Unattributed,unattributed,2024-01-06 19:24:11+00:00,2024-01-06 19:24:11+00:00,0,1,1
2348477,Google Ads,adwords,2024-01-06 19:30:24+00:00,2024-01-06 19:27:05.648000+00:00,0,2,1
2348477,Unattributed,unattributed,2024-01-06 19:30:24+00:00,2024-01-06 19:30:24+00:00,0,2,2
2348478,Unattributed,unattributed,2024-01-06 19:29:59+00:00,2024-01-06 19:29:59+00:00,0,1,1
2348505,Klaviyo,utm medium - email,2024-01-06 19:41:24+00:00,2023-12-23 14:24:57.191000+00:00,14,3,1
2348505,Klaviyo,utm medium - email,2024-01-06 19:41:24+00:00,2024-01-05 03:50:42.579000+00:00,1,3,2
2348505,Unattributed,unattributed,2024-01-06 19:41:24+00:00,2024-01-06 19:41:24+00:00,0,3,3
2348537,Organic Search,referral,2024-01-06 19:53:23+00:00,2024-01-03 16:05:16.579000+00:00,3,3,1
2348537,OneText,referral,2024-01-06 19:53:23+00:00,2024-01-06 19:45:28.928000+00:00,0,3,2
2348537,Unattributed,unattributed,2024-01-06 19:53:23+00:00,2024-01-06 19:53:23+00:00,0,3,3
2348539,Disco,utm medium - disco_paid,2024-01-06 19:54:19+00:00,2024-01-04 22:25:21.216000+00:00,1,2,1
2348539,Unattributed,unattributed,2024-01-06 19:54:19+00:00,2024-01-06 19:54:19+00:00,0,2,2
2348544,Google Ads,adwords,2024-01-06 19:56:16+00:00,2024-01-06 19:25:38.454000+00:00,0,2,1
2348544,Unattributed,unattributed,2024-01-06 19:56:16+00:00,2024-01-06 19:56:16+00:00,0,2,2
2348545,Google Ads,adwords,2024-01-06 19:56:20+00:00,2024-01-06 19:41:37.659000+00:00,0,2,1
2348545,Unattributed,unattributed,2024-01-06 19:56:20+00:00,2024-01-06 19:56:20+00:00,0,2,2
2348558,Facebook Ads,fb,2024-01-06 20:02:02+00:00,2024-01-04 04:12:37.199000+00:00,2,4,1
2348558,Google Ads,adwords,2024-01-06 20:02:02+00:00,2024-01-04 04:25:32.978000+00:00,2,4,2
2348558,Facebook Ads,fb,2024-01-06 20:02:02+00:00,2024-01-06 19:58:57.028000+00:00,0,4,3
2348558,Unattributed,unattributed,2024-01-06 20:02:02+00:00,2024-01-06 20:02:02+00:00,0,4,4
2348566,Unattributed,unattributed,2024-01-06 20:04:56+00:00,2024-01-06 20:04:56+00:00,0,1,1
2348589,Unattributed,unattributed,2024-01-06 20:13:25+00:00,2024-01-06 20:13:25+00:00,0,1,1
2348659,Klaviyo,utm medium - email,2024-01-06 20:56:13+00:00,2023-12-29 12:34:03.336000+00:00,8,2,1
2348659,Unattributed,unattributed,2024-01-06 20:56:13+00:00,2024-01-06 20:56:13+00:00,0,2,2
2348661,Other Email,referral,2024-01-06 20:56:31+00:00,2023-12-23 01:09:12.499000+00:00,14,13,1
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2023-12-23 01:13:09.140000+00:00,14,13,2
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2023-12-24 04:20:20.851000+00:00,13,13,3
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2023-12-28 00:34:06.477000+00:00,9,13,4
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2023-12-28 00:37:10.187000+00:00,9,13,5
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2023-12-30 02:44:50.962000+00:00,7,13,6
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2023-12-30 02:45:27.804000+00:00,7,13,7
2348661,Organic Search,referral,2024-01-06 20:56:31+00:00,2023-12-31 02:58:29.953000+00:00,6,13,8
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2023-12-31 02:59:02.160000+00:00,6,13,9
2348661,Google Ads,adwords,2024-01-06 20:56:31+00:00,2024-01-05 04:51:55.597000+00:00,1,13,10
2348661,Other Email,referral,2024-01-06 20:56:31+00:00,2024-01-06 19:24:59.472000+00:00,0,13,11
2348661,Klaviyo,utm medium - email,2024-01-06 20:56:31+00:00,2024-01-06 20:53:32.963000+00:00,0,13,12
2348661,Unattributed,unattributed,2024-01-06 20:56:31+00:00,2024-01-06 20:56:31+00:00,0,13,13
2348664,Google Ads,adwords,2024-01-06 20:58:36+00:00,2024-01-06 16:34:29.063000+00:00,0,3,1
2348664,Facebook Ads,fb,2024-01-06 20:58:36+00:00,2024-01-06 17:07:00.695000+00:00,0,3,2
2348664,Unattributed,unattributed,2024-01-06 20:58:36+00:00,2024-01-06 20:58:36+00:00,0,3,3
2348667,Google Ads,adwords,2024-01-06 20:58:44+00:00,2024-01-04 10:42:26.987000+00:00,2,2,1
2348667,Unattributed,unattributed,2024-01-06 20:58:44+00:00,2024-01-06 20:58:44+00:00,0,2,2
2348774,Unattributed,unattributed,2024-01-06 22:00:38+00:00,2024-01-06 22:00:38+00:00,0,1,1
2348783,Other,referral,2024-01-06 22:05:02+00:00,2023-12-23 04:13:26.912000+00:00,14,3,1
2348783,Google Ads,adwords,2024-01-06 22:05:02+00:00,2023-12-29 22:30:50.766000+00:00,7,3,2
2348783,Unattributed,unattributed,2024-01-06 22:05:02+00:00,2024-01-06 22:05:02+00:00,0,3,3
2348796,Google Ads,adwords,2024-01-06 22:11:56+00:00,2024-01-06 19:53:20.122000+00:00,0,2,1
2348796,Unattributed,unattributed,2024-01-06 22:11:56+00:00,2024-01-06 22:11:56+00:00,0,2,2
2348797,Google Ads,adwords,2024-01-06 22:12:00+00:00,2024-01-05 00:10:30.192000+00:00,1,3,1
2348797,Google Ads,adwords,2024-01-06 22:12:00+00:00,2024-01-06 06:39:30.484000+00:00,0,3,2
2348797,Unattributed,unattributed,2024-01-06 22:12:00+00:00,2024-01-06 22:12:00+00:00,0,3,3
2348813,Rakuten,utm medium -,2024-01-06 22:17:53+00:00,2024-01-06 22:13:23.063000+00:00,0,2,1
2348813,Unattributed,unattributed,2024-01-06 22:17:53+00:00,2024-01-06 22:17:53+00:00,0,2,2
2348906,Unattributed,unattributed,2024-01-06 23:13:04+00:00,2024-01-06 23:13:04+00:00,0,1,1
2348918,Organic Search,referral,2024-01-06 23:18:06+00:00,2024-01-05 13:36:16.623000+00:00,1,4,1
2348918,Klaviyo,utm medium - email,2024-01-06 23:18:06+00:00,2024-01-06 13:25:41.531000+00:00,0,4,2
2348918,Klaviyo,utm medium - email,2024-01-06 23:18:06+00:00,2024-01-06 22:49:49.793000+00:00,0,4,3
2348918,Unattributed,unattributed,2024-01-06 23:18:06+00:00,2024-01-06 23:18:06+00:00,0,4,4
2348921,Facebook Organic,fb,2024-01-06 23:18:20+00:00,2024-01-03 01:04:39.501000+00:00,3,3,1
2348921,Facebook Organic,fb,2024-01-06 23:18:20+00:00,2024-01-06 22:18:07.696000+00:00,0,3,2
2348921,Unattributed,unattributed,2024-01-06 23:18:20+00:00,2024-01-06 23:18:20+00:00,0,3,3
2348939,Unattributed,unattributed,2024-01-06 23:35:51+00:00,2024-01-06 23:35:51+00:00,0,1,1
2348949,Unattributed,unattributed,2024-01-06 23:40:41+00:00,2024-01-06 23:40:41+00:00,0,1,1
2348957,Google Ads,adwords,2024-01-06 23:46:04+00:00,2024-01-03 01:12:45.066000+00:00,3,3,1
2348957,Google Ads,adwords,2024-01-06 23:46:04+00:00,2024-01-03 01:22:38.395000+00:00,3,3,2
2348957,Unattributed,unattributed,2024-01-06 23:46:04+00:00,2024-01-06 23:46:04+00:00,0,3,3
2349017,Klaviyo,utm medium - email,2024-01-07 00:17:21+00:00,2024-01-03 23:07:41.652000+00:00,3,2,1
2349017,Unattributed,unattributed,2024-01-07 00:17:21+00:00,2024-01-07 00:17:21+00:00,0,2,2
2349039,Facebook Ads,fb,2024-01-07 00:32:54+00:00,2023-12-24 14:13:38.628000+00:00,13,2,1
2349039,Unattributed,unattributed,2024-01-07 00:32:54+00:00,2024-01-07 00:32:54+00:00,0,2,2
2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-02 01:40:06.790000+00:00,4,8,1
2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-02 13:44:32.813000+00:00,4,8,2
2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-03 16:41:46.652000+00:00,3,8,3
2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-03 17:59:09.744000+00:00,3,8,4
2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-03 18:36:06.219000+00:00,3,8,5
2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-04 01:47:53.498000+00:00,2,8,6
2349048,Google Ads,adwords,2024-01-07 00:35:22+00:00,2024-01-07 00:29:54.156000+00:00,0,8,7
2349048,Unattributed,unattributed,2024-01-07 00:35:22+00:00,2024-01-07 00:35:22+00:00,0,8,8
2349081,Unattributed,unattributed,2024-01-07 00:50:44+00:00,2024-01-07 00:50:44+00:00,0,1,1
2349092,OneText,referral,2024-01-07 00:55:00+00:00,2023-12-25 20:54:09.327000+00:00,12,3,1
2349092,MNTN,mntn,2024-01-07 00:55:00+00:00,2024-01-04 14:23:21.473000+00:00,2,3,2
2349092,Unattributed,unattributed,2024-01-07 00:55:00+00:00,2024-01-07 00:55:00+00:00,0,3,3
2349140,Google Ads,adwords,2024-01-07 01:11:05+00:00,2023-12-28 00:12:15.150000+00:00,10,6,1
2349140,Klaviyo,utm medium - email,2024-01-07 01:11:05+00:00,2023-12-28 13:11:39.426000+00:00,9,6,2
2349140,Klaviyo,utm medium - email,2024-01-07 01:11:05+00:00,2023-12-29 17:05:31.777000+00:00,8,6,3
2349140,Klaviyo,utm medium - email,2024-01-07 01:11:05+00:00,2024-01-03 13:09:32.274000+00:00,3,6,4
2349140,Google Ads,adwords,2024-01-07 01:11:05+00:00,2024-01-07 01:07:44.578000+00:00,0,6,5
2349140,Unattributed,unattributed,2024-01-07 01:11:05+00:00,2024-01-07 01:11:05+00:00,0,6,6
2349161,Klaviyo,utm medium - email,2024-01-07 01:17:36+00:00,2023-12-27 01:10:27.366000+00:00,11,2,1
2349161,Unattributed,unattributed,2024-01-07 01:17:36+00:00,2024-01-07 01:17:36+00:00,0,2,2
2349166,Klaviyo,utm medium - email,2024-01-07 01:18:27+00:00,2023-12-24 06:03:30.290000+00:00,13,6,1
2349166,Klaviyo,utm medium - email,2024-01-07 01:18:27+00:00,2023-12-24 18:06:21.380000+00:00,13,6,2
2349166,MNTN,mntn,2024-01-07 01:18:27+00:00,2023-12-31 03:10:46.262000+00:00,6,6,3
2349166,MNTN,mntn,2024-01-07 01:18:27+00:00,2023-12-31 03:10:50.073000+00:00,6,6,4
2349166,MNTN,mntn,2024-01-07 01:18:27+00:00,2023-12-31 03:44:18.972000+00:00,6,6,5
2349166,Unattributed,unattributed,2024-01-07 01:18:27+00:00,2024-01-07 01:18:27+00:00,0,6,6
2349195,Google Ads,adwords,2024-01-07 01:26:01+00:00,2024-01-01 05:15:41.563000+00:00,5,2,1
2349195,Unattributed,unattributed,2024-01-07 01:26:01+00:00,2024-01-07 01:26:01+00:00,0,2,2
2349209,Google Ads,adwords,2024-01-07 01:30:52+00:00,2024-01-04 03:15:20.575000+00:00,2,14,1
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 16:35:23.033000+00:00,2,14,2
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 16:38:44.516000+00:00,2,14,3
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 16:42:30.721000+00:00,2,14,4
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 16:42:34.837000+00:00,2,14,5
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 17:00:14.169000+00:00,2,14,6
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 17:06:19.884000+00:00,2,14,7
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 17:12:18.279000+00:00,2,14,8
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 18:00:58.013000+00:00,2,14,9
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 18:08:33.427000+00:00,2,14,10
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 18:32:32.508000+00:00,2,14,11
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 19:03:15.518000+00:00,2,14,12
2349209,MNTN,mntn,2024-01-07 01:30:52+00:00,2024-01-04 19:14:24.691000+00:00,2,14,13
2349209,Unattributed,unattributed,2024-01-07 01:30:52+00:00,2024-01-07 01:30:52+00:00,0,14,14
2349211,Klaviyo,utm medium - email,2024-01-07 01:30:53+00:00,2024-01-01 11:37:11.525000+00:00,5,2,1
2349211,Unattributed,unattributed,2024-01-07 01:30:53+00:00,2024-01-07 01:30:53+00:00,0,2,2
2349222,Google Ads,adwords,2024-01-07 01:36:06+00:00,2024-01-06 20:52:11.971000+00:00,0,4,1
2349222,Organic Search,referral,2024-01-07 01:36:06+00:00,2024-01-06 23:56:14.356000+00:00,0,4,2
2349222,Organic Search,referral,2024-01-07 01:36:06+00:00,2024-01-07 01:26:54.141000+00:00,0,4,3
2349222,Unattributed,unattributed,2024-01-07 01:36:06+00:00,2024-01-07 01:36:06+00:00,0,4,4
2349264,Unattributed,unattributed,2024-01-07 01:49:12+00:00,2024-01-07 01:49:12+00:00,0,1,1
2349300,Facebook Ads,fb,2024-01-07 01:59:05+00:00,2024-01-04 00:17:01.801000+00:00,3,4,1
2349300,Facebook Ads,fb,2024-01-07 01:59:05+00:00,2024-01-05 23:51:55.029000+00:00,1,4,2
2349300,Facebook Organic,fb,2024-01-07 01:59:05+00:00,2024-01-07 01:43:05.237000+00:00,0,4,3
2349300,Unattributed,unattributed,2024-01-07 01:59:05+00:00,2024-01-07 01:59:05+00:00,0,4,4
2349310,Unattributed,unattributed,2024-01-07 02:02:33+00:00,2024-01-07 02:02:33+00:00,0,1,1
2349385,Facebook Organic,referral,2024-01-07 02:24:27+00:00,2024-01-05 03:25:01.996000+00:00,1,5,1
2349385,Google Ads,adwords,2024-01-07 02:24:27+00:00,2024-01-05 03:25:34.585000+00:00,1,5,2
2349385,MNTN,mntn,2024-01-07 02:24:27+00:00,2024-01-05 15:45:27.546000+00:00,1,5,3
2349385,MNTN,mntn,2024-01-07 02:24:27+00:00,2024-01-06 14:52:00.118000+00:00,0,5,4
2349385,Unattributed,unattributed,2024-01-07 02:24:27+00:00,2024-01-07 02:24:27+00:00,0,5,5
2349429,Organic Search,referral,2024-01-07 02:37:30+00:00,2024-01-06 18:51:15.194000+00:00,0,3,1
2349429,Organic Search,referral,2024-01-07 02:37:30+00:00,2024-01-07 02:13:46.151000+00:00,0,3,2
2349429,Unattributed,unattributed,2024-01-07 02:37:30+00:00,2024-01-07 02:37:30+00:00,0,3,3
2349486,Disco,utm medium - disco_paid,2024-01-07 03:01:05+00:00,2024-01-07 02:34:07.611000+00:00,0,2,1
2349486,Unattributed,unattributed,2024-01-07 03:01:05+00:00,2024-01-07 03:01:05+00:00,0,2,2
2349496,Unattributed,unattributed,2024-01-07 03:04:00+00:00,2024-01-07 03:04:00+00:00,0,1,1
2349505,Klaviyo,utm medium - email,2024-01-07 03:07:26+00:00,2023-12-24 04:32:10.288000+00:00,13,5,1
2349505,Klaviyo,utm medium - email,2024-01-07 03:07:26+00:00,2023-12-24 10:46:24.970000+00:00,13,5,2
2349505,Klaviyo,utm medium - email,2024-01-07 03:07:26+00:00,2023-12-27 01:44:56.365000+00:00,11,5,3
2349505,Klaviyo,utm medium - email,2024-01-07 03:07:26+00:00,2024-01-03 18:05:14.008000+00:00,3,5,4
2349505,Unattributed,unattributed,2024-01-07 03:07:26+00:00,2024-01-07 03:07:26+00:00,0,5,5
2349532,Google Ads,adwords,2024-01-07 03:18:37+00:00,2024-01-05 14:34:19.774000+00:00,1,3,1
2349532,Google Ads,adwords,2024-01-07 03:18:37+00:00,2024-01-05 14:35:51.928000+00:00,1,3,2
2349532,Unattributed,unattributed,2024-01-07 03:18:37+00:00,2024-01-07 03:18:37+00:00,0,3,3
2349564,Klaviyo,utm medium - email,2024-01-07 03:34:37+00:00,2024-01-03 16:22:41.365000+00:00,3,5,1
2349564,Klaviyo,utm medium - email,2024-01-07 03:34:37+00:00,2024-01-03 17:50:22.960000+00:00,3,5,2
2349564,Klaviyo,utm medium - email,2024-01-07 03:34:37+00:00,2024-01-03 19:49:34.889000+00:00,3,5,3
2349564,Facebook Ads,fb,2024-01-07 03:34:37+00:00,2024-01-07 03:28:12.871000+00:00,0,5,4
2349564,Unattributed,unattributed,2024-01-07 03:34:37+00:00,2024-01-07 03:34:37+00:00,0,5,5
2349624,Google Ads,adwords,2024-01-07 04:00:54+00:00,2024-01-07 03:35:04.403000+00:00,0,4,1
2349624,Google Ads,adwords,2024-01-07 04:00:54+00:00,2024-01-07 03:35:35.123000+00:00,0,4,2
2349624,Facebook Ads,fb,2024-01-07 04:00:54+00:00,2024-01-07 03:36:09.210000+00:00,0,4,3
2349624,Unattributed,unattributed,2024-01-07 04:00:54+00:00,2024-01-07 04:00:54+00:00,0,4,4
2349630,Unattributed,unattributed,2024-01-07 04:03:37+00:00,2024-01-07 04:03:37+00:00,0,1,1
2349708,Facebook Ads,fb,2024-01-07 04:53:31+00:00,2024-01-03 01:05:00.073000+00:00,4,3,1
2349708,Facebook Ads,fb,2024-01-07 04:53:31+00:00,2024-01-07 04:49:09.018000+00:00,0,3,2
2349708,Unattributed,unattributed,2024-01-07 04:53:31+00:00,2024-01-07 04:53:31+00:00,0,3,3
2349757,Klaviyo,utm medium - email,2024-01-07 05:33:57+00:00,2024-01-05 06:19:06.299000+00:00,1,2,1
2349757,Unattributed,unattributed,2024-01-07 05:33:57+00:00,2024-01-07 05:33:57+00:00,0,2,2
2349786,Organic Search,referral,2024-01-07 06:22:04+00:00,2024-01-07 06:21:08.864000+00:00,0,2,1
2349786,Unattributed,unattributed,2024-01-07 06:22:04+00:00,2024-01-07 06:22:04+00:00,0,2,2
2349800,Facebook Ads,fb,2024-01-07 06:59:25+00:00,2024-01-02 02:01:59.119000+00:00,5,9,1
2349800,Facebook Ads,fb,2024-01-07 06:59:25+00:00,2024-01-02 03:20:04.502000+00:00,5,9,2
2349800,Google Ads,adwords,2024-01-07 06:59:25+00:00,2024-01-02 03:26:13.544000+00:00,5,9,3
2349800,Google Ads,adwords,2024-01-07 06:59:25+00:00,2024-01-02 03:31:50.451000+00:00,5,9,4
2349800,Facebook Ads,fb,2024-01-07 06:59:25+00:00,2024-01-07 06:20:54.147000+00:00,0,9,5
2349800,Facebook Ads,fb,2024-01-07 06:59:25+00:00,2024-01-07 06:21:53.597000+00:00,0,9,6
2349800,Klaviyo,utm medium - email,2024-01-07 06:59:25+00:00,2024-01-07 06:51:11.151000+00:00,0,9,7
2349800,Google Ads,adwords,2024-01-07 06:59:25+00:00,2024-01-07 06:57:05.114000+00:00,0,9,8
2349800,Unattributed,unattributed,2024-01-07 06:59:25+00:00,2024-01-07 06:59:25+00:00,0,9,9
2349806,Unattributed,unattributed,2024-01-07 07:19:21+00:00,2024-01-07 07:19:21+00:00,0,1,1
2349812,Organic Search,referral,2024-01-07 07:33:11+00:00,2024-01-07 00:45:50.439000+00:00,0,2,1
2349812,Unattributed,unattributed,2024-01-07 07:33:11+00:00,2024-01-07 07:33:11+00:00,0,2,2
2349839,Google Ads,adwords,2024-01-07 09:22:27+00:00,2024-01-04 05:18:36.382000+00:00,3,3,1
2349839,Klaviyo,utm medium - email,2024-01-07 09:22:27+00:00,2024-01-05 04:13:24.378000+00:00,2,3,2
2349839,Unattributed,unattributed,2024-01-07 09:22:27+00:00,2024-01-07 09:22:27+00:00,0,3,3
2349861,Unattributed,unattributed,2024-01-07 11:46:24+00:00,2024-01-07 11:46:24+00:00,0,1,1
2349907,Klaviyo,utm medium - email,2024-01-07 13:18:53+00:00,2023-12-27 19:54:48.957000+00:00,10,4,1
2349907,Klaviyo,utm medium - email,2024-01-07 13:18:53+00:00,2024-01-01 14:10:01.622000+00:00,5,4,2
2349907,Klaviyo,utm medium - email,2024-01-07 13:18:53+00:00,2024-01-07 13:16:40.974000+00:00,0,4,3
2349907,Unattributed,unattributed,2024-01-07 13:18:53+00:00,2024-01-07 13:18:53+00:00,0,4,4
2349970,Organic Search,referral,2024-01-07 14:02:30+00:00,2024-01-07 13:50:16.626000+00:00,0,2,1
2349970,Unattributed,unattributed,2024-01-07 14:02:30+00:00,2024-01-07 14:02:30+00:00,0,2,2
2350000,Google Ads,adwords,2024-01-07 14:15:36+00:00,2024-01-07 14:09:13.799000+00:00,0,2,1
2350000,Unattributed,unattributed,2024-01-07 14:15:36+00:00,2024-01-07 14:15:36+00:00,0,2,2
2350019,Google Ads,adwords,2024-01-07 14:24:30+00:00,2024-01-07 14:16:37.522000+00:00,0,4,1
2350019,Google Ads,adwords,2024-01-07 14:24:30+00:00,2024-01-07 14:23:04.703000+00:00,0,4,2
2350019,Google Ads,adwords,2024-01-07 14:24:30+00:00,2024-01-07 14:23:32.609000+00:00,0,4,3
2350019,Unattributed,unattributed,2024-01-07 14:24:30+00:00,2024-01-07 14:24:30+00:00,0,4,4
2350046,Facebook Ads,utm medium - paid,2024-01-07 14:39:13+00:00,2024-01-04 13:43:40.041000+00:00,3,2,1
2350046,Unattributed,unattributed,2024-01-07 14:39:13+00:00,2024-01-07 14:39:13+00:00,0,2,2
2350091,Unattributed,unattributed,2024-01-07 15:08:25+00:00,2024-01-07 15:08:25+00:00,0,1,1
2350150,Klaviyo,utm medium - email,2024-01-07 15:37:38+00:00,2024-01-07 05:02:34.455000+00:00,0,3,1
2350150,Klaviyo,utm medium - email,2024-01-07 15:37:38+00:00,2024-01-07 15:35:44.103000+00:00,0,3,2
2350150,Unattributed,unattributed,2024-01-07 15:37:38+00:00,2024-01-07 15:37:38+00:00,0,3,3
2350225,Organic Search,referral,2024-01-07 16:12:12+00:00,2023-12-31 21:42:35.495000+00:00,6,4,1
2350225,Organic Search,referral,2024-01-07 16:12:12+00:00,2024-01-01 18:37:10.301000+00:00,5,4,2
2350225,Organic Search,referral,2024-01-07 16:12:12+00:00,2024-01-07 16:03:43.609000+00:00,0,4,3
2350225,Unattributed,unattributed,2024-01-07 16:12:12+00:00,2024-01-07 16:12:12+00:00,0,4,4
2350227,Unattributed,unattributed,2024-01-07 16:12:10+00:00,2024-01-07 16:12:10+00:00,0,1,1
2350260,Organic Search,referral,2024-01-07 16:29:00+00:00,2023-12-31 21:42:35.495000+00:00,6,4,1
2350260,Organic Search,referral,2024-01-07 16:29:00+00:00,2024-01-01 18:37:10.301000+00:00,5,4,2
2350260,Organic Search,referral,2024-01-07 16:29:00+00:00,2024-01-07 16:03:43.609000+00:00,0,4,3
2350260,Unattributed,unattributed,2024-01-07 16:29:00+00:00,2024-01-07 16:29:00+00:00,0,4,4
2350266,Facebook Ads,fb,2024-01-07 16:31:34+00:00,2024-01-04 16:59:52.657000+00:00,2,4,1
2350266,Facebook Ads,fb,2024-01-07 16:31:34+00:00,2024-01-04 17:14:57.262000+00:00,2,4,2
2350266,Facebook Ads,fb,2024-01-07 16:31:34+00:00,2024-01-06 14:21:47.171000+00:00,1,4,3
2350266,Unattributed,unattributed,2024-01-07 16:31:34+00:00,2024-01-07 16:31:34+00:00,0,4,4
2350279,Unattributed,unattributed,2024-01-07 16:36:28+00:00,2024-01-07 16:36:28+00:00,0,1,1
2350298,Google Ads,adwords,2024-01-07 16:45:05+00:00,2024-01-07 16:20:07.418000+00:00,0,2,1
2350298,Unattributed,unattributed,2024-01-07 16:45:05+00:00,2024-01-07 16:45:05+00:00,0,2,2
2350304,Facebook Ads,fb,2024-01-07 16:45:47+00:00,2024-01-01 15:56:05.951000+00:00,6,3,1
2350304,Facebook Ads,fb,2024-01-07 16:45:47+00:00,2024-01-07 16:41:16.265000+00:00,0,3,2
2350304,Unattributed,unattributed,2024-01-07 16:45:47+00:00,2024-01-07 16:45:47+00:00,0,3,3
2350318,Organic Search,referral,2024-01-07 16:56:48+00:00,2024-01-07 16:51:32.360000+00:00,0,2,1
2350318,Unattributed,unattributed,2024-01-07 16:56:48+00:00,2024-01-07 16:56:48+00:00,0,2,2
2350330,Unattributed,unattributed,2024-01-07 17:03:09+00:00,2024-01-07 17:03:09+00:00,0,1,1
2350332,Klaviyo,utm medium - email,2024-01-07 17:03:34+00:00,2024-01-07 16:31:47.988000+00:00,0,2,1
2350332,Unattributed,unattributed,2024-01-07 17:03:34+00:00,2024-01-07 17:03:34+00:00,0,2,2
2350352,Klaviyo,utm medium - email,2024-01-07 17:11:51+00:00,2023-12-28 15:21:11.525000+00:00,10,5,1
2350352,Klaviyo,utm medium - email,2024-01-07 17:11:51+00:00,2023-12-28 22:05:41.575000+00:00,9,5,2
2350352,Klaviyo,utm medium - email,2024-01-07 17:11:51+00:00,2023-12-29 00:23:48.289000+00:00,9,5,3
2350352,Klaviyo,utm medium - email,2024-01-07 17:11:51+00:00,2024-01-07 17:10:41.885000+00:00,0,5,4
2350352,Unattributed,unattributed,2024-01-07 17:11:51+00:00,2024-01-07 17:11:51+00:00,0,5,5
2350412,Google Ads,adwords,2024-01-07 17:38:18+00:00,2024-01-07 17:33:28.566000+00:00,0,2,1
