BRAND_NAME,"VERTICAL_DISPLAY_POSITION",BRAND_DISPLAYS,CONV,AD_SPEND
Gathre,53,13,0,0.00
BuddyLove,102,5,0,0.00
"Dollar Shave Club",69,8,0,0.00
Hydrant,54,17,0,0.00
Juna,106,3,0,0.00
"Dermaclara, LLC",106,12,0,0.00
"Snuggle Me Organic",139,3,0,0.00
"EGG New York",55,4,0,0.00
"Bushwick Kitchen",243,1,0,0.00
M.M.LaFleur,21,78,0,0.00
Lunya,82,2,0,0.00
"Coco Moon",161,2,0,0.00
Tushbaby,86,9,0,0.00
ByHeart,41,56,0,0.00
iota,54,14,0,0.00
SolaWave,25,204,0,0.00
"Native Pet",142,1,0,0.00
UPSAINT,104,1,0,0.00
"Clover by CLOVE + HALLOW",173,3,0,0.00
"Modern Picnic",136,7,0,0.00
"Ponto Footwear",29,15,0,0.00
"Dirty Labs",98,13,0,0.00
"Winky Lux",45,28,0,0.00
"Trace Minerals",18,8,0,0.00
"Degs & Sal",9,1,0,0.00
Siblings,229,1,0,0.00
"Consciously Baby",77,7,0,0.00
"Kortni Jeane",83,23,0,0.00
"Dr Sari's Lunar Sync",131,5,0,0.00
"Monica & Andy Inc.",57,28,0,0.00
"Baby K'tan",6,14,0,0.00
"Billion Dollar Beauty",208,1,0,0.00
"West Chop Co",225,1,0,0.00
"Highline Wellness",13,86,0,0.00
"Common Era Jewelry",186,2,0,0.00
"Ora Organic",24,21,0,0.00
"good light",48,36,0,0.00
"Ellie & Becks",84,11,0,0.00
"Baby K'tan",112,1,0,0.00
iota,17,74,0,0.00
MantraBand,194,1,0,0.00
Lalabu,54,20,0,0.00
"My Medic",21,64,0,0.00
Gooselings,45,27,0,0.00
"Tubby Todd Bath Co.",73,3,0,0.00
Lalabu,27,45,0,0.00
Gibsonlook,106,10,0,0.00
"Bokksu Market",122,1,0,0.00
MORI,146,2,0,0.00
"Better & Better",97,6,0,0.00
"Ponto Footwear",15,98,0,0.00
Canopy,20,212,0,0.00
"Bask Suncare",54,33,0,0.00
"Altitude Functional Beverages",88,3,0,0.00
"Love Your Melon",106,2,0,0.00
"Oars + Alps",128,2,0,0.00
"Dr Sari's Lunar Sync",143,1,0,0.00
"NOTO Botanics",127,2,0,0.00
"Dryft Sleep",103,6,0,0.00
"Matador Meggings",165,3,0,0.00
UPSAINT,16,9,0,0.00
"Clover by CLOVE + HALLOW",198,3,0,0.00
Softies,10,31,0,0.00
Curie,81,5,0,0.00
Lollipetals,20,33,0,0.00
Spyder,95,11,0,0.00
Vegamour,54,4,0,0.00
"Wren + Glory",7,13,0,0.00
Manduka,9,915,0,0.00
"Airo Collective",8,406,0,0.00
"Resist Nutrition",16,12,0,0.00
Lunya,61,3,0,0.00
"LINHART NYC",144,1,0,0.00
"Moon Pals",95,8,0,0.00
Calin,55,53,0,0.00
"Girlfriend Collective",141,1,0,0.00
"Common Era Jewelry",91,12,0,0.00
"Elevated Faith",51,6,0,0.00
Tushbaby,77,9,0,0.00
UPSAINT,164,1,0,0.00
"jane iredale",10,923,0,0.00
"August Uncommon Tea",39,32,0,0.00
"Coco Moon",151,2,0,0.00
"Tula Skincare",81,1,0,0.00
StackedSkincare,66,1,0,0.00
"Projects Watches",32,4,0,0.00
Carbon38,138,1,0,0.00
"MAW Energy",11,2,0,0.00
Caraway,110,2,0,0.00
Petaluma,151,2,0,0.00
Doré,132,2,0,0.00
LOOPS,26,111,0,0.00
Sijo,29,141,0,0.00
Koio,37,78,0,0.00
Oeuf,114,5,0,0.00
Thorlos,54,67,0,0.00
"Som Sleep",344,1,0,0.00
"Fable Home",107,15,0,0.00
Gooselings,32,13,0,0.00
"Green Paper Products",67,9,0,0.00
"Bokksu Market",9,87,0,0.00
Petaluma,233,2,0,0.00
"Bamboo Ave",50,1,0,0.00
"Bad Birdie",76,29,0,0.00
Twizzy,127,1,0,0.00
Estella,165,1,0,0.00
"Toad&Co",20,36,0,0.00
SortJoy,83,2,0,0.00
"Tula Skincare",69,2,0,0.00
"Bask Suncare",4,64,0,0.00
"LINHART NYC",41,5,0,0.00
Nanit,213,1,0,0.00
"Moby Wrap",227,1,0,0.00
"Ellie & Becks",88,8,0,0.00
"Ry & Pen",320,1,0,0.00
"Clover by CLOVE + HALLOW",195,1,0,0.00
"Willow Pumps",150,1,0,0.00
M.M.LaFleur,171,1,0,0.00
"Ancient Nutrition",14,1190,0,0.00
"Posh Peanut",75,13,0,0.00
LuminAID,82,8,0,0.00
Petaluma,272,1,0,0.00
"JACK HENRY",214,1,0,0.00
Ashlen,39,5,0,0.00
"Uncharted Coffee Supply",21,7,0,0.00
Oeuf,166,1,0,0.00
"Fresh Peaches",178,3,0,0.00
"Aura Bora",58,10,0,0.00
"Revolution Cooking",160,1,0,0.00
"Snuggle Me Organic",126,1,0,0.00
SureThik,91,1,0,0.00
"Ancient Nutrition",12,2064,0,0.00
"Bright Cellars",56,17,0,0.00
"Dagne Dover",166,1,0,0.00
BelliWelli,117,9,0,0.00
"Lily Jade",45,2,0,0.00
"Crown Affair",101,4,0,0.00
Molekule,165,1,0,0.00
"Monica & Andy Inc.",71,11,0,0.00
"Maverick & Co.",226,1,0,0.00
Otteroo,142,1,0,0.00
"Dermaclara, LLC",111,3,0,0.00
"Captain Blankenship",14,3,0,0.00
Branch,132,1,0,0.00
"Tinto Amorio",118,2,0,0.00
Myles,106,1,0,0.00
"Ponto Footwear",121,2,0,0.00
"Tula Skincare",288,1,0,0.00
"Year & Day",235,2,0,0.00
Gathre,91,13,0,0.00
"Love in Faith",69,5,0,0.00
"Bushwick Kitchen",71,7,0,0.00
"Sonrei Skin",57,9,0,0.00
"Seamless Lingerie",181,1,0,0.00
"JACK HENRY",131,3,0,0.00
"LINHART NYC",64,9,0,0.00
"Winged Wellness",8,6,0,0.00
"Wren + Glory",27,26,0,0.00
"Wild Cosmetics",4,114,0,0.00
"Captain Blankenship",2,71,0,0.00
Siblings,138,6,0,0.00
FRANC,119,1,0,0.00
"Snuggle Me Organic",38,98,0,0.00
"Newton Baby",134,1,0,0.00
iota,60,16,0,0.00
JOI,42,8,0,0.00
"Mented Cosmetics",126,1,0,0.00
"Tinto Amorio",281,1,0,0.00
"ELVY Lab",117,1,0,0.00
Giapenta,127,1,0,0.00
"Ruggish Co.",248,1,0,0.00
"Haand Inc",138,4,0,0.00
OrnamentallyYou,285,1,0,0.00
"Trace Minerals",293,3,0,0.00
Alkavida,36,5,0,0.00
biom,69,7,0,0.00
INBLOOM,125,3,0,0.00
BlendJet,98,2,0,0.00
Evergreen,26,34,0,0.00
"Elevated Faith",46,2,0,0.00
Foria,66,3,0,0.00
"Aura Bora",91,6,0,0.00
"KA! Empathogenics",83,6,0,0.00
Alkavida,291,1,0,0.00
"MAXPRO Fitness",44,9,0,0.00
Evergreen,19,21,0,0.00
"WP Standard",40,22,0,0.00
INBLOOM,30,33,0,0.00
"NOMAD Grills",135,2,0,0.00
"Mario Badescu Skin Care",127,1,0,0.00
"Fresh Peaches",57,3,0,0.00
"good light",52,16,0,0.00
"Billion Dollar Beauty",198,1,0,0.00
"Raw Botanics",264,1,0,0.00
Alpha-H,6,1,0,0.00
"Giften Market",126,3,0,0.00
"Blessed Be Magick",47,27,0,0.00
"Verdant Lyfe",73,3,0,0.00
"Som Sleep",120,1,0,0.00
"Food Huggers",101,6,0,0.00
"Love in Faith",115,2,0,0.00
Popadelics,216,1,0,0.00
iota,83,11,0,0.00
Canopy,86,10,0,0.00
wildwonder,310,2,0,0.00
12|12,56,3,0,0.00
Softies,79,19,0,0.00
"Captain Blankenship",76,14,0,0.00
"ieró Beauty™",159,1,0,0.00
Vacation®,252,1,0,0.00
"Green Paper Products",139,6,0,0.00
"Outer Aisle",61,7,0,0.00
"Haus of Brilliance",278,1,0,0.00
"Buffbunny Collection",113,1,0,0.00
"Luca Faloni",231,1,0,0.00
"Dryft Sleep",108,7,0,0.00
"Outer Aisle",198,1,0,0.00
"Ellie & Becks",249,1,0,0.00
"KA! Empathogenics",133,5,0,0.00
HATCH,18,180,0,0.00
Jolie,88,3,0,0.00
"Divya's",275,1,0,0.00
"West Chop Co",114,1,0,0.00
"Wolf & Shepherd",32,112,0,0.00
"Seoul Ceuticals",75,3,0,0.00
"Altitude Functional Beverages",273,1,0,0.00
"Wild Cosmetics",92,1,0,0.00
"SACHEU Beauty",32,54,0,0.00
"Milton & Goose",14,38,0,0.00
HATCH,48,28,0,0.00
"Sabrina Zeng",123,1,0,0.00
"Projects Watches",173,1,0,0.00
BelliWelli,93,9,0,0.00
SortJoy,53,8,0,0.00
Lalabu,13,406,0,0.00
Dame,17,125,0,0.00
Evereden,65,19,0,0.00
"Body High Body Care",16,8,0,0.00
CanDo,116,3,0,0.00
"The HoneyPot",56,33,0,0.00
Tushbaby,132,1,0,0.00
Nood,210,3,0,0.00
"Sunfood Superfoods",93,9,0,0.00
biom,122,2,0,0.00
Inamorata,105,5,0,0.00
"My Girl Wellness",28,30,0,0.00
"Blessed Be Magick",51,2,0,0.00
"Liquid I.V.",43,4,0,0.00
Giapenta,116,5,0,0.00
"Petunia Pickle Bottom",125,3,0,0.00
"Doggy Do Good",3,1,0,0.00
"Level Select CBD",51,2,0,0.00
"D.S. & Durga",90,14,0,0.00
iota,141,7,0,0.00
Stix,63,1,0,0.00
Zonarch,245,1,0,0.00
Andie,-1,43435,0,0.00
"My Medic",258,1,0,0.00
KraveBeauty,99,1,0,0.00
LuminAID,118,1,0,0.00
"Carve Designs",29,96,0,0.00
"Sunfood Superfoods",137,3,0,0.00
Sijo,148,1,0,0.00
Twillory,301,1,0,0.00
"Kortni Jeane",81,13,0,0.00
Koio,101,5,0,0.00
GhostBed,150,1,0,0.00
biom,145,3,0,0.00
"happy being",188,1,0,0.00
"Flying Embers",179,2,0,0.00
KraveBeauty,178,1,0,0.00
"Cuts Clothing",45,3,0,0.00
Kinflyte,74,7,0,0.00
"Fable Home",43,28,0,0.00
"zing bars",210,1,0,0.00
Calin,132,1,0,0.00
GhostBed,105,4,0,0.00
"NOTO Botanics",131,2,0,0.00
"True Made Foods",252,1,0,0.00
"Fuse Lenses",64,61,0,0.00
"The Plug Drink",3,94,0,0.00
"Baby K'tan",181,1,0,0.00
"Le Mini Macaron",60,34,0,0.00
"Common Era Jewelry",32,26,0,0.00
"Fuse Lenses",94,23,0,0.00
"Spärkel Beverage Systems",76,1,0,0.00
"Character Home",88,5,0,0.00
iota,21,26,0,0.00
Shinesty,227,1,0,0.00
wildwonder,154,1,0,0.00
Konny,183,1,0,0.00
"Billy Reid",176,2,0,0.00
"Sunfood Superfoods",135,8,0,0.00
"Airo Collective",158,1,0,0.00
"NOMAD Grills",40,11,0,0.00
"Bokksu Market",102,2,0,0.00
"INTO THE AM",111,4,0,0.00
"Carve Designs",57,216,0,0.00
Lollipetals,13,21,0,0.00
"Le Mini Macaron",111,4,0,0.00
"Felix Gray",136,18,0,0.00
DEUX,13,54,0,0.00
"Baby Tula",162,1,0,0.00
"Glimmer Wish",167,1,0,0.00
"Leeway Home",174,2,0,0.00
"Ancient Nutrition",169,1,0,0.00
Wildfang,87,4,0,0.00
"Seamless Lingerie",71,16,0,0.00
Lalo,114,13,0,0.00
"Outer Aisle",36,10,0,0.00
Softies,84,27,0,0.00
Kosterina,147,2,0,0.00
"July A/C",184,1,0,0.00
"ELVY Lab",36,8,0,0.00
"Nuudii System",53,19,0,0.00
"Tia Lupita",1,48,0,0.00
"SACHEU Beauty",27,66,0,0.00
"ieró Beauty™",87,7,0,0.00
"Milton & Goose",27,43,0,0.00
Siblings,130,6,0,0.00
"Native Pet",69,11,0,0.00
"Thousand Fell",43,42,0,0.00
"Baby Tula",41,42,0,0.00
BlendJet,71,2,0,0.00
"Out of the Woods",190,4,0,0.00
BOLDE,44,4,0,0.00
"Cali's Books",231,1,0,0.00
"Brook & York",1,2,0,0.00
EXOH,34,1,0,0.00
"Seamless Lingerie",170,1,0,0.00
wildwonder,119,4,0,0.00
"True Made Foods",184,1,0,0.00
Wildfang,54,30,0,0.00
Blueland,59,12,0,0.00
12|12,29,28,0,0.00
"Fresh Clean Threads",131,2,0,0.00
Licorice,30,156,0,0.00
"Frog Hollow Farm",70,1,0,0.00
"Petunia Pickle Bottom",108,1,0,0.00
Doré,93,11,0,0.00
"Milton & Goose",155,1,0,0.00
TriLASTIN,17,103,0,0.00
"Leeway Home",199,1,0,0.00
TriLASTIN,194,2,0,0.00
"Moby Wrap",0,633,0,0.00
Bodily,117,1,0,0.00
"zing bars",97,8,0,0.00
"KA! Empathogenics",15,26,0,0.00
Zonarch,143,3,0,0.00
BuddyLove,39,15,0,0.00
Zonarch,266,1,0,0.00
AVEC,4,631,0,0.00
Curie,142,1,0,0.00
"Som Sleep",239,1,0,0.00
"sproos!",163,1,0,0.00
iota,146,6,0,0.00
"Verdant Lyfe",125,7,0,0.00
Bandier,3,189,0,0.00
"Joanna Vargas Skincare",120,2,0,0.00
Snowyskin,239,1,0,0.00
AAVRANI,90,6,0,0.00
"Baby K'tan",93,1,0,0.00
Goodnest,134,1,0,0.00
Calin,67,20,0,0.00
OrnamentallyYou,32,118,0,0.00
"Glimmer Wish",152,1,0,0.00
Salio,217,1,0,0.00
Jolie,57,10,0,0.00
Afloral,29,133,0,0.00
"Fable Home",59,3,0,0.00
"sproos!",5,1,0,0.00
"Out of the Woods",158,1,0,0.00
"JACK HENRY",75,3,0,0.00
"Year & Day",54,12,0,0.00
"NOT!CE Hair Co",268,1,0,0.00
"Fuse Lenses",47,45,0,0.00
"Flying Embers",181,1,0,0.00
MORI,162,1,0,0.00
SeaVees,28,81,0,0.00
"LightWater Skin",216,1,0,0.00
UPSAINT,70,2,0,0.00
"Once Upon a Farm",145,1,0,0.00
neoNutritions,296,1,0,0.00
"Spice Tribe",203,1,0,0.00
Glamnetic,33,63,0,0.00
"Character Home",48,18,0,0.00
12|12,117,2,0,0.00
"Moon Pals",102,10,0,0.00
"ELVY Lab",244,3,0,0.00
Rains,199,1,0,0.00
"SACHEU Beauty",90,11,0,0.00
"Sensory Joy",155,1,0,0.00
"Modern Picnic",12,213,0,0.00
"Baby K'tan",38,9,0,0.00
SeaVees,65,16,0,0.00
"LightWater Skin",176,4,0,0.00
Airsign,175,1,0,0.00
"Crown Affair",79,6,0,0.00
AVEC,30,12,0,0.00
"Haus of Brilliance",205,1,0,0.00
"Haand Inc",100,3,0,0.00
Canopy,151,4,0,0.00
"Winged Wellness",74,5,0,0.00
HATCH,58,10,0,0.00
"Nutshell Coolers",68,12,0,0.00
NEIWAI,124,1,0,0.00
"Ami Colé",99,3,0,0.00
"Spice Tribe",57,16,0,0.00
"Airo Collective",225,1,0,0.00
Needed,115,3,0,0.00
"zing bars",248,3,0,0.00
SortJoy,162,1,0,0.00
Hydrant,103,2,0,0.00
"Baby K'tan",154,2,0,0.00
RiotSociety.com,47,10,0,0.00
"Resist Nutrition",245,2,0,0.00
"Sonrei Skin",338,1,0,0.00
"Giften Market",55,15,0,0.00
wildwonder,212,1,0,0.00
"My Girl Wellness",32,44,0,0.00
HATCH,141,2,0,0.00
HATCH,102,1,0,0.00
"Luca Faloni",11,430,0,0.00
cbdMD,59,114,0,0.00
"Viori Beauty",272,2,0,0.00
"Hello Cake",143,3,0,0.00
Rains,141,2,0,0.00
120/Life,205,1,0,0.00
Doré,20,11,0,0.00
"Corpus Naturals",136,2,0,0.00
Julep,18,126,0,0.00
Gathre,49,16,0,0.00
JOI,115,5,0,0.00
Brightech,163,2,0,0.00
Myles,166,2,0,0.00
"Divya's",33,3,0,0.00
Fasteak,162,1,0,0.00
"Sunday Citizen",123,2,0,0.00
"Bed Babe",8,8,0,0.00
Softies,20,46,0,0.00
Oeuf,204,1,0,0.00
DEUX,148,1,0,0.00
Oradina,179,2,0,0.00
Giapenta,63,16,0,0.00
"Aura Bora",6,197,0,0.00
"Verdant Lyfe",25,8,0,0.00
"Joanna Vargas Skincare",118,2,0,0.00
"Ingrid + Isabel",95,1,0,0.00
Amberjack,77,5,0,0.00
vitruvi,268,1,0,0.00
"Clean Age",9,1,0,0.00
Volcom,32,93,0,0.00
"Nampons LLC",101,1,0,0.00
"Once Upon a Farm",222,1,0,0.00
Oradina,137,3,0,0.00
Create,15,159,0,0.00
Cardon,167,4,0,0.00
Amberjack,65,11,0,0.00
Airsign,45,4,0,0.00
"Nutshell Coolers",76,3,0,0.00
"Saranoni Luxury Blankets",207,2,0,0.00
"Love in Faith",137,2,0,0.00
"Ellie & Becks",212,1,0,0.00
"Portland Leather",9,4,0,0.00
"Why and Whale",156,3,0,0.00
M.M.LaFleur,48,20,0,0.00
Opopop,199,1,0,0.00
"ZOA Energy",48,3,0,0.00
"The CrunchCup",0,235,0,0.00
"Projects Watches",196,1,0,0.00
Airsign,19,67,0,0.00
"Moby Wrap",92,5,0,0.00
Lollipetals,24,9,0,0.00
Pretzels.com,183,3,0,0.00
CanDo,68,13,0,0.00
HATCH,112,1,0,0.00
Twillory,182,1,0,0.00
Wildfang,291,2,0,0.00
eyebobs,87,13,0,0.00
Natemia,236,1,0,0.00
"Divya's",51,3,0,0.00
AVEC,155,1,0,0.00
"Baby K'tan",73,3,0,0.00
120/Life,135,6,0,0.00
"Baby Delight",119,5,0,0.00
Golde,39,39,0,0.00
Volcom,309,1,0,0.00
"Carve Designs",58,123,0,0.00
ByHeart,132,2,0,0.00
Gibsonlook,80,19,0,0.00
Gooselings,115,7,0,0.00
"Modern Picnic",20,187,0,0.00
"Raw Botanics",68,14,0,0.00
"Modern Picnic",203,1,0,0.00
CanDo,10,30,0,0.00
"MAW Energy",18,2,0,0.00
"Baby Tula",27,672,0,0.00
Evergreen,253,1,0,0.00
"Monica & Andy Inc.",125,1,0,0.00
"Consciously Baby",97,3,0,0.00
"Baby Delight",218,1,0,0.00
"Oars + Alps",116,2,0,0.00
"Fable Home",44,15,0,0.00
"SACHEU Beauty",118,4,0,0.00
"Fable Home",98,5,0,0.00
"Ora Organic",85,1,0,0.00
JOI,131,4,0,0.00
"Dollar Shave Club",152,1,0,0.00
"Billion Dollar Beauty",19,4,0,0.00
"Divya's",122,2,0,0.00
"Revolution Cooking",292,1,0,0.00
Oeuf,199,4,0,0.00
"A Kids Co.",82,4,0,0.00
"Baby Tula",64,9,0,0.00
"Haand Inc",168,3,0,0.00
"zing bars",224,1,0,0.00
Opopop,226,2,0,0.00
"ZOA Energy",34,5,0,0.00
Twillory,157,1,0,0.00
"Pulp Pantry",86,2,0,0.00
Bellway,62,3,0,0.00
StackedSkincare,79,4,0,0.00
"Raw Botanics",50,32,0,0.00
FullWell,120,2,0,0.00
"Saranoni Luxury Blankets",210,1,0,0.00
FRANC,51,4,0,0.00
Nodpod,3,11,0,0.00
Otteroo,199,1,0,0.00
"Moon Pals",41,27,0,0.00
Zonarch,-1,70,0,0.00
"Red Racer Books",166,1,0,0.00
"Ami Colé",68,15,0,0.00
"Baby Delight",16,51,0,0.00
Moderny,41,11,0,0.00
BlendJet,45,18,0,0.00
"Billion Dollar Beauty",88,6,0,0.00
Manduka,15,450,0,0.00
"La V'rose Skincare",182,1,0,0.00
Siblings,79,16,0,0.00
"Karma Nuts",23,2,0,0.00
"Trace Minerals",21,7,0,0.00
"Buffbunny Collection",156,1,0,0.00
"Tower 28 Beauty",147,1,0,0.00
"California Arts",102,2,0,0.00
"Tia Lupita",44,48,0,0.00
"Better & Better",45,9,0,0.00
Softies,203,1,0,0.00
Motherhood,21,10,0,0.00
Thorlos,74,20,0,0.00
Create,62,43,0,0.00
Siblings,70,11,0,0.00
"good light",75,3,0,0.00
Blueland,60,4,0,0.00
Carbon38,76,1,0,0.00
"Modern Fuel",117,1,0,0.00
"Bean Products",33,1,0,0.00
"happy being",239,1,0,0.00
"The Plug Drink",15,27,0,0.00
"Seamless Lingerie",139,1,0,0.00
"Haand Inc",186,2,0,0.00
"Ursa Major",12,517,0,0.00
MORI,177,1,0,0.00
Paperclip,188,1,0,0.00
Waterboy,73,19,0,0.00
"The Secure Mat",65,3,0,0.00
Carbon38,112,1,0,0.00
"Som Sleep",28,17,0,0.00
"Posh Peanut",88,2,0,0.00
"Dr Sari's Lunar Sync",95,4,0,0.00
UNTUCKit,57,3,0,0.00
"Som Sleep",188,1,0,0.00
"West Chop Co",156,1,0,0.00
"Explorer Cold Brew",76,1,0,0.00
"Love Your Melon",34,86,0,0.00
"Felix Gray",74,7,0,0.00
"Carve Designs",12,381,0,0.00
Coterie,63,23,0,0.00
Nodpod,12,3,0,0.00
"Uncharted Coffee Supply",244,2,0,0.00
Softies,31,41,0,0.00
Doré,112,4,0,0.00
"Mad Rabbit",31,4,0,0.00
NEIWAI,105,2,0,0.00
"Sunfood Superfoods",261,1,0,0.00
wildwonder,62,12,0,0.00
"My Girl Wellness",14,362,0,0.00
"Food Huggers",120,1,0,0.00
Quitch,141,1,0,0.00
"Karma Nuts",268,1,0,0.00
"Winged Wellness",22,40,0,0.00
"Ami Colé",237,1,0,0.00
"Why and Whale",2,2355,0,0.00
"Projects Watches",26,3,0,0.00
Natemia,147,1,0,0.00
"Coffee Bros.",103,1,0,0.00
"EVER Skincare",187,1,0,0.00
Zensah,178,1,0,0.00
"Botanical Bones",72,1,0,0.00
"True Made Foods",85,8,0,0.00
"Explorer Cold Brew",110,4,0,0.00
Lalabu,45,24,0,0.00
Arber,-1,1710,0,0.00
"My Medic",25,66,0,0.00
GRIP6,33,3,0,0.00
"Matador Meggings",210,2,0,0.00
"Natalist Co.",62,30,0,0.00
"Outer Aisle",229,1,0,0.00
Doré,215,1,0,0.00
"Captain Blankenship",43,19,0,0.00
"Leeway Home",5,375,0,0.00
Spyder,163,1,0,0.00
SeaVees,137,3,0,0.00
"Fresh Peaches",104,5,0,0.00
Shinesty,41,27,0,0.00
"Ancient Nutrition",97,2,0,0.00
"Raw Botanics",8,2,0,0.00
"Modern Picnic",62,12,0,0.00
"Tiege Hanley",95,2,0,0.00
"Ry & Pen",79,1,0,0.00
"Bean Products",41,2,0,0.00
Binto,129,1,0,0.00
"Nuudii System",183,1,0,0.00
"Boie USA",168,1,0,0.00
SortJoy,237,3,0,0.00
"Oars + Alps",36,24,0,0.00
"Sprout Living",112,1,0,0.00
woolino,105,2,0,0.00
Esker,88,16,0,0.00
"Little Words Project",39,107,0,0.00
"Las Jaras Wines",86,4,0,0.00
"Carve Designs",78,17,0,0.00
Dakine,2,3390,0,0.00
"Red Racer Books",38,3,0,0.00
Dame,63,15,0,0.00
"A Kids Co.",144,1,0,0.00
"Willow Pumps",94,20,0,0.00
KraveBeauty,34,11,0,0.00
"Natalist Co.",45,41,0,0.00
"Baby K'tan",55,2,0,0.00
"Divya's",129,2,0,0.00
wildwonder,132,3,0,0.00
Nood,265,1,0,0.00
"Raw Botanics",28,34,0,0.00
"Billy Reid",9,173,0,0.00
Koio,80,13,0,0.00
"Distil Union",121,3,0,0.00
"Year & Day",111,2,0,0.00
"Ami Colé",57,20,0,0.00
BelliWelli,82,5,0,0.00
"IVL Collective",188,1,0,0.00
"Portland Leather",0,618,0,0.00
"Dr Sari's Lunar Sync",18,2,0,0.00
"Fresh Peaches",23,8,0,0.00
"Airo Collective",6,142,0,0.00
Oeuf,279,1,0,0.00
"Electric Picks Jewelry",70,13,0,0.00
"Muslin Comfort",83,9,0,0.00
"MAXPRO Fitness",24,55,0,0.00
"Le Monde Gourmand",117,7,0,0.00
"Better & Better",101,6,0,0.00
Juna,146,7,0,0.00
"IVL Collective",68,20,0,0.00
"Newton Baby",48,91,0,0.00
"Food Huggers",162,2,0,0.00
Snibbs,51,2,0,0.00
Twillory,95,1,0,0.00
"Highline Wellness",109,4,0,0.00
Giapenta,211,1,0,0.00
Quitch,131,3,0,0.00
"Haus of Brilliance",82,4,0,0.00
Airsign,21,42,0,0.00
"Saranoni Luxury Blankets",73,27,0,0.00
"INTO THE AM",261,1,0,0.00
GRIP6,212,1,0,0.00
"Love Your Melon",147,1,0,0.00
SortJoy,63,7,0,0.00
AVEC,171,2,0,0.00
biom,143,4,0,0.00
"Clean Age",75,16,0,0.00
"OOBE BRAND",186,3,0,0.00
LuminAID,158,1,0,0.00
Softies,150,2,0,0.00
StackedSkincare,158,1,0,0.00
Bandier,28,13,0,0.00
jot,19,175,0,0.00
"Wild Cosmetics",66,5,0,0.00
Moderny,19,9,0,0.00
"Portland Leather",7,10,0,0.00
"Why and Whale",61,6,0,0.00
Zonarch,30,8,0,0.00
Motherhood,30,21,0,0.00
Oradina,11,820,0,0.00
"Crown Affair",15,140,0,0.00
"Blessed Be Magick",41,18,0,0.00
"The Secure Mat",42,2,0,0.00
"Mad Rabbit",10,415,0,0.00
Wildfang,51,19,0,0.00
"Bushwick Kitchen",28,13,0,0.00
"Dieux Skin",105,1,0,0.00
"Dermaclara, LLC",81,12,0,0.00
"Dr. Motion",67,31,0,0.00
"Spice Tribe",46,5,0,0.00
"zing bars",200,1,0,0.00
"Pulp Pantry",54,1,0,0.00
Popadelics,36,7,0,0.00
"Nuudii System",22,45,0,0.00
"For Days",53,27,0,0.00
"Matador Meggings",159,1,0,0.00
"Fable Home",115,2,0,0.00
Volcom,301,10,0,0.00
Bodily,61,9,0,0.00
"Corpus Naturals",99,4,0,0.00
"Fresh Peaches",163,2,0,0.00
Softies,99,10,0,0.00
Glamnetic,50,50,0,0.00
Gibsonlook,69,25,0,0.00
"For Days",86,17,0,0.00
RiotSociety.com,72,7,0,0.00
Evergreen,159,1,0,0.00
"Dr. Motion",51,34,0,0.00
"Safari Ltd",67,1,0,0.00
"Verdant Lyfe",176,2,0,0.00
Alkavida,224,1,0,0.00
"Little Words Project",130,4,0,0.00
LuminAID,5,252,0,0.00
Esker,228,1,0,0.00
Zonarch,47,7,0,0.00
"Pulp Pantry",32,2,0,0.00
"Matador Meggings",215,1,0,0.00
Estella,100,2,0,0.00
"Pulp Pantry",15,8,0,0.00
doublesoul,144,2,0,0.00
"Serenity Kids",5,903,0,0.00
AAVRANI,58,21,0,0.00
Kindra,194,1,0,0.00
FRANC,65,5,0,0.00
Golde,69,9,0,0.00
Thorlos,118,2,0,0.00
"Newton Baby",132,2,0,0.00
Kinflyte,36,8,0,0.00
"Moby Wrap",82,2,0,0.00
SeaVees,193,1,0,0.00
Branch,8,2147,0,0.00
Licorice,95,2,0,0.00
"Mario Badescu Skin Care",85,7,0,0.00
"D.S. & Durga",135,1,0,0.00
"OOBE BRAND",135,3,0,0.00
"Bed Babe",206,1,0,0.00
"Rif Care",96,5,0,0.00
Zensah,48,7,0,0.00
"Spärkel Beverage Systems",121,5,0,0.00
"Haand Inc",182,3,0,0.00
"Red Racer Books",190,2,0,0.00
"Year & Day",76,6,0,0.00
SPONGELLE,60,21,0,0.00
"Seoul Ceuticals",85,6,0,0.00
"Safari Ltd",54,8,0,0.00
"Luca Faloni",80,6,0,0.00
"SoaPen Inc",92,4,0,0.00
Softies,102,6,0,0.00
"good light",169,2,0,0.00
"Dr Sari's Lunar Sync",132,1,0,0.00
Carbon38,18,35,0,0.00
"Girlfriend Collective",142,11,0,0.00
Oeuf,148,1,0,0.00
AVEC,152,1,0,0.00
"INTO THE AM",48,17,0,0.00
Koio,19,269,0,0.00
Brightech,232,1,0,0.00
Fasteak,110,1,0,0.00
Kindra,68,33,0,0.00
"LightWater Skin",170,4,0,0.00
"Dr. Motion",173,1,0,0.00
ByHeart,6,211,0,0.00
Paperclip,67,3,0,0.00
"Petunia Pickle Bottom",55,22,0,0.00
Calin,255,3,0,0.00
"Cali's Books",18,57,0,0.00
Volcom,104,3,0,0.00
"Dr Sari's Lunar Sync",50,11,0,0.00
ezpz,131,2,0,0.00
"Dieux Skin",83,6,0,0.00
"Serenity Kids",64,7,0,0.00
Rains,78,5,0,0.00
