BRAND_NAME,"VERTICAL_DISPLAY_POSITION",BRAND_DISPLAYS,CONV,AD_SPEND
"Dr. Motion",152,1,0,0.00
"Altitude Functional Beverages",284,1,0,0.00
Wondery,30,127,0,0.00
"Airo Collective",65,2,0,0.00
Ekster,10,133,0,0.00
iota,124,2,0,0.00
BuddyLove,130,1,0,0.00
Canary,70,9,0,0.00
Bellway,71,4,0,0.00
StackedSkincare,85,1,0,0.00
"Botanical Bones",65,1,0,0.00
"Mented Cosmetics",95,2,0,0.00
Tushbaby,298,1,0,0.00
"Dirty Labs",81,35,0,0.00
"Love in Faith",275,1,0,0.00
SortJoy,25,75,0,0.00
"Maverick & Co.",183,1,0,0.00
jot,115,1,0,0.00
Canary,51,1,0,0.00
Alkavida,181,1,0,0.00
Coromega,158,1,0,0.00
Myles,192,1,0,0.00
"Versed Skin",56,1,0,0.00
"NOT!CE Hair Co",194,1,0,0.00
Evergreen,82,7,0,0.00
BelliWelli,109,5,0,0.00
"Leeway Home",206,1,0,0.00
"Girlfriend Collective",126,13,0,0.00
iloveplum,85,3,0,0.00
"Carve Designs",72,24,0,0.00
Inamorata,182,5,0,0.00
"NOTO Botanics",94,8,0,0.00
"True Made Foods",168,2,0,0.00
Alkavida,110,3,0,0.00
"Haus of Brilliance",166,1,0,0.00
BelliWelli,95,6,0,0.00
BlendJet,78,3,0,0.00
NEIWAI,40,72,0,0.00
"JACK HENRY",109,3,0,0.00
"Corpus Naturals",12,684,0,0.00
wildwonder,149,4,0,0.00
"Modern Fuel",7,237,0,0.00
CanDo,145,3,0,0.00
DEUX,10,100,0,0.00
"Projects Watches",193,1,0,0.00
Popadelics,75,1,0,0.00
INBLOOM,21,7,0,0.00
"Consciously Baby",120,1,0,0.00
"Bare Performance Nutrition",27,31,0,0.00
"Crown Affair",173,3,0,0.00
"Dreamland Baby",50,8,0,0.00
"OOBE BRAND",122,1,0,0.00
Waterboy,91,8,0,0.00
Siblings,48,21,0,0.00
"Surely Wines",349,1,0,0.00
"Petunia Pickle Bottom",107,2,0,0.00
"NOT!CE Hair Co",189,1,0,0.00
"WP Standard",27,7,0,0.00
"KA! Empathogenics",88,13,0,0.00
"Joanna Vargas Skincare",38,7,0,0.00
"Safari Ltd",42,15,0,0.00
"Modern Fuel",97,1,0,0.00
CoverFX,99,3,0,0.00
"Felix Gray",16,184,0,0.00
"Billion Dollar Beauty",18,10,0,0.00
"Uncharted Coffee Supply",353,1,0,0.00
"Saranoni Luxury Blankets",20,143,0,0.00
"MAXPRO Fitness",8,1592,0,0.00
Paperclip,49,6,0,0.00
Zonarch,55,7,0,0.00
Needed,24,80,0,0.00
Bloomscape,56,39,0,0.00
"Natalist Co.",93,10,0,0.00
"LINHART NYC",171,5,0,0.00
Houseplant,39,11,0,0.00
BlendJet,18,298,0,0.00
"Elevated Faith",71,4,0,0.00
"ieró Beauty™",209,1,0,0.00
Oeuf,217,5,0,0.00
"Tower 28 Beauty",50,38,0,0.00
"Munk Pack",119,2,0,0.00
"Tia Lupita",46,51,0,0.00
"21Seeds Tequila",7,67,0,0.00
Oradina,49,35,0,0.00
"August Uncommon Tea",250,1,0,0.00
"Ursa Major",120,8,0,0.00
Kinflyte,94,9,0,0.00
"Dermaclara, LLC",171,1,0,0.00
Lunya,102,1,0,0.00
"Wren + Glory",150,1,0,0.00
Alkavida,251,1,0,0.00
"Highline Wellness",100,5,0,0.00
"Dr. Motion",116,5,0,0.00
Lalabu,29,49,0,0.00
eyebobs,57,39,0,0.00
"Petunia Pickle Bottom",189,1,0,0.00
BuddyLove,9,57,0,0.00
Dame,94,4,0,0.00
"Tower 28 Beauty",20,207,0,0.00
"Ellie & Becks",182,1,0,0.00
Beachwaver,74,3,0,0.00
"Homesick Candles",89,5,0,0.00
BlendJet,88,1,0,0.00
Softies,151,7,0,0.00
ezpz,141,2,0,0.00
"Surely Wines",146,1,0,0.00
BelliWelli,22,27,0,0.00
Nood,201,2,0,0.00
Needed,99,5,0,0.00
"Posh Peanut",66,11,0,0.00
Wildfang,102,5,0,0.00
"The HoneyPot",66,15,0,0.00
"inklings baby",147,2,0,0.00
Manduka,82,9,0,0.00
"Ursa Major",114,1,0,0.00
RiotSociety.com,82,3,0,0.00
MORI,12,40,0,0.00
"Las Jaras Wines",73,7,0,0.00
"Beekman 1802",75,8,0,0.00
"California Arts",101,1,0,0.00
"Reel Paper",88,19,0,0.00
"Corpus Naturals",23,45,0,0.00
"For Days",111,22,0,0.00
INBLOOM,235,1,0,0.00
wildwonder,130,5,0,0.00
"sproos!",149,1,0,0.00
SolaWave,250,1,0,0.00
Shinesty,123,1,0,0.00
NERRĀ,144,1,0,0.00
Kosterina,142,1,0,0.00
"Carve Designs",68,13,0,0.00
Softies,166,1,0,0.00
"Nutshell Coolers",8,3,0,0.00
"LINHART NYC",138,3,0,0.00
"Toad&Co",5,106,0,0.00
"Felix Gray",86,10,0,0.00
"SoaPen Inc",84,2,0,0.00
"Hedley & Bennett",74,18,0,0.00
Evergreen,124,3,0,0.00
Evereden,20,218,0,0.00
Pretzels.com,115,5,0,0.00
"Mario Badescu Skin Care",235,1,0,0.00
Lalabu,69,23,0,0.00
"NOT!CE Hair Co",198,1,0,0.00
"Nutshell Coolers",218,1,0,0.00
"Better & Better",184,2,0,0.00
RiotSociety.com,11,64,0,0.00
cbdMD,192,2,0,0.00
Cardon,5,524,0,0.00
"Ami Colé",43,15,0,0.00
StackedSkincare,21,3,0,0.00
Snibbs,32,4,0,0.00
"Crown Affair",217,1,0,0.00
UPSAINT,81,1,0,0.00
Opopop,36,60,0,0.00
Glamnetic,97,3,0,0.00
Giapenta,167,1,0,0.00
Cadence,113,2,0,0.00
KraveBeauty,55,1,0,0.00
Inamorata,9,107,0,0.00
Waterboy,27,64,0,0.00
SortJoy,114,1,0,0.00
Gibsonlook,108,12,0,0.00
"For Days",113,16,0,0.00
"TUSOL Wellness",313,1,0,0.00
Tushbaby,59,17,0,0.00
INBLOOM,56,16,0,0.00
Kijibae,88,1,0,0.00
"INH Hair",53,46,0,0.00
"Birthdate Co.",160,1,0,0.00
"Le Mini Macaron",196,4,0,0.00
"Petunia Pickle Bottom",97,4,0,0.00
"NOMAD Grills",224,1,0,0.00
"Homesick Candles",124,1,0,0.00
"Airo Collective",86,3,0,0.00
"Oars + Alps",112,1,0,0.00
"Spärkel Beverage Systems",47,3,0,0.00
"Hedley & Bennett",92,3,0,0.00
TriLASTIN,51,34,0,0.00
"Finn + Emma",145,1,0,0.00
TriLASTIN,18,98,0,0.00
SeaVees,246,1,0,0.00
SPONGELLE,74,9,0,0.00
Branch,47,120,0,0.00
"Le Monde Gourmand",62,15,0,0.00
"EGG New York",79,9,0,0.00
"Consciously Baby",204,1,0,0.00
Siblings,107,3,0,0.00
Otteroo,108,4,0,0.00
"ieró Beauty™",178,3,0,0.00
KraveBeauty,84,4,0,0.00
"Common Era Jewelry",152,2,0,0.00
"Felix Gray",30,74,0,0.00
"Nala Care",62,12,0,0.00
Fishskyn,16,21,0,0.00
Esker,93,10,0,0.00
"Verdant Lyfe",21,1,0,0.00
Shinesty,306,1,0,0.00
eeBoo,48,9,0,0.00
LIVELY,23,563,0,0.00
"Character Home",144,9,0,0.00
"Tula Skincare",286,1,0,0.00
"OOBE BRAND",5,21,0,0.00
CoverFX,60,9,0,0.00
"Elegant Baby",126,6,0,0.00
"Billy Reid",48,14,0,0.00
"Bokksu Market",120,2,0,0.00
"For Days",46,43,0,0.00
"Ritual Zero Proof",86,6,0,0.00
"Ritual Zero Proof",21,140,0,0.00
"Glimmer Wish",62,2,0,0.00
"Ami Colé",134,2,0,0.00
Bloomscape,5,98,0,0.00
"Moby Wrap",61,14,0,0.00
"Toad&Co",60,16,0,0.00
"Sonrei Skin",119,2,0,0.00
"Clover by CLOVE + HALLOW",213,1,0,0.00
Carbon38,21,23,0,0.00
"Dirty Labs",94,28,0,0.00
Kinflyte,158,3,0,0.00
"Tia Lupita",279,2,0,0.00
"Siete Foods",74,16,0,0.00
"Moby Wrap",163,2,0,0.00
GRIP6,36,12,0,0.00
ILIA,50,6,0,0.00
"WP Standard",23,23,0,0.00
"Ry & Pen",187,1,0,0.00
"Fresh Peaches",105,3,0,0.00
iHeartRaves,34,1,0,0.00
"Saranoni Luxury Blankets",223,1,0,0.00
"Leeway Home",1,241,0,0.00
120/Life,107,7,0,0.00
"Posh Peanut",95,2,0,0.00
"Carve Designs",89,14,0,0.00
"Captain Blankenship",33,20,0,0.00
"Dr Sari's Lunar Sync",249,2,0,0.00
BuddyLove,52,6,0,0.00
"LightWater Skin",220,2,0,0.00
"Muslin Comfort",15,323,0,0.00
"Seamless Lingerie",133,1,0,0.00
"Wolf & Shepherd",83,30,0,0.00
CanDo,33,9,0,0.00
Moderny,85,4,0,0.00
Wildfang,53,17,0,0.00
"Mented Cosmetics",132,1,0,0.00
"Joanna Vargas Skincare",92,2,0,0.00
"Beginning Boutique",17,159,0,0.00
"Matador Meggings",60,2,0,0.00
Koio,154,21,0,0.00
Spyder,82,28,0,0.00
FRANC,40,7,0,0.00
"OOBE BRAND",80,2,0,0.00
NERRĀ,32,1,0,0.00
Storq,76,11,0,0.00
"Sonrei Skin",19,12,0,0.00
Estella,20,12,0,0.00
jot,27,107,0,0.00
Inamorata,106,10,0,0.00
"sproos!",292,1,0,0.00
"Trace Minerals",62,6,0,0.00
"Haus of Brilliance",200,1,0,0.00
"Love, Plants",250,1,0,0.00
INBLOOM,52,13,0,0.00
KraveBeauty,103,2,0,0.00
"Year & Day",99,4,0,0.00
Twillory,29,23,0,0.00
Pretzels.com,60,10,0,0.00
Gibsonlook,85,18,0,0.00
Lalabu,166,1,0,0.00
"Dryft Sleep",1,1935,0,0.00
INBLOOM,100,8,0,0.00
Inamorata,134,29,0,0.00
"Nala Care",39,8,0,0.00
"esmi Skin Minerals",15,215,0,0.00
Sijo,131,2,0,0.00
Snowyskin,104,8,0,0.00
iota,107,4,0,0.00
"Homesick Candles",50,32,0,0.00
"Altitude Functional Beverages",145,2,0,0.00
OrnamentallyYou,34,52,0,0.00
"Willow Pumps",19,187,0,0.00
"Milton & Goose",182,1,0,0.00
Gibsonlook,14,223,0,0.00
"Billion Dollar Beauty",38,19,0,0.00
"Degs & Sal",97,4,0,0.00
"Tower 28 Beauty",124,1,0,0.00
Manduka,60,39,0,0.00
"Degs & Sal",77,3,0,0.00
Jolie,129,11,0,0.00
"Captain Blankenship",185,1,0,0.00
Jolie,133,2,0,0.00
"Luca Faloni",154,3,0,0.00
Zonarch,288,1,0,0.00
"Yana Sleep",112,3,0,0.00
"Ritual Zero Proof",312,1,0,0.00
"Luca Faloni",232,1,0,0.00
Bodily,72,4,0,0.00
"Dirty Labs",93,18,0,0.00
CanDo,2,126,0,0.00
Rains,92,3,0,0.00
"Character Home",223,3,0,0.00
SortJoy,167,1,0,0.00
"EVER Skincare",240,1,0,0.00
"Body High Body Care",28,3,0,0.00
ezpz,112,9,0,0.00
Natemia,101,3,0,0.00
SeaVees,106,3,0,0.00
"Primally Pure",71,9,0,0.00
"Distil Union",32,31,0,0.00
Snowyskin,3,253,0,0.00
Vacation®,22,140,0,0.00
cbdMD,17,83,0,0.00
UNTUCKit,99,1,0,0.00
"Siete Foods",46,60,0,0.00
Kosterina,55,19,0,0.00
AVEC,12,222,0,0.00
Siblings,98,4,0,0.00
"Posh Peanut",21,885,0,0.00
"Munk Pack",58,26,0,0.00
"NOT!CE Hair Co",254,1,0,0.00
"Nutshell Coolers",112,5,0,0.00
"Les Belles",9,10,0,0.00
Nood,43,71,0,0.00
Evergreen,188,2,0,0.00
GhostBed,159,1,0,0.00
Foria,80,3,0,0.00
Motherhood,79,1,0,0.00
"Trace Minerals",41,19,0,0.00
"Dollar Shave Club",39,45,0,0.00
"LINHART NYC",53,11,0,0.00
"Love Your Melon",134,1,0,0.00
"Felix Gray",1,688,0,0.00
"Tinto Amorio",370,1,0,0.00
"ELVY Lab",63,6,0,0.00
Gathre,97,10,0,0.00
"Tula Skincare",32,65,0,0.00
"zing bars",96,4,0,0.00
Golde,174,3,0,0.00
Bloomscape,55,25,0,0.00
Softies,136,9,0,0.00
"Cozy Earth",85,1,0,0.00
"Ry & Pen",135,2,0,0.00
DEUX,100,3,0,0.00
"Rif Care",212,1,0,0.00
Rains,40,20,0,0.00
Gathre,21,202,0,0.00
"Ry & Pen",178,1,0,0.00
Bloomscape,182,1,0,0.00
"Thousand Fell",38,56,0,0.00
"Mario Badescu Skin Care",137,1,0,0.00
Quitch,167,1,0,0.00
Leath,173,1,0,0.00
Houseplant,89,2,0,0.00
BelliWelli,79,25,0,0.00
"Seafolly Australia",70,18,0,0.00
"Love, Plants",2,20,0,0.00
Anyday,133,2,0,0.00
"Haand Inc",139,2,0,0.00
"Safari Ltd",25,17,0,0.00
Beachwaver,25,21,0,0.00
"Solly Baby",63,16,0,0.00
"Mad Rabbit",199,1,0,0.00
Anyday,103,3,0,0.00
Evergreen,38,11,0,0.00
"Tia Lupita",6,5,0,0.00
Dame,58,10,0,0.00
Oeuf,116,2,0,0.00
BuddyLove,70,8,0,0.00
"Baby Tula",59,11,0,0.00
"Serenity Kids",263,1,0,0.00
"Wren + Glory",146,1,0,0.00
Esker,80,14,0,0.00
"Dirty Labs",67,23,0,0.00
Koio,191,2,0,0.00
"Coco Moon",89,7,0,0.00
"Nutshell Coolers",67,5,0,0.00
Moderny,51,7,0,0.00
"Billion Dollar Beauty",74,4,0,0.00
doublesoul,114,4,0,0.00
"Character Home",224,1,0,0.00
Fasteak,28,1,0,0.00
"Love, Plants",140,1,0,0.00
"Flying Embers",46,7,0,0.00
"Versed Skin",29,18,0,0.00
Motherhood,177,1,0,0.00
"Out of the Woods",212,1,0,0.00
"The Plug Drink",99,2,0,0.00
"Modern Fuel",56,12,0,0.00
"Nuudii System",27,39,0,0.00
woolino,170,1,0,0.00
"Fable Home",100,2,0,0.00
Binto,148,1,0,0.00
Estella,180,1,0,0.00
"Red Racer Books",172,1,0,0.00
"The Plug Drink",185,1,0,0.00
Esker,127,1,0,0.00
"Hedley & Bennett",65,18,0,0.00
GhostBed,157,1,0,0.00
"Sunfood Superfoods",274,3,0,0.00
"Just Date",122,3,0,0.00
"Frog Hollow Farm",3,3107,0,0.00
"zing bars",4,2,0,0.00
ettitude,76,13,0,0.00
RiotSociety.com,189,2,0,0.00
Giapenta,91,5,0,0.00
"Dryft Sleep",9,7,0,0.00
"Mented Cosmetics",97,7,0,0.00
Estella,43,4,0,0.00
"Fable Home",52,6,0,0.00
"Billion Dollar Beauty",146,3,0,0.00
UPSAINT,32,5,0,0.00
Gooselings,226,1,0,0.00
SolaWave,17,446,0,0.00
ETOILE,81,4,0,0.00
"Tia Lupita",98,2,0,0.00
"True Made Foods",81,6,0,0.00
Morphe,89,1,0,0.00
Snibbs,89,2,0,0.00
"Oat Mama",141,2,0,0.00
"Distil Union",90,5,0,0.00
"The Plug Drink",235,1,0,0.00
TriLASTIN,96,9,0,0.00
Moonglow,82,12,0,0.00
"Common Era Jewelry",43,48,0,0.00
"Hello Cake",25,141,0,0.00
"Why and Whale",114,6,0,0.00
LIVELY,39,20,0,0.00
"jane iredale",87,5,0,0.00
"Bask Suncare",88,37,0,0.00
Opopop,67,14,0,0.00
"Character Home",99,2,0,0.00
"NOT!CE Hair Co",24,25,0,0.00
"Degs & Sal",24,27,0,0.00
"Ursa Major",91,10,0,0.00
"Sonrei Skin",120,2,0,0.00
"NOT!CE Hair Co",42,24,0,0.00
Lalo,32,293,0,0.00
Dakine,105,8,0,0.00
Calin,119,1,0,0.00
"Boie USA",79,11,0,0.00
Cardon,215,1,0,0.00
"Nutshell Coolers",295,1,0,0.00
"esmi Skin Minerals",75,2,0,0.00
"Joanna Vargas Skincare",70,3,0,0.00
Zonarch,137,1,0,0.00
"Ritual Zero Proof",48,38,0,0.00
"Clover by CLOVE + HALLOW",59,23,0,0.00
Paperclip,31,15,0,0.00
"zing bars",6,2,0,0.00
"Versed Skin",94,1,0,0.00
"Fulton Fish Market",46,1,0,0.00
"Bad Birdie",74,28,0,0.00
"Clean Age",32,2,0,0.00
Zonarch,160,2,0,0.00
"Degs & Sal",23,66,0,0.00
"Som Sleep",55,10,0,0.00
Divi,78,9,0,0.00
"Dr Sari's Lunar Sync",241,2,0,0.00
"LINHART NYC",71,5,0,0.00
"Matador Meggings",160,1,0,0.00
wildwonder,168,1,0,0.00
"Seamless Lingerie",49,16,0,0.00
"Red Racer Books",115,1,0,0.00
Molekule,27,104,0,0.00
"Sprout Living",58,6,0,0.00
"Carve Designs",90,14,0,0.00
"Dr. Motion",49,34,0,0.00
"ieró Beauty™",12,2,0,0.00
MANSCAPED,73,4,0,0.00
AVEC,91,10,0,0.00
"Lily Jade",64,3,0,0.00
"Mario Badescu Skin Care",42,37,0,0.00
"Tinto Amorio",348,1,0,0.00
Wildfang,236,1,0,0.00
"Tia Lupita",233,2,0,0.00
"Elegant Baby",207,3,0,0.00
"Red Racer Books",15,4,0,0.00
"Winged Wellness",169,1,0,0.00
"Kosas Cosmetics",17,371,0,0.00
"Why and Whale",-1,1768,0,0.00
Rains,150,1,0,0.00
"Thousand Fell",28,116,0,0.00
"EVER Skincare",33,11,0,0.00
"Yana Sleep",334,1,0,0.00
"WP Standard",159,1,0,0.00
"Modern Fuel",164,1,0,0.00
"Native Pet",27,17,0,0.00
Afloral,50,43,0,0.00
Estella,59,4,0,0.00
"Fuse Lenses",58,37,0,0.00
"Dollar Shave Club",134,1,0,0.00
Nanit,29,31,0,0.00
"Nala Care",42,17,0,0.00
"Oat Mama",89,2,0,0.00
Dakine,117,6,0,0.00
cbdMD,114,1,0,0.00
Thorlos,31,143,0,0.00
"Love in Faith",277,1,0,0.00
UPSAINT,54,1,0,0.00
Pretzels.com,94,9,0,0.00
"Posh Peanut",147,1,0,0.00
"Seoul Ceuticals",170,1,0,0.00
"Once Upon a Farm",106,5,0,0.00
"Dermaclara, LLC",36,150,0,0.00
NEIWAI,31,93,0,0.00
"Dagne Dover",90,14,0,0.00
FullWell,144,4,0,0.00
jot,139,3,0,0.00
"Oat Mama",154,1,0,0.00
"Reel Paper",54,2,0,0.00
"Thousand Fell",54,22,0,0.00
Spyder,19,45,0,0.00
Alkavida,146,3,0,0.00
"Seoul Ceuticals",102,17,0,0.00
"Baby Tula",91,15,0,0.00
Amberjack,83,5,0,0.00
"Ora Organic",117,1,0,0.00
"Dollar Shave Club",109,2,0,0.00
"Dreamland Baby",62,10,0,0.00
"Dermaclara, LLC",99,4,0,0.00
"Ruggish Co.",215,2,0,0.00
Softies,215,1,0,0.00
Zonarch,69,8,0,0.00
AAVRANI,26,83,0,0.00
"Dollar Shave Club",59,13,0,0.00
"Solly Baby",78,7,0,0.00
SENREVE,155,2,0,0.00
Licorice,112,3,0,0.00
"Buffbunny Collection",68,12,0,0.00
woolino,394,1,0,0.00
"Baby K'tan",200,1,0,0.00
"Gravity Blankets",16,5,0,0.00
"The CrunchCup",204,1,0,0.00
"Food Huggers",106,6,0,0.00
Bala,100,2,0,0.00
Inamorata,224,1,0,0.00
Brightech,10,16,0,0.00
"Cuts Clothing",61,1,0,0.00
"Boie USA",26,193,0,0.00
"A Kids Co.",84,5,0,0.00
Moonglow,189,2,0,0.00
"Oat Mama",77,1,0,0.00
Dame,106,1,0,0.00
FRANC,141,2,0,0.00
Sensate,140,1,0,0.00
"IVL Collective",96,6,0,0.00
"Siete Foods",67,24,0,0.00
"Ruggish Co.",82,7,0,0.00
"NOMAD Grills",176,7,0,0.00
"True Classic",70,2,0,0.00
"Fresh Peaches",133,1,0,0.00
Molekule,55,24,0,0.00
"Coco Moon",4,40,0,0.00
Stix,73,1,0,0.00
12|12,111,2,0,0.00
"July A/C",128,1,0,0.00
"Dieux Skin",17,310,0,0.00
Moderny,5,91,0,0.00
Ashlen,110,1,0,0.00
"Viori Beauty",77,1,0,0.00
"Tubby Todd Bath Co.",132,1,0,0.00
"Year & Day",98,3,0,0.00
"Love, Plants",6,11,0,0.00
biom,59,8,0,0.00
Gathre,116,30,0,0.00
Zonarch,20,9,0,0.00
Kopari,64,10,0,0.00
Foria,113,3,0,0.00
Estella,3,2,0,0.00
Beachwaver,48,1,0,0.00
"KA! Empathogenics",226,2,0,0.00
"Homesick Candles",12,377,0,0.00
"Ritual Zero Proof",292,1,0,0.00
SortJoy,201,2,0,0.00
ettitude,19,407,0,0.00
Glamnetic,77,3,0,0.00
"True Made Foods",140,2,0,0.00
"Ruggish Co.",124,1,0,0.00
"The Secure Mat",102,1,0,0.00
Stio,3,67,0,0.00
Airsign,59,3,0,0.00
"Baby K'tan",56,1,0,0.00
"NOT!CE Hair Co",171,1,0,0.00
"happy being",87,3,0,0.00
"Baby Delight",120,4,0,0.00
Inamorata,242,1,0,0.00
"Sonrei Skin",264,9,0,0.00
Moonglow,54,41,0,0.00
"Aura Bora",99,2,0,0.00
"Trace Minerals",126,3,0,0.00
LOOPS,180,1,0,0.00
"Nampons LLC",80,3,0,0.00
"Ponto Footwear",166,2,0,0.00
Brightech,129,4,0,0.00
"Giften Market",253,1,0,0.00
"Safari Ltd",51,23,0,0.00
"Uncharted Coffee Supply",240,2,0,0.00
BlendJet,90,1,0,0.00
Golde,3,3650,0,0.00
"Uncharted Coffee Supply",359,1,0,0.00
"Wild Cosmetics",5,98,0,0.00
"Comeback Vinyl",112,2,0,0.00
Moderny,189,1,0,0.00
"Baby Delight",134,2,0,0.00
"Leeway Home",164,8,0,0.00
"Homesick Candles",82,16,0,0.00
Kindra,40,74,0,0.00
"Som Sleep",141,1,0,0.00
"Love Your Melon",176,2,0,0.00
"Kosas Cosmetics",192,1,0,0.00
Bodily,17,238,0,0.00
jot,38,132,0,0.00
Myles,108,1,0,0.00
"MAXPRO Fitness",127,1,0,0.00
"Body High Body Care",8,138,0,0.00
"Thousand Fell",115,1,0,0.00
"NOTO Botanics",129,1,0,0.00
Vacation®,66,6,0,0.00
"Lily Jade",181,1,0,0.00
"California Arts",59,8,0,0.00
NEIWAI,82,4,0,0.00
"Ritual Zero Proof",3,258,0,0.00
"NOTO Botanics",60,7,0,0.00
NEIWAI,94,3,0,0.00
"Level Select CBD",212,1,0,0.00
M.M.LaFleur,58,9,0,0.00
RiotSociety.com,80,3,0,0.00
"Winky Lux",8,142,0,0.00
"Year & Day",104,8,0,0.00
Anyday,129,1,0,0.00
Molekule,113,4,0,0.00
HATCH,6,1538,0,0.00
"Fable Home",35,26,0,0.00
Ekster,28,17,0,0.00
Esker,167,1,0,0.00
OrnamentallyYou,139,3,0,0.00
"NOMAD Grills",178,3,0,0.00
"Explorer Cold Brew",175,2,0,0.00
Lunya,127,1,0,0.00
"Safari Ltd",61,1,0,0.00
Myles,33,7,0,0.00
Dropps,90,10,0,0.00
"Bokksu Market",93,13,0,0.00
"NOMAD Grills",175,4,0,0.00
Morphe,158,1,0,0.00
wildwonder,61,16,0,0.00
Evergreen,271,1,0,0.00
"Nuudii System",101,5,0,0.00
"Monica & Andy Inc.",142,1,0,0.00
"Dryft Sleep",50,7,0,0.00
"Captain Blankenship",94,10,0,0.00
"Saranoni Luxury Blankets",77,27,0,0.00
"Nutshell Coolers",119,1,0,0.00
"LightWater Skin",26,1,0,0.00
"Blessed Be Magick",54,1,0,0.00
doublesoul,126,1,0,0.00
Kopari,62,16,0,0.00
"Fable Home",105,56,0,0.00
Molekule,17,134,0,0.00
doublesoul,55,43,0,0.00
"Seafolly Australia",159,3,0,0.00
Bodily,83,4,0,0.00
"Fable Home",138,1,0,0.00
"Divya's",11,4,0,0.00
"Outer Aisle",117,1,0,0.00
"Coffee Bros.",200,1,0,0.00
"IVL Collective",110,5,0,0.00
"ELVY Lab",24,1,0,0.00
"Safari Ltd",70,2,0,0.00
SPONGELLE,92,5,0,0.00
Ashlen,107,1,0,0.00
"Liquid I.V.",26,64,0,0.00
"A Kids Co.",139,2,0,0.00
"Green Paper Products",151,1,0,0.00
"Sonrei Skin",85,5,0,0.00
"LightWater Skin",65,5,0,0.00
"Trace Minerals",113,2,0,0.00
"Lily Jade",143,1,0,0.00
"Crown Affair",179,2,0,0.00
"Seamless Lingerie",247,11,0,0.00
12|12,10,6,0,0.00
"Safari Ltd",221,1,0,0.00
wildwonder,72,8,0,0.00
"Karma Nuts",125,1,0,0.00
"jane iredale",67,11,0,0.00
TriLASTIN,123,6,0,0.00
"Coffee Bros.",235,1,0,0.00
"Mented Cosmetics",101,5,0,0.00
"Matador Meggings",170,1,0,0.00
Juna,110,3,0,0.00
"Sol de Janeiro",46,5,0,0.00
Thorlos,182,2,0,0.00
UNTUCKit,47,7,0,0.00
"Character Home",80,6,0,0.00
RiotSociety.com,60,9,0,0.00
"Boie USA",11,409,0,0.00
"Leeway Home",124,12,0,0.00
"zing bars",175,2,0,0.00
FNX,46,2,0,0.00
"Altitude Functional Beverages",194,1,0,0.00
"Seamless Lingerie",33,11,0,0.00
doublesoul,33,111,0,0.00
Sijo,176,2,0,0.00
"Wolf & Shepherd",13,316,0,0.00
Evergreen,169,1,0,0.00
Sijo,199,1,0,0.00
"Mario Badescu Skin Care",191,1,0,0.00
"Ancient Nutrition",101,4,0,0.00
"Frog Hollow Farm",45,5,0,0.00
Popadelics,76,2,0,0.00
"INH Hair",119,2,0,0.00
Zonarch,68,4,0,0.00
"Matador Meggings",38,7,0,0.00
Golde,51,32,0,0.00
"Baby K'tan",31,7,0,0.00
"ieró Beauty™",85,3,0,0.00
"INH Hair",9,820,0,0.00
"Seoul Ceuticals",174,2,0,0.00
RiotSociety.com,53,11,0,0.00
"Fable Home",91,6,0,0.00
"Kate Quinn",93,2,0,0.00
Myles,65,7,0,0.00
Dakine,129,2,0,0.00
"Ruggish Co.",196,4,0,0.00
"OOBE BRAND",235,1,0,0.00
"West Chop Co",33,1,0,0.00
LuminAID,59,11,0,0.00
"ELVY Lab",131,2,0,0.00
"Giften Market",11,5,0,0.00
"Ruggish Co.",122,1,0,0.00
"Kate Quinn",143,1,0,0.00
"Seafolly Australia",183,1,0,0.00
Moderny,8,57,0,0.00
"Spice Tribe",105,8,0,0.00
woolino,124,3,0,0.00
"Dirty Labs",140,6,0,0.00
Houseplant,107,1,0,0.00
Lalo,55,20,0,0.00
"For Days",105,1,0,0.00
"Explorer Cold Brew",54,10,0,0.00
Koio,55,57,0,0.00
"Dirty Labs",155,1,0,0.00
"Carve Designs",128,2,0,0.00
Moonglow,74,6,0,0.00
"Tubby Todd Bath Co.",296,1,0,0.00
Pretzels.com,103,3,0,0.00
"Better & Better",207,2,0,0.00
SortJoy,23,66,0,0.00
QALO,49,5,0,0.00
"Haus of Brilliance",230,1,0,0.00
"LINHART NYC",157,3,0,0.00
Dakine,8,400,0,0.00
Foria,112,3,0,0.00
"Flying Embers",127,2,0,0.00
JOI,89,5,0,0.00
"Luca Faloni",185,1,0,0.00
Hydrant,4,133,0,0.00
Evereden,52,62,0,0.00
Oradina,170,1,0,0.00
ByHeart,214,1,0,0.00
CoverFX,45,25,0,0.00
Esker,176,1,0,0.00
"EGG New York",82,10,0,0.00
120/Life,68,17,0,0.00
EXOH,106,4,0,0.00
"My Girl Wellness",80,8,0,0.00
Evereden,114,2,0,0.00
Lollipetals,135,2,0,0.00
"Baby Tula",44,27,0,0.00
Calin,175,1,0,0.00
"Degs & Sal",53,54,0,0.00
"Doggy Do Good",95,1,0,0.00
GhostBed,21,41,0,0.00
"LightWater Skin",199,2,0,0.00
"Bushwick Kitchen",213,2,0,0.00
Esker,99,13,0,0.00
"Baby Tula",207,1,0,0.00
Oradina,169,1,0,0.00
"good light",94,9,0,0.00
Gooselings,242,1,0,0.00
"SACHEU Beauty",63,12,0,0.00
"Frog Hollow Farm",22,4,0,0.00
